,DELHI,BRPL,BYPL,NDPL,NDMC,MES,datetime,day,month,year,dayofweek,is_weekend
0,2144.41,860.87,428.55,691.4,117.82,25.93,2022-01-01 00:00:00,1.0,1.0,2022.0,5.0,1.0
1,1839.04,727.39,349.29,609.45,111.57,23.5,2022-01-01 01:00:00,1.0,1.0,2022.0,5.0,1.0
2,1682.7,669.86,316.2,573.91,84.25,22.44,2022-01-01 02:00:00,1.0,1.0,2022.0,5.0,1.0
3,1578.43,627.9,290.02,539.32,79.86,21.11,2022-01-01 03:00:00,1.0,1.0,2022.0,5.0,1.0
4,1584.39,644.04,289.28,542.23,71.18,22.41,2022-01-01 04:00:00,1.0,1.0,2022.0,5.0,1.0
5,1753.52,729.52,320.43,589.47,73.48,24.35,2022-01-01 05:00:00,1.0,1.0,2022.0,5.0,1.0
6,2200.73,915.56,424.79,715.59,90.34,30.11,2022-01-01 06:00:00,1.0,1.0,2022.0,5.0,1.0
7,2969.89,1228.29,627.87,926.01,122.7,37.89,2022-01-01 07:00:00,1.0,1.0,2022.0,5.0,1.0
8,3754.84,1570.12,819.5,1188.76,102.39,41.24,2022-01-01 08:00:00,1.0,1.0,2022.0,5.0,1.0
9,4015.01,1716.47,876.33,1229.77,111.64,41.94,2022-01-01 09:00:00,1.0,1.0,2022.0,5.0,1.0
10,4471.55,1916.57,971.64,1341.66,157.13,42.16,2022-01-01 10:00:00,1.0,1.0,2022.0,5.0,1.0
11,4424.5,1869.22,996.8,1358.43,114.99,39.25,2022-01-01 11:00:00,1.0,1.0,2022.0,5.0,1.0
12,4145.91,1763.55,956.3,1260.21,102.24,35.59,2022-01-01 12:00:00,1.0,1.0,2022.0,5.0,1.0
13,3716.08,1574.65,855.34,1086.99,137.53,32.91,2022-01-01 13:00:00,1.0,1.0,2022.0,5.0,1.0
14,3330.46,1402.43,767.15,1004.3,95.77,28.78,2022-01-01 14:00:00,1.0,1.0,2022.0,5.0,1.0
15,3114.81,1304.61,710.28,944.8,93.28,26.31,2022-01-01 15:00:00,1.0,1.0,2022.0,5.0,1.0
16,2979.3,1245.34,668.74,887.26,123.99,27.22,2022-01-01 16:00:00,1.0,1.0,2022.0,5.0,1.0
17,3016.75,1282.89,681.13,899.3,94.89,30.56,2022-01-01 17:00:00,1.0,1.0,2022.0,5.0,1.0
18,3263.12,1404.68,751.4,945.25,101.21,36.4,2022-01-01 18:00:00,1.0,1.0,2022.0,5.0,1.0
19,3211.84,1415.24,690.52,932.48,104.01,38.31,2022-01-01 19:00:00,1.0,1.0,2022.0,5.0,1.0
20,3086.4,1366.86,652.25,898.06,101.47,38.92,2022-01-01 20:00:00,1.0,1.0,2022.0,5.0,1.0
21,2924.71,1323.74,619.65,816.57,99.05,37.88,2022-01-01 21:00:00,1.0,1.0,2022.0,5.0,1.0
22,2728.65,1215.48,581.52,775.18,93.2,33.68,2022-01-01 22:00:00,1.0,1.0,2022.0,5.0,1.0
23,2333.91,1013.87,500.61,684.85,85.28,28.81,2022-01-01 23:00:00,1.0,1.0,2022.0,5.0,1.0
24,1907.22,824.9,399.36,569.52,73.38,24.73,2022-01-02 00:00:00,2.0,1.0,2022.0,6.0,1.0
25,1625.36,690.43,330.85,490.32,76.02,22.28,2022-01-02 01:00:00,2.0,1.0,2022.0,6.0,1.0
26,1498.48,631.31,298.05,459.55,74.75,20.8,2022-01-02 02:00:00,2.0,1.0,2022.0,6.0,1.0
27,1444.04,610.19,283.75,442.45,73.51,20.63,2022-01-02 03:00:00,2.0,1.0,2022.0,6.0,1.0
28,1900.62,769.22,386.95,608.97,92.98,24.47,2022-01-03 00:00:00,3.0,1.0,2022.0,0.0,0.0
29,1633.94,647.09,324.3,536.0,88.2,22.91,2022-01-03 01:00:00,3.0,1.0,2022.0,0.0,0.0
30,1525.86,598.76,295.1,510.07,85.35,22.07,2022-01-03 02:00:00,3.0,1.0,2022.0,0.0,0.0
31,1468.62,577.09,282.22,488.44,84.12,21.81,2022-01-03 03:00:00,3.0,1.0,2022.0,0.0,0.0
32,1475.11,593.73,275.56,484.4,84.69,22.57,2022-01-03 04:00:00,3.0,1.0,2022.0,0.0,0.0
33,1645.12,668.77,311.19,537.3,86.77,25.45,2022-01-03 05:00:00,3.0,1.0,2022.0,0.0,0.0
34,2113.19,872.66,423.8,670.23,95.21,33.31,2022-01-03 06:00:00,3.0,1.0,2022.0,0.0,0.0
35,2927.96,1236.73,602.86,914.29,103.2,43.12,2022-01-03 07:00:00,3.0,1.0,2022.0,0.0,0.0
36,3852.25,1615.85,835.31,1196.17,122.73,49.04,2022-01-03 08:00:00,3.0,1.0,2022.0,0.0,0.0
37,4247.88,1713.74,957.81,1344.59,146.39,46.13,2022-01-03 09:00:00,3.0,1.0,2022.0,0.0,0.0
38,4465.11,1850.99,943.22,1427.8,154.08,45.27,2022-01-03 10:00:00,3.0,1.0,2022.0,0.0,0.0
39,4422.79,1782.15,924.89,1472.95,156.18,42.0,2022-01-03 11:00:00,3.0,1.0,2022.0,0.0,0.0
40,4127.76,1614.43,884.6,1400.51,152.49,39.38,2022-01-03 12:00:00,3.0,1.0,2022.0,0.0,0.0
41,3749.0,1477.36,810.84,1241.52,153.47,36.33,2022-01-03 13:00:00,3.0,1.0,2022.0,0.0,0.0
42,3451.04,1331.3,743.08,1162.09,145.1,32.77,2022-01-03 14:00:00,3.0,1.0,2022.0,0.0,0.0
43,3284.72,1259.64,687.93,1130.54,143.61,31.85,2022-01-03 15:00:00,3.0,1.0,2022.0,0.0,0.0
44,3217.99,1254.96,649.43,1113.28,141.34,32.5,2022-01-03 16:00:00,3.0,1.0,2022.0,0.0,0.0
45,3271.44,1311.32,660.05,1099.33,137.39,34.18,2022-01-03 17:00:00,3.0,1.0,2022.0,0.0,0.0
46,3644.01,1473.95,769.15,1219.2,138.73,29.03,2022-01-03 18:00:00,3.0,1.0,2022.0,0.0,0.0
47,3608.46,1460.25,740.43,1203.26,133.26,41.23,2022-01-03 19:00:00,3.0,1.0,2022.0,0.0,0.0
48,3321.35,1395.77,657.19,1072.37,123.35,41.05,2022-01-03 20:00:00,3.0,1.0,2022.0,0.0,0.0
49,3101.96,1327.12,640.5,953.91,116.73,40.02,2022-01-03 21:00:00,3.0,1.0,2022.0,0.0,0.0
50,2844.31,1198.18,591.41,879.82,109.6,35.27,2022-01-03 22:00:00,3.0,1.0,2022.0,0.0,0.0
51,2412.96,996.02,500.49,765.57,99.66,28.73,2022-01-03 23:00:00,3.0,1.0,2022.0,0.0,0.0
52,1966.5,789.48,396.53,650.84,88.23,24.55,2022-01-04 00:00:00,4.0,1.0,2022.0,1.0,0.0
53,1699.7,668.38,332.91,575.41,82.81,22.71,2022-01-04 01:00:00,4.0,1.0,2022.0,1.0,0.0
54,1589.56,622.01,301.09,548.78,80.61,21.95,2022-01-04 02:00:00,4.0,1.0,2022.0,1.0,0.0
55,1526.27,599.46,286.55,527.99,80.13,21.82,2022-01-04 03:00:00,4.0,1.0,2022.0,1.0,0.0
56,1538.32,613.36,281.69,527.78,80.94,22.38,2022-01-04 04:00:00,4.0,1.0,2022.0,1.0,0.0
57,1697.6,692.74,312.36,569.99,81.24,25.14,2022-01-04 05:00:00,4.0,1.0,2022.0,1.0,0.0
58,2167.33,888.59,425.53,712.72,87.14,33.11,2022-01-04 06:00:00,4.0,1.0,2022.0,1.0,0.0
59,2985.31,1222.97,627.53,962.33,101.7,42.29,2022-01-04 07:00:00,4.0,1.0,2022.0,1.0,0.0
60,3844.51,1584.45,833.65,1227.96,120.48,47.45,2022-01-04 08:00:00,4.0,1.0,2022.0,1.0,0.0
61,4112.42,1737.83,871.72,1273.84,142.06,45.82,2022-01-04 09:00:00,4.0,1.0,2022.0,1.0,0.0
62,4447.13,1836.03,897.81,1469.0,159.63,43.79,2022-01-04 10:00:00,4.0,1.0,2022.0,1.0,0.0
63,4345.06,1742.12,892.56,1467.84,161.13,42.34,2022-01-04 11:00:00,4.0,1.0,2022.0,1.0,0.0
64,4028.74,1591.75,839.91,1367.71,154.79,36.46,2022-01-04 12:00:00,4.0,1.0,2022.0,1.0,0.0
65,3692.99,1457.97,778.13,1231.53,155.21,35.01,2022-01-04 13:00:00,4.0,1.0,2022.0,1.0,0.0
66,3482.7,1404.06,695.77,1178.26,137.64,33.4,2022-01-04 14:00:00,4.0,1.0,2022.0,1.0,0.0
67,3340.37,1315.2,652.44,1167.9,136.64,30.53,2022-01-04 15:00:00,4.0,1.0,2022.0,1.0,0.0
68,3154.72,1228.72,616.61,1117.3,132.27,31.27,2022-01-04 16:00:00,4.0,1.0,2022.0,1.0,0.0
69,3267.29,1317.09,626.16,1129.05,130.21,33.68,2022-01-04 17:00:00,4.0,1.0,2022.0,1.0,0.0
70,3576.39,1455.78,729.25,1193.6,127.45,36.36,2022-01-04 18:00:00,4.0,1.0,2022.0,1.0,0.0
71,1980.35,811.98,396.47,648.23,79.28,24.67,2022-01-06 00:00:00,6.0,1.0,2022.0,3.0,0.0
72,1720.15,692.76,334.85,578.4,75.25,22.69,2022-01-06 01:00:00,6.0,1.0,2022.0,3.0,0.0
73,1597.57,637.2,299.4,548.27,74.63,21.87,2022-01-06 02:00:00,6.0,1.0,2022.0,3.0,0.0
74,1539.71,610.05,284.59,536.06,72.73,21.65,2022-01-06 03:00:00,6.0,1.0,2022.0,3.0,0.0
75,1528.68,629.01,275.42,516.13,71.33,22.29,2022-01-06 04:00:00,6.0,1.0,2022.0,3.0,0.0
76,1680.92,674.56,318.83,575.61,71.06,22.73,2022-01-06 05:00:00,6.0,1.0,2022.0,3.0,0.0
77,1979.31,805.44,422.63,631.63,76.43,25.49,2022-01-06 06:00:00,6.0,1.0,2022.0,3.0,0.0
78,2585.79,1061.32,604.54,773.13,94.11,28.09,2022-01-06 07:00:00,6.0,1.0,2022.0,3.0,0.0
79,3243.71,1325.19,840.28,908.37,109.1,30.06,2022-01-06 08:00:00,6.0,1.0,2022.0,3.0,0.0
80,4092.51,1685.15,1015.24,1201.02,127.44,29.58,2022-01-06 09:00:00,6.0,1.0,2022.0,3.0,0.0
81,4268.92,1742.54,1050.87,1273.6,141.51,29.6,2022-01-06 10:00:00,6.0,1.0,2022.0,3.0,0.0
82,4240.38,1724.33,1032.9,1276.42,140.38,28.75,2022-01-06 11:00:00,6.0,1.0,2022.0,3.0,0.0
83,4137.03,1548.26,935.24,1451.67,134.81,27.76,2022-01-06 12:00:00,6.0,1.0,2022.0,3.0,0.0
84,3750.75,1486.61,815.49,1245.44,140.83,32.12,2022-01-06 13:00:00,6.0,1.0,2022.0,3.0,0.0
85,3524.68,1387.78,721.98,1171.31,168.09,33.72,2022-01-06 14:00:00,6.0,1.0,2022.0,3.0,0.0
86,3435.74,1341.76,719.57,1179.12,128.74,33.83,2022-01-06 15:00:00,6.0,1.0,2022.0,3.0,0.0
87,3288.8,1254.16,685.45,1131.14,159.3,33.76,2022-01-06 16:00:00,6.0,1.0,2022.0,3.0,0.0
88,2021.05,818.07,400.72,658.17,101.4,23.46,2022-01-07 00:00:00,7.0,1.0,2022.0,4.0,0.0
89,1777.97,729.01,347.8,572.16,90.26,22.14,2022-01-07 01:00:00,7.0,1.0,2022.0,4.0,0.0
90,1646.51,670.67,314.79,541.49,87.73,21.41,2022-01-07 02:00:00,7.0,1.0,2022.0,4.0,0.0
91,1596.72,653.21,299.58,522.87,85.58,21.21,2022-01-07 03:00:00,7.0,1.0,2022.0,4.0,0.0
92,1605.37,667.2,293.68,521.17,86.65,21.86,2022-01-07 04:00:00,7.0,1.0,2022.0,4.0,0.0
93,1752.11,741.89,324.74,555.38,88.51,24.8,2022-01-07 05:00:00,7.0,1.0,2022.0,4.0,0.0
94,2189.74,947.04,423.46,669.37,94.69,31.95,2022-01-07 06:00:00,7.0,1.0,2022.0,4.0,0.0
95,2922.73,1237.63,605.57,892.89,118.19,40.59,2022-01-07 07:00:00,7.0,1.0,2022.0,4.0,0.0
96,3783.92,1599.93,835.32,1126.65,144.03,45.63,2022-01-07 08:00:00,7.0,1.0,2022.0,4.0,0.0
97,4174.25,1775.54,903.49,1238.04,180.88,46.03,2022-01-07 09:00:00,7.0,1.0,2022.0,4.0,0.0
98,4552.64,1897.82,963.71,1401.52,204.24,44.29,2022-01-07 10:00:00,7.0,1.0,2022.0,4.0,0.0
99,4558.57,1806.76,960.56,1505.32,200.66,42.07,2022-01-07 11:00:00,7.0,1.0,2022.0,4.0,0.0
100,4396.26,1753.6,955.32,1408.16,199.87,41.11,2022-01-07 12:00:00,7.0,1.0,2022.0,4.0,0.0
101,4032.84,1624.58,886.51,1251.19,198.48,40.13,2022-01-07 13:00:00,7.0,1.0,2022.0,4.0,0.0
102,3669.86,1457.22,775.82,1179.2,188.16,37.09,2022-01-07 14:00:00,7.0,1.0,2022.0,4.0,0.0
103,3462.5,1363.1,711.14,1143.82,180.15,33.34,2022-01-07 15:00:00,7.0,1.0,2022.0,4.0,0.0
104,3354.71,1315.59,693.16,1102.29,176.13,33.08,2022-01-07 16:00:00,7.0,1.0,2022.0,4.0,0.0
105,3373.4,1309.14,680.76,1145.62,171.26,34.99,2022-01-07 17:00:00,7.0,1.0,2022.0,4.0,0.0
106,3603.08,1456.5,736.81,1171.57,169.75,37.94,2022-01-07 18:00:00,7.0,1.0,2022.0,4.0,0.0
107,3513.26,1409.0,731.14,1142.23,157.4,38.41,2022-01-07 19:00:00,7.0,1.0,2022.0,4.0,0.0
108,3299.82,1360.02,669.54,1048.53,148.59,38.03,2022-01-07 20:00:00,7.0,1.0,2022.0,4.0,0.0
109,2958.63,1262.08,587.97,901.92,141.44,36.29,2022-01-07 21:00:00,7.0,1.0,2022.0,4.0,0.0
110,2755.43,1165.59,569.55,828.77,132.97,32.38,2022-01-07 22:00:00,7.0,1.0,2022.0,4.0,0.0
111,2376.62,991.81,474.71,738.53,122.95,26.94,2022-01-07 23:00:00,7.0,1.0,2022.0,4.0,0.0
112,1947.33,785.98,383.73,628.51,107.57,23.07,2022-01-08 00:00:00,8.0,1.0,2022.0,5.0,1.0
113,1679.94,651.7,324.62,567.43,99.22,20.83,2022-01-08 01:00:00,8.0,1.0,2022.0,5.0,1.0
114,1553.67,604.04,292.34,527.43,95.53,19.96,2022-01-08 02:00:00,8.0,1.0,2022.0,5.0,1.0
115,1475.08,556.06,272.57,521.89,91.49,19.48,2022-01-08 03:00:00,8.0,1.0,2022.0,5.0,1.0
116,1318.11,480.36,248.88,474.0,82.69,19.61,2022-01-08 04:00:00,8.0,1.0,2022.0,5.0,1.0
117,1515.4,643.27,264.41,486.06,88.51,20.46,2022-01-08 05:00:00,8.0,1.0,2022.0,5.0,1.0
118,1777.09,730.15,351.06,567.31,94.67,24.64,2022-01-08 06:00:00,8.0,1.0,2022.0,5.0,1.0
119,2228.2,899.78,463.22,708.03,105.66,30.75,2022-01-08 07:00:00,8.0,1.0,2022.0,5.0,1.0
120,2760.93,1087.84,616.94,878.07,116.24,36.28,2022-01-08 08:00:00,8.0,1.0,2022.0,5.0,1.0
121,3037.3,1239.0,668.0,946.45,130.86,33.49,2022-01-08 09:00:00,8.0,1.0,2022.0,5.0,1.0
122,3345.12,1388.16,731.34,1014.63,140.29,38.47,2022-01-08 10:00:00,8.0,1.0,2022.0,5.0,1.0
123,3282.78,1372.13,721.65,975.94,143.73,39.17,2022-01-08 11:00:00,8.0,1.0,2022.0,5.0,1.0
124,3258.77,1432.29,710.3,903.55,143.4,38.2,2022-01-08 12:00:00,8.0,1.0,2022.0,5.0,1.0
125,3088.61,1391.41,661.13,828.88,141.09,35.83,2022-01-08 13:00:00,8.0,1.0,2022.0,5.0,1.0
126,2872.23,1284.22,613.93,778.23,135.19,34.29,2022-01-08 14:00:00,8.0,1.0,2022.0,5.0,1.0
127,2646.14,1199.04,549.11,714.18,128.28,30.28,2022-01-08 15:00:00,8.0,1.0,2022.0,5.0,1.0
128,2464.95,1066.41,514.07,713.03,125.23,29.46,2022-01-08 16:00:00,8.0,1.0,2022.0,5.0,1.0
129,2508.29,1091.92,528.36,710.18,122.65,32.16,2022-01-08 17:00:00,8.0,1.0,2022.0,5.0,1.0
130,2763.21,1174.72,607.91,780.73,139.5,36.64,2022-01-08 18:00:00,8.0,1.0,2022.0,5.0,1.0
131,2812.86,1192.57,620.15,795.59,140.12,37.69,2022-01-08 19:00:00,8.0,1.0,2022.0,5.0,1.0
132,2736.44,1160.81,595.94,779.7,137.43,37.73,2022-01-08 20:00:00,8.0,1.0,2022.0,5.0,1.0
133,2622.12,1124.97,562.05,735.22,136.44,36.33,2022-01-08 21:00:00,8.0,1.0,2022.0,5.0,1.0
134,2395.08,1013.6,521.8,671.94,132.18,32.13,2022-01-08 22:00:00,8.0,1.0,2022.0,5.0,1.0
135,2044.69,869.03,444.57,567.9,121.28,26.87,2022-01-08 23:00:00,8.0,1.0,2022.0,5.0,1.0
136,1694.18,715.64,353.43,473.75,111.14,22.8,2022-01-09 00:00:00,9.0,1.0,2022.0,6.0,1.0
137,1490.95,628.04,303.23,421.25,103.31,20.91,2022-01-09 01:00:00,9.0,1.0,2022.0,6.0,1.0
138,1387.4,588.98,272.06,392.65,100.3,20.29,2022-01-09 02:00:00,9.0,1.0,2022.0,6.0,1.0
139,1327.87,567.55,256.46,372.61,98.58,20.08,2022-01-09 03:00:00,9.0,1.0,2022.0,6.0,1.0
140,1327.68,562.66,249.59,384.38,98.13,20.33,2022-01-09 04:00:00,9.0,1.0,2022.0,6.0,1.0
141,1450.52,618.2,277.99,418.87,99.53,22.03,2022-01-09 05:00:00,9.0,1.0,2022.0,6.0,1.0
142,1699.65,715.22,352.28,487.01,102.88,25.73,2022-01-09 06:00:00,9.0,1.0,2022.0,6.0,1.0
143,2159.76,898.27,469.57,625.98,116.23,30.28,2022-01-09 07:00:00,9.0,1.0,2022.0,6.0,1.0
144,2740.11,1106.96,621.25,831.49,123.02,34.36,2022-01-09 08:00:00,9.0,1.0,2022.0,6.0,1.0
145,3194.98,1309.07,703.49,981.93,131.06,37.94,2022-01-09 09:00:00,9.0,1.0,2022.0,6.0,1.0
146,3570.08,1461.83,780.15,1119.27,141.17,39.42,2022-01-09 10:00:00,9.0,1.0,2022.0,6.0,1.0
147,3760.26,1543.06,820.65,1177.48,147.99,39.47,2022-01-09 11:00:00,9.0,1.0,2022.0,6.0,1.0
148,3704.89,1520.95,813.77,1143.61,148.38,37.98,2022-01-09 12:00:00,9.0,1.0,2022.0,6.0,1.0
149,3466.06,1449.69,752.9,1048.03,145.94,36.48,2022-01-09 13:00:00,9.0,1.0,2022.0,6.0,1.0
150,3148.3,1421.47,636.48,880.24,144.87,34.48,2022-01-09 14:00:00,9.0,1.0,2022.0,6.0,1.0
151,2830.53,1272.52,570.08,795.57,138.23,30.66,2022-01-09 15:00:00,9.0,1.0,2022.0,6.0,1.0
152,2552.1,1113.72,515.71,735.73,133.2,30.84,2022-01-09 16:00:00,9.0,1.0,2022.0,6.0,1.0
153,2620.7,1177.31,523.62,729.84,132.82,34.01,2022-01-09 17:00:00,9.0,1.0,2022.0,6.0,1.0
154,2859.21,1233.73,599.53,813.44,147.0,38.3,2022-01-09 18:00:00,9.0,1.0,2022.0,6.0,1.0
155,2893.19,1244.06,610.53,821.81,150.03,39.31,2022-01-09 19:00:00,9.0,1.0,2022.0,6.0,1.0
156,2821.68,1228.9,584.09,795.76,147.22,38.95,2022-01-09 20:00:00,9.0,1.0,2022.0,6.0,1.0
157,2723.2,1202.75,561.51,763.12,143.8,37.43,2022-01-09 21:00:00,9.0,1.0,2022.0,6.0,1.0
158,2532.31,1114.24,521.51,701.8,137.15,33.77,2022-01-09 22:00:00,9.0,1.0,2022.0,6.0,1.0
159,2134.2,924.82,441.61,593.76,125.8,27.95,2022-01-09 23:00:00,9.0,1.0,2022.0,6.0,1.0
160,1743.14,731.6,348.55,507.16,114.82,23.49,2022-01-10 00:00:00,10.0,1.0,2022.0,0.0,0.0
161,1501.43,620.36,296.09,440.26,108.5,21.8,2022-01-10 01:00:00,10.0,1.0,2022.0,0.0,0.0
162,1401.76,576.35,267.43,418.44,107.08,21.09,2022-01-10 02:00:00,10.0,1.0,2022.0,0.0,0.0
163,1345.04,557.87,255.86,395.68,101.86,21.01,2022-01-10 03:00:00,10.0,1.0,2022.0,0.0,0.0
164,1371.68,572.06,256.1,407.26,101.79,21.9,2022-01-10 04:00:00,10.0,1.0,2022.0,0.0,0.0
165,1530.28,653.53,287.57,448.77,101.83,24.05,2022-01-10 05:00:00,10.0,1.0,2022.0,0.0,0.0
166,1988.32,856.41,392.35,580.16,109.73,31.52,2022-01-10 06:00:00,10.0,1.0,2022.0,0.0,0.0
167,2735.54,1168.16,565.26,802.84,131.73,40.45,2022-01-10 07:00:00,10.0,1.0,2022.0,0.0,0.0
168,3714.0,1547.22,801.88,1117.63,166.37,46.83,2022-01-10 08:00:00,10.0,1.0,2022.0,0.0,0.0
169,4129.28,1733.44,855.04,1258.8,196.52,45.9,2022-01-10 09:00:00,10.0,1.0,2022.0,0.0,0.0
170,4576.92,1879.64,946.68,1441.55,219.92,45.88,2022-01-10 10:00:00,10.0,1.0,2022.0,0.0,0.0
171,4532.27,1821.88,921.79,1480.61,217.17,42.38,2022-01-10 11:00:00,10.0,1.0,2022.0,0.0,0.0
172,4327.81,1694.27,926.11,1410.5,214.5,41.62,2022-01-10 12:00:00,10.0,1.0,2022.0,0.0,0.0
173,3937.43,1630.99,891.39,1289.09,51.36,37.64,2022-01-10 13:00:00,10.0,1.0,2022.0,0.0,0.0
174,3650.52,1434.9,780.72,1164.49,202.71,35.9,2022-01-10 14:00:00,10.0,1.0,2022.0,0.0,0.0
175,3475.28,1338.03,731.06,1140.68,198.88,33.1,2022-01-10 15:00:00,10.0,1.0,2022.0,0.0,0.0
176,3348.94,1280.2,718.06,1092.43,190.21,32.8,2022-01-10 16:00:00,10.0,1.0,2022.0,0.0,0.0
177,3390.13,1318.17,717.41,1098.89,188.57,34.96,2022-01-10 17:00:00,10.0,1.0,2022.0,0.0,0.0
178,3634.25,1450.81,751.92,1170.59,187.15,39.29,2022-01-10 18:00:00,10.0,1.0,2022.0,0.0,0.0
179,3644.04,1510.16,718.89,1153.16,181.39,41.23,2022-01-10 19:00:00,10.0,1.0,2022.0,0.0,0.0
180,3436.21,1433.39,701.11,1063.82,163.68,41.69,2022-01-10 20:00:00,10.0,1.0,2022.0,0.0,0.0
181,3127.9,1341.58,643.71,917.87,159.13,40.43,2022-01-10 21:00:00,10.0,1.0,2022.0,0.0,0.0
182,2039.88,831.03,404.05,638.24,120.64,25.33,2022-01-12 00:00:00,12.0,1.0,2022.0,2.0,0.0
183,1752.92,711.62,327.81,560.33,114.18,23.32,2022-01-12 01:00:00,12.0,1.0,2022.0,2.0,0.0
184,1612.24,651.51,290.51,519.77,111.0,22.82,2022-01-12 02:00:00,12.0,1.0,2022.0,2.0,0.0
185,1538.1,632.91,269.12,490.01,109.0,22.64,2022-01-12 03:00:00,12.0,1.0,2022.0,2.0,0.0
186,1554.92,647.38,270.35,490.55,109.23,23.23,2022-01-12 04:00:00,12.0,1.0,2022.0,2.0,0.0
187,1699.44,720.24,299.1,529.89,108.37,25.64,2022-01-12 05:00:00,12.0,1.0,2022.0,2.0,0.0
188,2105.4,891.86,392.23,653.65,117.1,32.63,2022-01-12 06:00:00,12.0,1.0,2022.0,2.0,0.0
189,2886.27,1195.97,587.13,889.0,137.16,42.64,2022-01-12 07:00:00,12.0,1.0,2022.0,2.0,0.0
190,3851.32,1590.82,814.27,1182.47,163.91,47.6,2022-01-12 08:00:00,12.0,1.0,2022.0,2.0,0.0
191,4196.6,1752.12,884.94,1277.25,189.14,48.28,2022-01-12 09:00:00,12.0,1.0,2022.0,2.0,0.0
192,4601.24,1832.7,960.8,1499.14,208.01,47.86,2022-01-12 10:00:00,12.0,1.0,2022.0,2.0,0.0
193,4612.76,1854.62,967.87,1492.69,208.21,46.6,2022-01-12 11:00:00,12.0,1.0,2022.0,2.0,0.0
194,4368.87,1734.48,909.17,1437.97,203.42,43.02,2022-01-12 12:00:00,12.0,1.0,2022.0,2.0,0.0
195,3946.05,1592.93,835.9,1241.64,197.12,40.22,2022-01-12 13:00:00,12.0,1.0,2022.0,2.0,0.0
196,3624.36,1447.02,755.75,1167.32,184.41,35.3,2022-01-12 14:00:00,12.0,1.0,2022.0,2.0,0.0
197,3485.87,1367.11,725.33,1144.57,181.11,32.56,2022-01-12 15:00:00,12.0,1.0,2022.0,2.0,0.0
198,3350.24,1298.69,710.72,1098.52,177.78,32.92,2022-01-12 16:00:00,12.0,1.0,2022.0,2.0,0.0
199,3461.97,1375.28,718.02,1124.11,174.75,36.48,2022-01-12 17:00:00,12.0,1.0,2022.0,2.0,0.0
200,3697.16,1487.47,789.52,1173.15,171.77,40.09,2022-01-12 18:00:00,12.0,1.0,2022.0,2.0,0.0
201,3723.0,1505.86,783.27,1194.8,169.1,42.48,2022-01-12 19:00:00,12.0,1.0,2022.0,2.0,0.0
202,3531.08,1491.55,724.72,1083.75,152.8,43.04,2022-01-12 20:00:00,12.0,1.0,2022.0,2.0,0.0
203,3282.01,1420.37,681.27,961.52,147.66,41.85,2022-01-12 21:00:00,12.0,1.0,2022.0,2.0,0.0
204,3034.57,1294.38,650.33,905.26,139.99,37.06,2022-01-12 22:00:00,12.0,1.0,2022.0,2.0,0.0
205,2564.42,1064.75,525.58,792.57,128.87,30.45,2022-01-12 23:00:00,12.0,1.0,2022.0,2.0,0.0
206,2097.22,856.18,420.63,658.88,117.65,26.03,2022-01-13 00:00:00,13.0,1.0,2022.0,3.0,0.0
207,1776.12,721.54,338.28,568.46,109.87,23.96,2022-01-13 01:00:00,13.0,1.0,2022.0,3.0,0.0
208,1647.32,665.52,300.88,534.32,108.82,23.09,2022-01-13 02:00:00,13.0,1.0,2022.0,3.0,0.0
209,1563.03,637.64,277.63,503.36,106.62,22.92,2022-01-13 03:00:00,13.0,1.0,2022.0,3.0,0.0
210,1562.71,642.59,275.72,500.37,105.63,23.54,2022-01-13 04:00:00,13.0,1.0,2022.0,3.0,0.0
211,1704.85,710.47,303.71,541.88,105.78,26.39,2022-01-13 05:00:00,13.0,1.0,2022.0,3.0,0.0
212,2131.41,882.53,405.87,673.74,114.33,33.32,2022-01-13 06:00:00,13.0,1.0,2022.0,3.0,0.0
213,2904.99,1206.99,593.29,899.58,135.32,43.28,2022-01-13 07:00:00,13.0,1.0,2022.0,3.0,0.0
214,3807.06,1560.76,803.55,1194.84,160.67,48.83,2022-01-13 08:00:00,13.0,1.0,2022.0,3.0,0.0
215,4166.34,1741.22,854.59,1300.72,184.81,47.92,2022-01-13 09:00:00,13.0,1.0,2022.0,3.0,0.0
216,4567.24,1822.93,958.01,1495.47,200.67,46.55,2022-01-13 10:00:00,13.0,1.0,2022.0,3.0,0.0
217,4577.2,1787.35,966.85,1530.56,207.91,45.07,2022-01-13 11:00:00,13.0,1.0,2022.0,3.0,0.0
218,4367.57,1681.84,931.45,1467.1,206.05,43.92,2022-01-13 12:00:00,13.0,1.0,2022.0,3.0,0.0
219,4036.3,1572.04,865.59,1314.42,203.21,42.59,2022-01-13 13:00:00,13.0,1.0,2022.0,3.0,0.0
220,3747.06,1482.87,787.34,1199.57,202.11,39.3,2022-01-13 14:00:00,13.0,1.0,2022.0,3.0,0.0
221,3578.39,1393.29,748.0,1192.41,185.45,36.21,2022-01-13 15:00:00,13.0,1.0,2022.0,3.0,0.0
222,3464.91,1348.81,724.24,1141.36,179.97,36.64,2022-01-13 16:00:00,13.0,1.0,2022.0,3.0,0.0
223,3536.53,1391.95,738.42,1155.62,177.43,39.31,2022-01-13 17:00:00,13.0,1.0,2022.0,3.0,0.0
