,DELHI,BRPL,BYPL,NDPL,NDMC,MES,datetime,day,month,year,dayofweek,is_weekend
1692,3046.69,1330.39,668.32,873.45,125.42,19.33,2022-03-19 23:00:00,19.0,3.0,2022.0,5.0,1.0
1693,2935.37,1281.39,650.05,844.78,113.23,18.02,2022-03-20 00:00:00,20.0,3.0,2022.0,6.0,1.0
1694,2702.85,1190.59,595.36,770.27,103.65,17.42,2022-03-20 01:00:00,20.0,3.0,2022.0,6.0,1.0
1695,2586.44,1132.18,563.55,745.53,102.79,17.54,2022-03-20 02:00:00,20.0,3.0,2022.0,6.0,1.0
1696,2506.53,1091.33,545.81,727.39,101.08,17.12,2022-03-20 03:00:00,20.0,3.0,2022.0,6.0,1.0
1697,2521.15,1108.02,540.67,733.72,97.47,17.34,2022-03-20 04:00:00,20.0,3.0,2022.0,6.0,1.0
1698,2496.24,1099.16,534.78,722.31,97.75,18.31,2022-03-20 05:00:00,20.0,3.0,2022.0,6.0,1.0
1699,2601.55,1150.65,565.27,746.14,98.11,19.88,2022-03-20 06:00:00,20.0,3.0,2022.0,6.0,1.0
1700,2759.41,1181.59,627.62,800.02,103.62,20.59,2022-03-20 07:00:00,20.0,3.0,2022.0,6.0,1.0
1701,2928.14,1222.24,663.62,886.16,108.59,20.38,2022-03-20 08:00:00,20.0,3.0,2022.0,6.0,1.0
1702,2990.29,1266.39,652.61,911.89,110.96,20.03,2022-03-20 09:00:00,20.0,3.0,2022.0,6.0,1.0
1703,3263.49,1302.45,707.63,1081.72,116.89,20.0,2022-03-20 10:00:00,20.0,3.0,2022.0,6.0,1.0
1704,3424.08,1359.44,761.01,1133.09,118.7,18.35,2022-03-20 11:00:00,20.0,3.0,2022.0,6.0,1.0
1705,3395.15,1332.2,762.01,1130.74,118.68,18.08,2022-03-20 12:00:00,20.0,3.0,2022.0,6.0,1.0
1706,3290.63,1314.29,751.53,1067.02,111.41,17.28,2022-03-20 13:00:00,20.0,3.0,2022.0,6.0,1.0
1707,3277.13,1288.68,735.5,1084.06,119.93,16.64,2022-03-20 14:00:00,20.0,3.0,2022.0,6.0,1.0
1708,3335.23,1312.81,737.93,1131.16,105.31,15.92,2022-03-20 15:00:00,20.0,3.0,2022.0,6.0,1.0
1709,3331.25,1297.94,737.42,1132.38,109.79,17.63,2022-03-20 16:00:00,20.0,3.0,2022.0,6.0,1.0
1710,3290.7,1288.28,721.56,1113.35,120.78,19.14,2022-03-20 17:00:00,20.0,3.0,2022.0,6.0,1.0
1711,3332.3,1329.38,752.51,1075.74,130.92,19.81,2022-03-20 18:00:00,20.0,3.0,2022.0,6.0,1.0
1712,3499.58,1425.3,777.92,1117.03,126.69,21.4,2022-03-20 19:00:00,20.0,3.0,2022.0,6.0,1.0
1713,3473.67,1445.82,740.09,1101.95,128.54,22.44,2022-03-20 20:00:00,20.0,3.0,2022.0,6.0,1.0
1714,3351.18,1430.93,719.25,1026.59,120.8,21.83,2022-03-20 21:00:00,20.0,3.0,2022.0,6.0,1.0
1715,3373.25,1436.83,732.74,1030.47,120.36,20.32,2022-03-20 22:00:00,20.0,3.0,2022.0,6.0,1.0
1716,3303.8,1387.11,713.11,1036.52,116.91,18.66,2022-03-20 23:00:00,20.0,3.0,2022.0,6.0,1.0
1717,3146.5,1310.83,690.87,986.96,110.16,17.63,2022-03-21 00:00:00,21.0,3.0,2022.0,0.0,0.0
1718,2949.86,1231.16,638.93,931.64,103.18,16.92,2022-03-21 01:00:00,21.0,3.0,2022.0,0.0,0.0
1719,2817.52,1175.81,606.35,889.9,102.02,16.69,2022-03-21 02:00:00,21.0,3.0,2022.0,0.0,0.0
1720,2715.2,1140.8,581.72,851.05,92.42,16.68,2022-03-21 03:00:00,21.0,3.0,2022.0,0.0,0.0
1721,2672.13,1125.27,565.01,848.81,91.03,16.6,2022-03-21 04:00:00,21.0,3.0,2022.0,0.0,0.0
1722,2727.76,1158.64,569.6,866.36,90.07,17.36,2022-03-21 05:00:00,21.0,3.0,2022.0,0.0,0.0
1723,2862.19,1220.99,601.85,889.12,101.61,21.12,2022-03-21 06:00:00,21.0,3.0,2022.0,0.0,0.0
1724,3148.7,1319.64,683.85,978.2,113.07,24.1,2022-03-21 07:00:00,21.0,3.0,2022.0,0.0,0.0
1725,3210.79,1323.04,709.24,988.97,133.68,23.94,2022-03-21 08:00:00,21.0,3.0,2022.0,0.0,0.0
1726,3361.69,1404.71,698.28,1031.24,169.49,25.52,2022-03-21 09:00:00,21.0,3.0,2022.0,0.0,0.0
1727,3787.93,1514.26,779.37,1221.08,208.94,26.7,2022-03-21 10:00:00,21.0,3.0,2022.0,0.0,0.0
1728,3990.45,1582.82,832.54,1291.47,218.13,27.14,2022-03-21 11:00:00,21.0,3.0,2022.0,0.0,0.0
1729,4041.37,1591.82,859.01,1294.07,231.1,26.66,2022-03-21 12:00:00,21.0,3.0,2022.0,0.0,0.0
1730,3913.54,1569.8,836.09,1211.99,227.94,26.55,2022-03-21 13:00:00,21.0,3.0,2022.0,0.0,0.0
1731,3871.48,1550.83,795.27,1238.33,227.98,25.5,2022-03-21 14:00:00,21.0,3.0,2022.0,0.0,0.0
1732,3990.54,1585.61,807.67,1291.84,231.57,24.51,2022-03-21 15:00:00,21.0,3.0,2022.0,0.0,0.0
1733,3936.46,1538.39,808.58,1289.36,231.47,24.64,2022-03-21 16:00:00,21.0,3.0,2022.0,0.0,0.0
1734,3949.37,1574.13,826.73,1283.63,203.47,24.88,2022-03-21 17:00:00,21.0,3.0,2022.0,0.0,0.0
1735,3905.8,1561.84,852.41,1235.14,196.03,23.25,2022-03-21 18:00:00,21.0,3.0,2022.0,0.0,0.0
1736,3964.05,1619.22,831.04,1275.93,176.39,23.26,2022-03-21 19:00:00,21.0,3.0,2022.0,0.0,0.0
1737,3845.73,1597.91,820.56,1205.01,166.24,24.4,2022-03-21 20:00:00,21.0,3.0,2022.0,0.0,0.0
1738,3661.39,1572.59,772.25,1113.67,145.15,23.58,2022-03-21 21:00:00,21.0,3.0,2022.0,0.0,0.0
1739,3615.12,1532.39,784.02,1109.22,137.1,22.0,2022-03-21 22:00:00,21.0,3.0,2022.0,0.0,0.0
1740,3540.29,1486.42,757.85,1108.49,133.85,20.19,2022-03-21 23:00:00,21.0,3.0,2022.0,0.0,0.0
1741,3360.49,1406.0,723.37,1056.31,123.62,18.67,2022-03-22 00:00:00,22.0,3.0,2022.0,1.0,0.0
1742,3134.61,1308.09,669.31,991.99,117.67,18.02,2022-03-22 01:00:00,22.0,3.0,2022.0,1.0,0.0
1743,2988.03,1240.84,630.72,955.21,114.69,17.74,2022-03-22 02:00:00,22.0,3.0,2022.0,1.0,0.0
1744,2842.29,1184.21,603.01,906.85,104.02,17.33,2022-03-22 03:00:00,22.0,3.0,2022.0,1.0,0.0
1745,2764.17,1159.66,574.53,884.38,101.96,17.41,2022-03-22 04:00:00,22.0,3.0,2022.0,1.0,0.0
1746,2772.62,1167.85,574.33,885.28,100.23,18.56,2022-03-22 05:00:00,22.0,3.0,2022.0,1.0,0.0
1747,2947.57,1245.96,612.9,929.8,108.69,21.54,2022-03-22 06:00:00,22.0,3.0,2022.0,1.0,0.0
1748,3168.77,1298.79,696.46,1008.29,109.92,24.16,2022-03-22 07:00:00,22.0,3.0,2022.0,1.0,0.0
1749,3261.43,1335.81,727.63,1008.25,135.9,24.71,2022-03-22 08:00:00,22.0,3.0,2022.0,1.0,0.0
1750,3379.54,1390.64,722.31,1031.25,178.49,25.82,2022-03-22 09:00:00,22.0,3.0,2022.0,1.0,0.0
1751,3763.35,1489.95,763.73,1232.33,211.31,25.71,2022-03-22 10:00:00,22.0,3.0,2022.0,1.0,0.0
1752,3953.67,1573.2,824.08,1265.03,219.45,25.1,2022-03-22 11:00:00,22.0,3.0,2022.0,1.0,0.0
1753,3937.23,1526.54,837.85,1284.89,224.58,25.08,2022-03-22 12:00:00,22.0,3.0,2022.0,1.0,0.0
1754,3797.51,1495.35,805.84,1225.86,208.76,25.48,2022-03-22 13:00:00,22.0,3.0,2022.0,1.0,0.0
1755,3787.57,1496.97,785.79,1235.88,214.49,24.07,2022-03-22 14:00:00,22.0,3.0,2022.0,1.0,0.0
1756,3875.01,1515.66,801.15,1280.14,217.64,23.55,2022-03-22 15:00:00,22.0,3.0,2022.0,1.0,0.0
1757,3931.58,1546.17,814.41,1285.09,218.78,24.11,2022-03-22 16:00:00,22.0,3.0,2022.0,1.0,0.0
1758,3911.05,1535.22,849.95,1268.82,197.16,24.24,2022-03-22 17:00:00,22.0,3.0,2022.0,1.0,0.0
1759,3871.72,1544.0,842.5,1246.08,181.18,22.08,2022-03-22 18:00:00,22.0,3.0,2022.0,1.0,0.0
1760,3871.99,1549.55,838.37,1258.64,164.32,23.33,2022-03-22 19:00:00,22.0,3.0,2022.0,1.0,0.0
1761,3759.84,1554.0,809.57,1185.19,152.27,23.27,2022-03-22 20:00:00,22.0,3.0,2022.0,1.0,0.0
1762,3544.13,1511.76,749.1,1085.45,142.11,22.78,2022-03-22 21:00:00,22.0,3.0,2022.0,1.0,0.0
1763,3480.04,1470.67,749.07,1073.83,133.84,21.23,2022-03-22 22:00:00,22.0,3.0,2022.0,1.0,0.0
1764,3380.45,1394.6,731.19,1068.71,127.29,19.34,2022-03-22 23:00:00,22.0,3.0,2022.0,1.0,0.0
1765,3302.35,1370.33,716.91,1042.16,123.67,18.44,2022-03-23 00:00:00,23.0,3.0,2022.0,2.0,0.0
1766,3079.55,1265.05,661.07,989.82,116.55,17.9,2022-03-23 01:00:00,23.0,3.0,2022.0,2.0,0.0
1767,2939.82,1210.22,626.32,945.47,112.55,17.31,2022-03-23 02:00:00,23.0,3.0,2022.0,2.0,0.0
1768,2814.35,1157.02,601.22,904.28,108.02,17.05,2022-03-23 03:00:00,23.0,3.0,2022.0,2.0,0.0
1769,2730.16,1128.79,575.22,878.99,103.66,17.08,2022-03-23 04:00:00,23.0,3.0,2022.0,2.0,0.0
1770,2748.68,1149.93,572.56,881.7,100.19,18.26,2022-03-23 05:00:00,23.0,3.0,2022.0,2.0,0.0
1771,2931.63,1224.82,617.17,937.05,103.25,21.4,2022-03-23 06:00:00,23.0,3.0,2022.0,2.0,0.0
1772,3168.94,1283.42,705.86,1007.7,121.67,23.92,2022-03-23 07:00:00,23.0,3.0,2022.0,2.0,0.0
1773,3269.38,1327.01,723.55,1025.93,137.5,24.43,2022-03-23 08:00:00,23.0,3.0,2022.0,2.0,0.0
1774,3355.46,1363.73,699.49,1055.56,178.65,26.0,2022-03-23 09:00:00,23.0,3.0,2022.0,2.0,0.0
1775,3814.29,1499.39,810.33,1227.49,216.46,26.1,2022-03-23 10:00:00,23.0,3.0,2022.0,2.0,0.0
1776,3947.34,1531.33,843.5,1291.1,215.37,26.04,2022-03-23 11:00:00,23.0,3.0,2022.0,2.0,0.0
1777,4008.93,1500.25,876.72,1329.62,224.19,24.59,2022-03-23 12:00:00,23.0,3.0,2022.0,2.0,0.0
1778,3868.33,1513.8,865.24,1204.82,224.52,24.35,2022-03-23 13:00:00,23.0,3.0,2022.0,2.0,0.0
1779,3821.66,1482.42,840.78,1214.07,231.41,23.68,2022-03-23 14:00:00,23.0,3.0,2022.0,2.0,0.0
1780,3962.48,1534.1,874.92,1269.29,227.65,22.68,2022-03-23 15:00:00,23.0,3.0,2022.0,2.0,0.0
1781,3923.97,1533.3,873.85,1234.21,220.87,23.41,2022-03-23 16:00:00,23.0,3.0,2022.0,2.0,0.0
1782,3939.86,1518.13,884.11,1267.0,207.96,23.8,2022-03-23 17:00:00,23.0,3.0,2022.0,2.0,0.0
1783,3857.88,1523.93,877.11,1216.52,190.28,21.91,2022-03-23 18:00:00,23.0,3.0,2022.0,2.0,0.0
1784,3931.66,1572.53,878.0,1234.95,184.38,23.58,2022-03-23 19:00:00,23.0,3.0,2022.0,2.0,0.0
1785,3771.61,1537.66,835.47,1186.2,160.03,24.02,2022-03-23 20:00:00,23.0,3.0,2022.0,2.0,0.0
1786,3536.82,1482.91,776.63,1065.86,154.31,22.91,2022-03-23 21:00:00,23.0,3.0,2022.0,2.0,0.0
1787,3488.11,1464.34,761.42,1073.75,134.34,21.12,2022-03-23 22:00:00,23.0,3.0,2022.0,2.0,0.0
1788,3437.34,1412.53,758.97,1078.57,135.17,19.47,2022-03-23 23:00:00,23.0,3.0,2022.0,2.0,0.0
1789,3295.05,1361.35,719.99,1039.22,123.44,18.47,2022-03-24 00:00:00,24.0,3.0,2022.0,3.0,0.0
1790,3122.8,1285.36,677.91,994.7,118.01,17.59,2022-03-24 01:00:00,24.0,3.0,2022.0,3.0,0.0
1791,2990.12,1235.93,648.64,945.63,113.8,17.36,2022-03-24 02:00:00,24.0,3.0,2022.0,3.0,0.0
1792,2853.64,1179.39,615.04,913.08,103.88,16.98,2022-03-24 03:00:00,24.0,3.0,2022.0,3.0,0.0
1793,2800.94,1168.06,597.71,890.82,100.57,17.22,2022-03-24 04:00:00,24.0,3.0,2022.0,3.0,0.0
1794,2817.81,1191.53,593.54,886.02,101.65,18.27,2022-03-24 05:00:00,24.0,3.0,2022.0,3.0,0.0
1795,2977.2,1246.54,644.62,931.27,105.32,21.17,2022-03-24 06:00:00,24.0,3.0,2022.0,3.0,0.0
1796,3137.56,1287.38,703.96,977.22,115.55,24.03,2022-03-24 07:00:00,24.0,3.0,2022.0,3.0,0.0
1797,3259.11,1320.35,741.81,1011.1,132.73,24.05,2022-03-24 08:00:00,24.0,3.0,2022.0,3.0,0.0
1798,3366.28,1375.72,723.2,1025.79,183.82,25.26,2022-03-24 09:00:00,24.0,3.0,2022.0,3.0,0.0
1799,3777.55,1469.85,803.72,1238.74,200.72,25.58,2022-03-24 10:00:00,24.0,3.0,2022.0,3.0,0.0
1800,3872.39,1489.27,839.22,1269.92,216.93,25.53,2022-03-24 11:00:00,24.0,3.0,2022.0,3.0,0.0
1801,3944.44,1501.2,872.82,1295.34,219.49,24.71,2022-03-24 12:00:00,24.0,3.0,2022.0,3.0,0.0
1802,3783.77,1444.07,850.75,1205.13,224.06,24.38,2022-03-24 13:00:00,24.0,3.0,2022.0,3.0,0.0
1803,3763.11,1436.0,831.1,1219.04,217.03,24.2,2022-03-24 14:00:00,24.0,3.0,2022.0,3.0,0.0
1804,3904.57,1477.51,871.86,1255.84,228.39,23.42,2022-03-24 15:00:00,24.0,3.0,2022.0,3.0,0.0
1805,3969.99,1507.72,890.02,1284.64,220.43,23.83,2022-03-24 16:00:00,24.0,3.0,2022.0,3.0,0.0
1806,3977.48,1531.47,876.44,1281.16,222.19,24.75,2022-03-24 17:00:00,24.0,3.0,2022.0,3.0,0.0
1807,3897.68,1519.64,889.59,1237.89,191.98,22.41,2022-03-24 18:00:00,24.0,3.0,2022.0,3.0,0.0
1808,3932.12,1555.47,900.94,1241.48,176.96,23.45,2022-03-24 19:00:00,24.0,3.0,2022.0,3.0,0.0
1809,3794.99,1535.44,843.32,1187.58,166.38,23.53,2022-03-24 20:00:00,24.0,3.0,2022.0,3.0,0.0
1810,3553.81,1504.61,785.2,1066.98,138.72,22.74,2022-03-24 21:00:00,24.0,3.0,2022.0,3.0,0.0
1811,3540.08,1489.89,777.68,1082.26,135.11,21.49,2022-03-24 22:00:00,24.0,3.0,2022.0,3.0,0.0
1812,3507.95,1468.04,765.81,1086.4,134.05,19.49,2022-03-24 23:00:00,24.0,3.0,2022.0,3.0,0.0
1813,3372.35,1391.11,750.55,1053.95,126.09,18.44,2022-03-25 00:00:00,25.0,3.0,2022.0,4.0,0.0
1814,3199.33,1321.89,704.31,1005.64,118.82,18.03,2022-03-25 01:00:00,25.0,3.0,2022.0,4.0,0.0
1815,3080.18,1266.8,671.24,980.36,114.99,17.8,2022-03-25 02:00:00,25.0,3.0,2022.0,4.0,0.0
1816,2923.26,1206.08,637.6,926.24,108.46,17.25,2022-03-25 03:00:00,25.0,3.0,2022.0,4.0,0.0
1817,2852.17,1186.62,610.69,907.16,103.38,17.17,2022-03-25 04:00:00,25.0,3.0,2022.0,4.0,0.0
1818,2883.81,1211.24,609.5,912.3,104.68,18.5,2022-03-25 05:00:00,25.0,3.0,2022.0,4.0,0.0
1819,3042.56,1280.45,654.06,946.32,110.04,21.65,2022-03-25 06:00:00,25.0,3.0,2022.0,4.0,0.0
1820,3236.54,1311.7,729.44,1016.99,122.57,24.34,2022-03-25 07:00:00,25.0,3.0,2022.0,4.0,0.0
1821,3351.9,1353.01,742.43,1052.56,148.12,24.7,2022-03-25 08:00:00,25.0,3.0,2022.0,4.0,0.0
1822,3455.5,1410.48,730.99,1071.82,188.87,26.15,2022-03-25 09:00:00,25.0,3.0,2022.0,4.0,0.0
1823,3873.89,1492.0,838.94,1246.67,215.84,26.43,2022-03-25 10:00:00,25.0,3.0,2022.0,4.0,0.0
1824,3989.58,1529.18,878.37,1300.14,219.33,26.14,2022-03-25 11:00:00,25.0,3.0,2022.0,4.0,0.0
1825,3988.34,1504.64,896.75,1298.95,227.28,24.93,2022-03-25 12:00:00,25.0,3.0,2022.0,4.0,0.0
1826,3934.93,1515.97,888.01,1235.23,230.4,25.98,2022-03-25 13:00:00,25.0,3.0,2022.0,4.0,0.0
1827,3852.0,1479.98,864.74,1230.94,217.91,24.45,2022-03-25 14:00:00,25.0,3.0,2022.0,4.0,0.0
1828,3952.56,1511.79,884.27,1277.52,221.91,24.11,2022-03-25 15:00:00,25.0,3.0,2022.0,4.0,0.0
1829,4001.7,1530.91,896.09,1291.06,220.03,23.81,2022-03-25 16:00:00,25.0,3.0,2022.0,4.0,0.0
1830,3969.43,1566.66,874.2,1262.62,204.94,23.63,2022-03-25 17:00:00,25.0,3.0,2022.0,4.0,0.0
1831,3934.21,1551.26,889.55,1238.95,194.8,22.64,2022-03-25 18:00:00,25.0,3.0,2022.0,4.0,0.0
1832,3966.57,1550.83,899.57,1275.95,177.24,23.31,2022-03-25 19:00:00,25.0,3.0,2022.0,4.0,0.0
1833,3846.15,1562.17,848.53,1213.17,162.09,24.59,2022-03-25 20:00:00,25.0,3.0,2022.0,4.0,0.0
1834,3575.59,1522.12,788.95,1067.45,149.13,23.08,2022-03-25 21:00:00,25.0,3.0,2022.0,4.0,0.0
1835,3543.51,1493.73,776.58,1078.3,141.02,21.25,2022-03-25 22:00:00,25.0,3.0,2022.0,4.0,0.0
1836,3484.91,1462.09,752.68,1080.03,137.81,19.9,2022-03-25 23:00:00,25.0,3.0,2022.0,4.0,0.0
1837,3343.19,1397.79,722.7,1042.74,129.29,18.4,2022-03-26 00:00:00,26.0,3.0,2022.0,5.0,1.0
1838,3166.25,1325.8,682.98,988.4,121.13,17.87,2022-03-26 01:00:00,26.0,3.0,2022.0,5.0,1.0
1839,3024.91,1259.26,648.82,958.24,112.41,17.61,2022-03-26 02:00:00,26.0,3.0,2022.0,5.0,1.0
1840,2916.87,1223.43,620.15,923.32,106.37,17.26,2022-03-26 03:00:00,26.0,3.0,2022.0,5.0,1.0
1841,2829.05,1193.39,594.79,893.11,104.17,17.22,2022-03-26 04:00:00,26.0,3.0,2022.0,5.0,1.0
1842,2827.37,1199.9,590.16,886.61,104.22,17.89,2022-03-26 05:00:00,26.0,3.0,2022.0,5.0,1.0
1843,2991.78,1272.76,637.1,925.79,107.31,20.46,2022-03-26 06:00:00,26.0,3.0,2022.0,5.0,1.0
1844,3086.27,1249.67,700.3,963.17,124.79,22.4,2022-03-26 07:00:00,26.0,3.0,2022.0,5.0,1.0
1845,3144.0,1281.97,697.52,982.46,130.98,22.78,2022-03-26 08:00:00,26.0,3.0,2022.0,5.0,1.0
1846,3185.61,1339.44,693.83,959.97,139.86,23.1,2022-03-26 09:00:00,26.0,3.0,2022.0,5.0,1.0
1847,3468.12,1414.69,775.79,1060.1,161.41,22.94,2022-03-26 10:00:00,26.0,3.0,2022.0,5.0,1.0
1848,3601.45,1441.5,836.95,1102.61,163.64,22.58,2022-03-26 11:00:00,26.0,3.0,2022.0,5.0,1.0
1849,3630.85,1422.09,879.54,1100.11,173.26,22.33,2022-03-26 12:00:00,26.0,3.0,2022.0,5.0,1.0
1850,3489.27,1399.83,843.11,1022.18,170.64,21.78,2022-03-26 13:00:00,26.0,3.0,2022.0,5.0,1.0
1851,3442.85,1393.69,805.85,1022.97,173.49,20.32,2022-03-26 14:00:00,26.0,3.0,2022.0,5.0,1.0
1852,3555.77,1435.34,825.47,1075.59,164.28,19.06,2022-03-26 15:00:00,26.0,3.0,2022.0,5.0,1.0
1853,3581.41,1447.56,837.3,1072.02,169.27,19.71,2022-03-26 16:00:00,26.0,3.0,2022.0,5.0,1.0
1854,3655.2,1495.01,862.94,1081.22,158.59,21.29,2022-03-26 17:00:00,26.0,3.0,2022.0,5.0,1.0
1855,3605.57,1472.55,855.75,1068.53,149.11,21.54,2022-03-26 18:00:00,26.0,3.0,2022.0,5.0,1.0
1856,3728.26,1531.24,890.21,1081.63,160.82,23.32,2022-03-26 19:00:00,26.0,3.0,2022.0,5.0,1.0
1857,3675.72,1559.21,844.09,1050.63,160.02,24.22,2022-03-26 20:00:00,26.0,3.0,2022.0,5.0,1.0
1858,3444.4,1485.59,765.62,989.09,146.94,23.31,2022-03-26 21:00:00,26.0,3.0,2022.0,5.0,1.0
1859,3403.77,1467.36,752.25,986.23,143.63,21.9,2022-03-26 22:00:00,26.0,3.0,2022.0,5.0,1.0
1860,3397.22,1469.01,744.43,998.7,134.04,20.45,2022-03-26 23:00:00,26.0,3.0,2022.0,5.0,1.0
1861,3271.13,1397.03,734.21,962.82,125.56,19.52,2022-03-27 00:00:00,27.0,3.0,2022.0,6.0,1.0
1862,3089.7,1335.96,676.96,911.52,120.15,18.75,2022-03-27 01:00:00,27.0,3.0,2022.0,6.0,1.0
1863,2952.11,1273.91,641.18,877.32,112.87,18.76,2022-03-27 02:00:00,27.0,3.0,2022.0,6.0,1.0
1864,2842.51,1225.35,617.54,843.75,110.68,18.13,2022-03-27 03:00:00,27.0,3.0,2022.0,6.0,1.0
1865,2744.06,1188.39,591.64,811.84,108.16,17.91,2022-03-27 04:00:00,27.0,3.0,2022.0,6.0,1.0
1866,2761.87,1205.38,588.29,815.96,107.67,18.5,2022-03-27 05:00:00,27.0,3.0,2022.0,6.0,1.0
1867,2830.42,1228.54,608.52,838.52,107.56,20.3,2022-03-27 06:00:00,27.0,3.0,2022.0,6.0,1.0
1868,2912.53,1210.89,658.29,884.48,109.13,20.49,2022-03-27 07:00:00,27.0,3.0,2022.0,6.0,1.0
1869,2920.34,1191.67,675.99,888.48,116.02,20.63,2022-03-27 08:00:00,27.0,3.0,2022.0,6.0,1.0
1870,2994.04,1248.05,654.01,913.35,123.17,20.02,2022-03-27 09:00:00,27.0,3.0,2022.0,6.0,1.0
1871,3265.35,1300.0,716.19,1077.62,121.34,19.82,2022-03-27 10:00:00,27.0,3.0,2022.0,6.0,1.0
1872,3391.69,1318.31,753.98,1140.22,125.24,19.38,2022-03-27 11:00:00,27.0,3.0,2022.0,6.0,1.0
1873,3479.91,1341.12,786.67,1172.08,128.79,18.82,2022-03-27 12:00:00,27.0,3.0,2022.0,6.0,1.0
1874,3343.56,1299.11,761.5,1108.84,127.82,18.52,2022-03-27 13:00:00,27.0,3.0,2022.0,6.0,1.0
1875,3384.11,1322.86,765.06,1118.43,125.32,17.8,2022-03-27 14:00:00,27.0,3.0,2022.0,6.0,1.0
1876,3434.91,1329.45,774.93,1151.93,137.47,17.44,2022-03-27 15:00:00,27.0,3.0,2022.0,6.0,1.0
1877,3440.4,1318.53,789.18,1142.56,134.45,18.9,2022-03-27 16:00:00,27.0,3.0,2022.0,6.0,1.0
1878,3371.64,1324.9,757.41,1102.8,136.18,20.57,2022-03-27 17:00:00,27.0,3.0,2022.0,6.0,1.0
1879,3385.36,1288.86,794.58,1110.15,141.01,23.92,2022-03-27 18:00:00,27.0,3.0,2022.0,6.0,1.0
1880,3547.82,1386.99,815.72,1129.52,157.2,22.19,2022-03-27 19:00:00,27.0,3.0,2022.0,6.0,1.0
1881,3558.25,1435.34,793.8,1108.18,156.7,22.94,2022-03-27 20:00:00,27.0,3.0,2022.0,6.0,1.0
1882,3444.67,1470.9,774.68,1011.89,134.33,22.21,2022-03-27 21:00:00,27.0,3.0,2022.0,6.0,1.0
1883,3429.96,1476.07,734.51,1036.72,129.92,20.97,2022-03-27 22:00:00,27.0,3.0,2022.0,6.0,1.0
1884,3426.6,1453.8,742.13,1045.98,132.88,19.52,2022-03-27 23:00:00,27.0,3.0,2022.0,6.0,1.0
1885,3334.02,1400.74,737.11,1020.37,125.73,18.41,2022-03-28 00:00:00,28.0,3.0,2022.0,0.0,0.0
1886,3144.34,1326.76,688.96,962.78,118.36,17.64,2022-03-28 01:00:00,28.0,3.0,2022.0,0.0,0.0
1887,2992.22,1260.99,654.3,920.87,110.41,17.33,2022-03-28 02:00:00,28.0,3.0,2022.0,0.0,0.0
1888,2875.97,1211.58,623.0,887.12,111.12,16.22,2022-03-28 03:00:00,28.0,3.0,2022.0,0.0,0.0
1889,2812.23,1195.15,600.87,863.34,108.0,16.88,2022-03-28 04:00:00,28.0,3.0,2022.0,0.0,0.0
1890,2813.87,1209.14,596.91,853.18,108.53,18.04,2022-03-28 05:00:00,28.0,3.0,2022.0,0.0,0.0
1891,2931.12,1257.89,623.07,889.62,111.8,20.75,2022-03-28 06:00:00,28.0,3.0,2022.0,0.0,0.0
1892,3153.54,1304.26,706.31,972.22,116.93,23.83,2022-03-28 07:00:00,28.0,3.0,2022.0,0.0,0.0
1893,3185.23,1305.83,709.91,970.65,145.74,24.34,2022-03-28 08:00:00,28.0,3.0,2022.0,0.0,0.0
1894,3392.89,1398.93,730.14,1030.3,178.23,25.89,2022-03-28 09:00:00,28.0,3.0,2022.0,0.0,0.0
1895,3826.65,1522.35,821.25,1213.83,210.53,27.26,2022-03-28 10:00:00,28.0,3.0,2022.0,0.0,0.0
1896,3937.45,1534.38,839.69,1263.68,234.27,26.6,2022-03-28 11:00:00,28.0,3.0,2022.0,0.0,0.0
1897,3947.22,1529.93,856.21,1263.97,231.96,26.39,2022-03-28 12:00:00,28.0,3.0,2022.0,0.0,0.0
1898,3836.94,1513.01,856.8,1174.31,231.14,25.97,2022-03-28 13:00:00,28.0,3.0,2022.0,0.0,0.0
1899,3859.3,1510.82,841.95,1209.38,230.08,25.67,2022-03-28 14:00:00,28.0,3.0,2022.0,0.0,0.0
1900,4006.04,1589.99,861.07,1262.76,231.85,23.18,2022-03-28 15:00:00,28.0,3.0,2022.0,0.0,0.0
1901,3996.16,1569.78,849.91,1279.56,235.76,24.83,2022-03-28 16:00:00,28.0,3.0,2022.0,0.0,0.0
1902,4024.45,1619.39,850.46,1263.97,226.44,25.79,2022-03-28 17:00:00,28.0,3.0,2022.0,0.0,0.0
1903,3965.16,1577.68,885.36,1224.38,211.06,23.99,2022-03-28 18:00:00,28.0,3.0,2022.0,0.0,0.0
1904,3954.99,1634.62,864.12,1214.24,179.74,24.18,2022-03-28 19:00:00,28.0,3.0,2022.0,0.0,0.0
1905,3839.35,1594.75,841.13,1178.21,162.81,24.33,2022-03-28 20:00:00,28.0,3.0,2022.0,0.0,0.0
1906,3650.4,1557.92,793.79,1083.76,153.29,23.4,2022-03-28 21:00:00,28.0,3.0,2022.0,0.0,0.0
1907,3695.23,1587.45,791.28,1112.88,146.66,21.88,2022-03-28 22:00:00,28.0,3.0,2022.0,0.0,0.0
1908,3696.5,1561.34,803.21,1133.24,142.43,20.37,2022-03-28 23:00:00,28.0,3.0,2022.0,0.0,0.0
1909,3578.04,1506.78,784.79,1103.11,129.76,19.17,2022-03-29 00:00:00,29.0,3.0,2022.0,1.0,0.0
1910,3359.73,1416.17,732.61,1040.02,120.29,18.8,2022-03-29 01:00:00,29.0,3.0,2022.0,1.0,0.0
