DATE,TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
01-01-2022,00:00:00,2144.41,860.87,428.55,691.4,117.82,25.93
01-01-2022,01:00:00,1839.04,727.39,349.29,609.45,111.57,23.5
01-01-2022,02:00:00,1682.7,669.86,316.2,573.91,84.25,22.44
01-01-2022,03:00:00,1578.43,627.9,290.02,539.32,79.86,21.11
01-01-2022,04:00:00,1584.39,644.04,289.28,542.23,71.18,22.41
01-01-2022,05:00:00,1753.52,729.52,320.43,589.47,73.48,24.35
01-01-2022,06:00:00,2200.73,915.56,424.79,715.59,90.34,30.11
01-01-2022,07:00:00,2969.89,1228.29,627.87,926.01,122.7,37.89
01-01-2022,08:00:00,3754.84,1570.12,819.5,1188.76,102.39,41.24
01-01-2022,09:00:00,4015.01,1716.47,876.33,1229.77,111.64,41.94
01-01-2022,10:00:00,4471.55,1916.57,971.64,1341.66,157.13,42.16
01-01-2022,11:00:00,4424.5,1869.22,996.8,1358.43,114.99,39.25
01-01-2022,12:00:00,4145.91,1763.55,956.3,1260.21,102.24,35.59
01-01-2022,13:00:00,3716.08,1574.65,855.34,1086.99,137.53,32.91
01-01-2022,14:00:00,3330.46,1402.43,767.15,1004.3,95.77,28.78
01-01-2022,15:00:00,3114.81,1304.61,710.28,944.8,93.28,26.31
01-01-2022,16:00:00,2979.3,1245.34,668.74,887.26,123.99,27.22
01-01-2022,17:00:00,3016.75,1282.89,681.13,899.3,94.89,30.56
01-01-2022,18:00:00,3263.12,1404.68,751.4,945.25,101.21,36.4
01-01-2022,19:00:00,3211.84,1415.24,690.52,932.48,104.01,38.31
01-01-2022,20:00:00,3086.4,1366.86,652.25,898.06,101.47,38.92
01-01-2022,21:00:00,2924.71,1323.74,619.65,816.57,99.05,37.88
01-01-2022,22:00:00,2728.65,1215.48,581.52,775.18,93.2,33.68
01-01-2022,23:00:00,2333.91,1013.87,500.61,684.85,85.28,28.81
02-01-2022,00:00:00,1907.22,824.9,399.36,569.52,73.38,24.73
02-01-2022,01:00:00,1625.36,690.43,330.85,490.32,76.02,22.28
02-01-2022,02:00:00,1498.48,631.31,298.05,459.55,74.75,20.8
02-01-2022,03:00:00,1444.04,610.19,283.75,442.45,73.51,20.63
03-01-2022,00:00:00,1900.62,769.22,386.95,608.97,92.98,24.47
03-01-2022,01:00:00,1633.94,647.09,324.3,536,88.2,22.91
03-01-2022,02:00:00,1525.86,598.76,295.1,510.07,85.35,22.07
03-01-2022,03:00:00,1468.62,577.09,282.22,488.44,84.12,21.81
03-01-2022,04:00:00,1475.11,593.73,275.56,484.4,84.69,22.57
03-01-2022,05:00:00,1645.12,668.77,311.19,537.3,86.77,25.45
03-01-2022,06:00:00,2113.19,872.66,423.8,670.23,95.21,33.31
03-01-2022,07:00:00,2927.96,1236.73,602.86,914.29,103.2,43.12
03-01-2022,08:00:00,3852.25,1615.85,835.31,1196.17,122.73,49.04
03-01-2022,09:00:00,4247.88,1713.74,957.81,1344.59,146.39,46.13
03-01-2022,10:00:00,4465.11,1850.99,943.22,1427.8,154.08,45.27
03-01-2022,11:00:00,4422.79,1782.15,924.89,1472.95,156.18,42
03-01-2022,12:00:00,4127.76,1614.43,884.6,1400.51,152.49,39.38
03-01-2022,13:00:00,3749,1477.36,810.84,1241.52,153.47,36.33
03-01-2022,14:00:00,3451.04,1331.3,743.08,1162.09,145.1,32.77
03-01-2022,15:00:00,3284.72,1259.64,687.93,1130.54,143.61,31.85
03-01-2022,16:00:00,3217.99,1254.96,649.43,1113.28,141.34,32.5
03-01-2022,17:00:00,3271.44,1311.32,660.05,1099.33,137.39,34.18
03-01-2022,18:00:00,3644.01,1473.95,769.15,1219.2,138.73,29.03
03-01-2022,19:00:00,3608.46,1460.25,740.43,1203.26,133.26,41.23
03-01-2022,20:00:00,3321.35,1395.77,657.19,1072.37,123.35,41.05
03-01-2022,21:00:00,3101.96,1327.12,640.5,953.91,116.73,40.02
03-01-2022,22:00:00,2844.31,1198.18,591.41,879.82,109.6,35.27
03-01-2022,23:00:00,2412.96,996.02,500.49,765.57,99.66,28.73
04-01-2022,00:00:00,1966.5,789.48,396.53,650.84,88.23,24.55
04-01-2022,01:00:00,1699.7,668.38,332.91,575.41,82.81,22.71
04-01-2022,02:00:00,1589.56,622.01,301.09,548.78,80.61,21.95
04-01-2022,03:00:00,1526.27,599.46,286.55,527.99,80.13,21.82
04-01-2022,04:00:00,1538.32,613.36,281.69,527.78,80.94,22.38
04-01-2022,05:00:00,1697.6,692.74,312.36,569.99,81.24,25.14
04-01-2022,06:00:00,2167.33,888.59,425.53,712.72,87.14,33.11
04-01-2022,07:00:00,2985.31,1222.97,627.53,962.33,101.7,42.29
04-01-2022,08:00:00,3844.51,1584.45,833.65,1227.96,120.48,47.45
04-01-2022,09:00:00,4112.42,1737.83,871.72,1273.84,142.06,45.82
04-01-2022,10:00:00,4447.13,1836.03,897.81,1469,159.63,43.79
04-01-2022,11:00:00,4345.06,1742.12,892.56,1467.84,161.13,42.34
04-01-2022,12:00:00,4028.74,1591.75,839.91,1367.71,154.79,36.46
04-01-2022,13:00:00,3692.99,1457.97,778.13,1231.53,155.21,35.01
04-01-2022,14:00:00,3482.7,1404.06,695.77,1178.26,137.64,33.4
04-01-2022,15:00:00,3340.37,1315.2,652.44,1167.9,136.64,30.53
04-01-2022,16:00:00,3154.72,1228.72,616.61,1117.3,132.27,31.27
04-01-2022,17:00:00,3267.29,1317.09,626.16,1129.05,130.21,33.68
04-01-2022,18:00:00,3576.39,1455.78,729.25,1193.6,127.45,36.36
06-01-2022,00:00:00,1980.35,811.98,396.47,648.23,79.28,24.67
06-01-2022,01:00:00,1720.15,692.76,334.85,578.4,75.25,22.69
06-01-2022,02:00:00,1597.57,637.2,299.4,548.27,74.63,21.87
06-01-2022,03:00:00,1539.71,610.05,284.59,536.06,72.73,21.65
06-01-2022,04:00:00,1528.68,629.01,275.42,516.13,71.33,22.29
06-01-2022,05:00:00,1680.92,674.56,318.83,575.61,71.06,22.73
06-01-2022,06:00:00,1979.31,805.44,422.63,631.63,76.43,25.49
06-01-2022,07:00:00,2585.79,1061.32,604.54,773.13,94.11,28.09
06-01-2022,08:00:00,3243.71,1325.19,840.28,908.37,109.1,30.06
06-01-2022,09:00:00,4092.51,1685.15,1015.24,1201.02,127.44,29.58
06-01-2022,10:00:00,4268.92,1742.54,1050.87,1273.6,141.51,29.6
06-01-2022,11:00:00,4240.38,1724.33,1032.9,1276.42,140.38,28.75
06-01-2022,12:00:00,4137.03,1548.26,935.24,1451.67,134.81,27.76
06-01-2022,13:00:00,3750.75,1486.61,815.49,1245.44,140.83,32.12
06-01-2022,14:00:00,3524.68,1387.78,721.98,1171.31,168.09,33.72
06-01-2022,15:00:00,3435.74,1341.76,719.57,1179.12,128.74,33.83
06-01-2022,16:00:00,3288.8,1254.16,685.45,1131.14,159.3,33.76
07-01-2022,00:00:00,2021.05,818.07,400.72,658.17,101.4,23.46
07-01-2022,01:00:00,1777.97,729.01,347.8,572.16,90.26,22.14
07-01-2022,02:00:00,1646.51,670.67,314.79,541.49,87.73,21.41
07-01-2022,03:00:00,1596.72,653.21,299.58,522.87,85.58,21.21
07-01-2022,04:00:00,1605.37,667.2,293.68,521.17,86.65,21.86
07-01-2022,05:00:00,1752.11,741.89,324.74,555.38,88.51,24.8
07-01-2022,06:00:00,2189.74,947.04,423.46,669.37,94.69,31.95
07-01-2022,07:00:00,2922.73,1237.63,605.57,892.89,118.19,40.59
07-01-2022,08:00:00,3783.92,1599.93,835.32,1126.65,144.03,45.63
07-01-2022,09:00:00,4174.25,1775.54,903.49,1238.04,180.88,46.03
07-01-2022,10:00:00,4552.64,1897.82,963.71,1401.52,204.24,44.29
07-01-2022,11:00:00,4558.57,1806.76,960.56,1505.32,200.66,42.07
07-01-2022,12:00:00,4396.26,1753.6,955.32,1408.16,199.87,41.11
07-01-2022,13:00:00,4032.84,1624.58,886.51,1251.19,198.48,40.13
07-01-2022,14:00:00,3669.86,1457.22,775.82,1179.2,188.16,37.09
07-01-2022,15:00:00,3462.5,1363.1,711.14,1143.82,180.15,33.34
07-01-2022,16:00:00,3354.71,1315.59,693.16,1102.29,176.13,33.08
07-01-2022,17:00:00,3373.4,1309.14,680.76,1145.62,171.26,34.99
07-01-2022,18:00:00,3603.08,1456.5,736.81,1171.57,169.75,37.94
07-01-2022,19:00:00,3513.26,1409,731.14,1142.23,157.4,38.41
07-01-2022,20:00:00,3299.82,1360.02,669.54,1048.53,148.59,38.03
07-01-2022,21:00:00,2958.63,1262.08,587.97,901.92,141.44,36.29
07-01-2022,22:00:00,2755.43,1165.59,569.55,828.77,132.97,32.38
07-01-2022,23:00:00,2376.62,991.81,474.71,738.53,122.95,26.94
08-01-2022,00:00:00,1947.33,785.98,383.73,628.51,107.57,23.07
08-01-2022,01:00:00,1679.94,651.7,324.62,567.43,99.22,20.83
08-01-2022,02:00:00,1553.67,604.04,292.34,527.43,95.53,19.96
08-01-2022,03:00:00,1475.08,556.06,272.57,521.89,91.49,19.48
08-01-2022,04:00:00,1318.11,480.36,248.88,474,82.69,19.61
08-01-2022,05:00:00,1515.4,643.27,264.41,486.06,88.51,20.46
08-01-2022,06:00:00,1777.09,730.15,351.06,567.31,94.67,24.64
08-01-2022,07:00:00,2228.2,899.78,463.22,708.03,105.66,30.75
08-01-2022,08:00:00,2760.93,1087.84,616.94,878.07,116.24,36.28
08-01-2022,09:00:00,3037.3,1239,668,946.45,130.86,33.49
08-01-2022,10:00:00,3345.12,1388.16,731.34,1014.63,140.29,38.47
08-01-2022,11:00:00,3282.78,1372.13,721.65,975.94,143.73,39.17
08-01-2022,12:00:00,3258.77,1432.29,710.3,903.55,143.4,38.2
08-01-2022,13:00:00,3088.61,1391.41,661.13,828.88,141.09,35.83
08-01-2022,14:00:00,2872.23,1284.22,613.93,778.23,135.19,34.29
08-01-2022,15:00:00,2646.14,1199.04,549.11,714.18,128.28,30.28
08-01-2022,16:00:00,2464.95,1066.41,514.07,713.03,125.23,29.46
08-01-2022,17:00:00,2508.29,1091.92,528.36,710.18,122.65,32.16
08-01-2022,18:00:00,2763.21,1174.72,607.91,780.73,139.5,36.64
08-01-2022,19:00:00,2812.86,1192.57,620.15,795.59,140.12,37.69
08-01-2022,20:00:00,2736.44,1160.81,595.94,779.7,137.43,37.73
08-01-2022,21:00:00,2622.12,1124.97,562.05,735.22,136.44,36.33
08-01-2022,22:00:00,2395.08,1013.6,521.8,671.94,132.18,32.13
08-01-2022,23:00:00,2044.69,869.03,444.57,567.9,121.28,26.87
09-01-2022,00:00:00,1694.18,715.64,353.43,473.75,111.14,22.8
09-01-2022,01:00:00,1490.95,628.04,303.23,421.25,103.31,20.91
09-01-2022,02:00:00,1387.4,588.98,272.06,392.65,100.3,20.29
09-01-2022,03:00:00,1327.87,567.55,256.46,372.61,98.58,20.08
09-01-2022,04:00:00,1327.68,562.66,249.59,384.38,98.13,20.33
09-01-2022,05:00:00,1450.52,618.2,277.99,418.87,99.53,22.03
09-01-2022,06:00:00,1699.65,715.22,352.28,487.01,102.88,25.73
09-01-2022,07:00:00,2159.76,898.27,469.57,625.98,116.23,30.28
09-01-2022,08:00:00,2740.11,1106.96,621.25,831.49,123.02,34.36
09-01-2022,09:00:00,3194.98,1309.07,703.49,981.93,131.06,37.94
09-01-2022,10:00:00,3570.08,1461.83,780.15,1119.27,141.17,39.42
09-01-2022,11:00:00,3760.26,1543.06,820.65,1177.48,147.99,39.47
09-01-2022,12:00:00,3704.89,1520.95,813.77,1143.61,148.38,37.98
09-01-2022,13:00:00,3466.06,1449.69,752.9,1048.03,145.94,36.48
09-01-2022,14:00:00,3148.3,1421.47,636.48,880.24,144.87,34.48
09-01-2022,15:00:00,2830.53,1272.52,570.08,795.57,138.23,30.66
09-01-2022,16:00:00,2552.1,1113.72,515.71,735.73,133.2,30.84
09-01-2022,17:00:00,2620.7,1177.31,523.62,729.84,132.82,34.01
09-01-2022,18:00:00,2859.21,1233.73,599.53,813.44,147,38.3
09-01-2022,19:00:00,2893.19,1244.06,610.53,821.81,150.03,39.31
09-01-2022,20:00:00,2821.68,1228.9,584.09,795.76,147.22,38.95
09-01-2022,21:00:00,2723.2,1202.75,561.51,763.12,143.8,37.43
09-01-2022,22:00:00,2532.31,1114.24,521.51,701.8,137.15,33.77
09-01-2022,23:00:00,2134.2,924.82,441.61,593.76,125.8,27.95
10-01-2022,00:00:00,1743.14,731.6,348.55,507.16,114.82,23.49
10-01-2022,01:00:00,1501.43,620.36,296.09,440.26,108.5,21.8
10-01-2022,02:00:00,1401.76,576.35,267.43,418.44,107.08,21.09
10-01-2022,03:00:00,1345.04,557.87,255.86,395.68,101.86,21.01
10-01-2022,04:00:00,1371.68,572.06,256.1,407.26,101.79,21.9
10-01-2022,05:00:00,1530.28,653.53,287.57,448.77,101.83,24.05
10-01-2022,06:00:00,1988.32,856.41,392.35,580.16,109.73,31.52
10-01-2022,07:00:00,2735.54,1168.16,565.26,802.84,131.73,40.45
10-01-2022,08:00:00,3714,1547.22,801.88,1117.63,166.37,46.83
10-01-2022,09:00:00,4129.28,1733.44,855.04,1258.8,196.52,45.9
10-01-2022,10:00:00,4576.92,1879.64,946.68,1441.55,219.92,45.88
10-01-2022,11:00:00,4532.27,1821.88,921.79,1480.61,217.17,42.38
10-01-2022,12:00:00,4327.81,1694.27,926.11,1410.5,214.5,41.62
10-01-2022,13:00:00,3937.43,1630.99,891.39,1289.09,51.36,37.64
10-01-2022,14:00:00,3650.52,1434.9,780.72,1164.49,202.71,35.9
10-01-2022,15:00:00,3475.28,1338.03,731.06,1140.68,198.88,33.1
10-01-2022,16:00:00,3348.94,1280.2,718.06,1092.43,190.21,32.8
10-01-2022,17:00:00,3390.13,1318.17,717.41,1098.89,188.57,34.96
10-01-2022,18:00:00,3634.25,1450.81,751.92,1170.59,187.15,39.29
10-01-2022,19:00:00,3644.04,1510.16,718.89,1153.16,181.39,41.23
10-01-2022,20:00:00,3436.21,1433.39,701.11,1063.82,163.68,41.69
10-01-2022,21:00:00,3127.9,1341.58,643.71,917.87,159.13,40.43
12-01-2022,00:00:00,2039.88,831.03,404.05,638.24,120.64,25.33
12-01-2022,01:00:00,1752.92,711.62,327.81,560.33,114.18,23.32
12-01-2022,02:00:00,1612.24,651.51,290.51,519.77,111,22.82
12-01-2022,03:00:00,1538.1,632.91,269.12,490.01,109,22.64
12-01-2022,04:00:00,1554.92,647.38,270.35,490.55,109.23,23.23
12-01-2022,05:00:00,1699.44,720.24,299.1,529.89,108.37,25.64
12-01-2022,06:00:00,2105.4,891.86,392.23,653.65,117.1,32.63
12-01-2022,07:00:00,2886.27,1195.97,587.13,889,137.16,42.64
12-01-2022,08:00:00,3851.32,1590.82,814.27,1182.47,163.91,47.6
12-01-2022,09:00:00,4196.6,1752.12,884.94,1277.25,189.14,48.28
12-01-2022,10:00:00,4601.24,1832.7,960.8,1499.14,208.01,47.86
12-01-2022,11:00:00,4612.76,1854.62,967.87,1492.69,208.21,46.6
12-01-2022,12:00:00,4368.87,1734.48,909.17,1437.97,203.42,43.02
12-01-2022,13:00:00,3946.05,1592.93,835.9,1241.64,197.12,40.22
12-01-2022,14:00:00,3624.36,1447.02,755.75,1167.32,184.41,35.3
12-01-2022,15:00:00,3485.87,1367.11,725.33,1144.57,181.11,32.56
12-01-2022,16:00:00,3350.24,1298.69,710.72,1098.52,177.78,32.92
12-01-2022,17:00:00,3461.97,1375.28,718.02,1124.11,174.75,36.48
12-01-2022,18:00:00,3697.16,1487.47,789.52,1173.15,171.77,40.09
12-01-2022,19:00:00,3723,1505.86,783.27,1194.8,169.1,42.48
12-01-2022,20:00:00,3531.08,1491.55,724.72,1083.75,152.8,43.04
12-01-2022,21:00:00,3282.01,1420.37,681.27,961.52,147.66,41.85
12-01-2022,22:00:00,3034.57,1294.38,650.33,905.26,139.99,37.06
12-01-2022,23:00:00,2564.42,1064.75,525.58,792.57,128.87,30.45
13-01-2022,00:00:00,2097.22,856.18,420.63,658.88,117.65,26.03
13-01-2022,01:00:00,1776.12,721.54,338.28,568.46,109.87,23.96
13-01-2022,02:00:00,1647.32,665.52,300.88,534.32,108.82,23.09
13-01-2022,03:00:00,1563.03,637.64,277.63,503.36,106.62,22.92
13-01-2022,04:00:00,1562.71,642.59,275.72,500.37,105.63,23.54
13-01-2022,05:00:00,1704.85,710.47,303.71,541.88,105.78,26.39
13-01-2022,06:00:00,2131.41,882.53,405.87,673.74,114.33,33.32
13-01-2022,07:00:00,2904.99,1206.99,593.29,899.58,135.32,43.28
13-01-2022,08:00:00,3807.06,1560.76,803.55,1194.84,160.67,48.83
13-01-2022,09:00:00,4166.34,1741.22,854.59,1300.72,184.81,47.92
13-01-2022,10:00:00,4567.24,1822.93,958.01,1495.47,200.67,46.55
13-01-2022,11:00:00,4577.2,1787.35,966.85,1530.56,207.91,45.07
13-01-2022,12:00:00,4367.57,1681.84,931.45,1467.1,206.05,43.92
13-01-2022,13:00:00,4036.3,1572.04,865.59,1314.42,203.21,42.59
13-01-2022,14:00:00,3747.06,1482.87,787.34,1199.57,202.11,39.3
13-01-2022,15:00:00,3578.39,1393.29,748,1192.41,185.45,36.21
13-01-2022,16:00:00,3464.91,1348.81,724.24,1141.36,179.97,36.64
13-01-2022,17:00:00,3536.53,1391.95,738.42,1155.62,177.43,39.31
13-01-2022,18:00:00,3757.35,1516.48,768.53,1223.54,171.55,42.07
13-01-2022,19:00:00,3754.26,1519.33,783.14,1198.24,167.85,42.78
13-01-2022,20:00:00,3497.98,1440.62,712.1,1116.05,152.72,42.63
14-01-2022,00:00:00,2116.63,766.37,461.34,732.54,110.6,26.3
14-01-2022,01:00:00,1821.08,638.76,383.22,651.4,105.75,24.65
14-01-2022,02:00:00,1659,575.88,340.81,599.66,102.61,23.81
14-01-2022,03:00:00,1597.19,558.44,319.95,578.85,101.66,23.65
14-01-2022,04:00:00,1599.59,573.16,314.82,569.55,102.23,24.56
14-01-2022,05:00:00,1774.94,653.85,346.13,629.62,101.59,26.79
14-01-2022,06:00:00,2288.05,856.9,478.58,789.37,107.06,33.45
14-01-2022,07:00:00,3151.81,1182.49,688.32,1079.47,126.18,43.55
14-01-2022,08:00:00,4086.21,1512.08,934.27,1407.87,151.72,49.25
14-01-2022,09:00:00,4534.39,1715.57,1017.4,1534.59,181.69,50.12
14-01-2022,10:00:00,4997.66,2020.26,1065.34,1609.68,205.9,50.95
14-01-2022,11:00:00,5085.43,2061.77,1076.26,1638.19,210.99,49.27
14-01-2022,12:00:00,4730.47,1886.57,1017.37,1527.22,208.38,45.84
14-01-2022,13:00:00,4429.63,1775.29,980.95,1381.79,208.1,43.64
14-01-2022,14:00:00,3978.59,1612.05,831.82,1262.49,197.93,40.13
14-01-2022,15:00:00,3785.08,1468.91,773.47,1277.17,190.87,38.49
14-01-2022,16:00:00,3587.32,1376.95,750.79,1201.66,183.45,37.72
14-01-2022,17:00:00,3619.89,1425.78,748.23,1193.06,177.43,39.77
14-01-2022,18:00:00,3812.39,1533.9,804.34,1228.47,175.28,43.21
14-01-2022,19:00:00,3793.79,1541.29,782.54,1219.61,170.62,44.25
14-01-2022,20:00:00,3656.98,1533.94,745.08,1142.74,155.91,44.59
14-01-2022,21:00:00,3336.1,1415.97,693.7,1004.93,148.52,42.64
14-01-2022,22:00:00,3137.27,1313.96,665.07,948.49,142.26,38.16
14-01-2022,23:00:00,2630.87,1088.08,539.07,818.11,129.59,31.66
15-01-2022,00:00:00,2143.94,856.86,431.22,689.11,117.54,27.17
15-01-2022,01:00:00,1826.65,723.61,345.73,603.44,111.79,24.75
15-01-2022,02:00:00,1668.69,656.68,307.15,557.96,107.27,23.84
15-01-2022,03:00:00,1599.92,631.34,286.52,535.23,107.75,23.85
15-01-2022,04:00:00,1572.58,626.01,277.29,525.99,103.94,24.35
15-01-2022,05:00:00,1703.9,692.7,301.83,561.27,104.97,26.92
15-01-2022,06:00:00,2044.45,836.89,387.23,660.59,110.88,31.56
15-01-2022,07:00:00,2615.55,1079.21,533.65,815.06,124.93,38.25
15-01-2022,08:00:00,3276.67,1362.22,696.3,1008.85,138.69,43.24
15-01-2022,09:00:00,3652.01,1565.46,760.59,1082.16,154.39,44.72
15-01-2022,10:00:00,3933.59,1688.72,834.12,1162.53,164.87,46.09
15-01-2022,11:00:00,4051.48,1752.26,869.14,1178.85,166.11,46.6
15-01-2022,12:00:00,3936.7,1716.17,840.69,1131.03,166.4,44.52
15-01-2022,13:00:00,3681.84,1614.58,789,1042.89,160.61,43.33
15-01-2022,14:00:00,3350.55,1463.12,711.53,952.18,152.16,39.73
15-01-2022,15:00:00,3061.18,1323.87,654.75,876.53,142.73,35.16
15-01-2022,16:00:00,2907.58,1265.21,604.95,834,140.74,35.13
15-01-2022,17:00:00,3030.53,1329.86,635.33,856.2,142.25,38.77
15-01-2022,18:00:00,3278.19,1443.84,695.43,911.85,152.5,43.42
15-01-2022,19:00:00,3285.21,1457.35,682.97,915.68,154.11,43.8
15-01-2022,20:00:00,3228.14,1440.63,669.95,891.43,149.26,43.93
15-01-2022,21:00:00,3148.76,1409.92,655.16,864.09,146.9,42.01
15-01-2022,22:00:00,2894.1,1282.11,611.05,795.85,140.09,38.17
15-01-2022,23:00:00,2432.99,1055.06,521.32,671.3,129.5,32.58
16-01-2022,00:00:00,1967.1,860.37,416.21,559.08,86.82,27.46
16-01-2022,01:00:00,1676.53,728.43,342.33,481.26,82.75,25.42
16-01-2022,02:00:00,1521.68,659.06,302.83,439.74,81.61,24.02
16-01-2022,03:00:00,1438.12,619.2,280.03,421.02,80.63,23.77
16-01-2022,04:00:00,1450.8,631.34,276.97,425.37,79.65,23.93
16-01-2022,05:00:00,1547.6,672.03,295.3,458.61,81.24,25.62
16-01-2022,06:00:00,1849,812.91,370.42,537.73,83.57,29.46
16-01-2022,07:00:00,2323.94,1010.58,483.36,685.25,87.45,34.53
16-01-2022,08:00:00,3025.4,1272.53,677.63,915.32,90.81,39.2
16-01-2022,09:00:00,3512.26,1522.77,748.13,1070.1,95.16,42.62
16-01-2022,10:00:00,3988.66,1725.85,852.44,1232.79,96.71,44.75
16-01-2022,11:00:00,4124.45,1777.73,900.7,1270.7,94.12,41.99
16-01-2022,12:00:00,4034.77,1722.37,890.8,1254.18,92.22,38.57
16-01-2022,13:00:00,3750.75,1611.47,822.64,1149.11,90.23,36.58
16-01-2022,14:00:00,3381.63,1443.81,750.21,1036.39,88.2,33.72
16-01-2022,15:00:00,2974.53,1270.09,645.91,930.14,86.14,29.79
16-01-2022,16:00:00,2767.84,1181.07,594.69,850.37,84.99,30.38
16-01-2022,17:00:00,2842.46,1233.35,598.92,860.91,89.71,35.17
16-01-2022,18:00:00,3149.01,1369.14,675.51,935.93,98.7,41.13
16-01-2022,19:00:00,3262.1,1423.41,682.12,979.75,99.33,44.62
16-01-2022,20:00:00,3219.25,1414.21,666.19,962.75,100.94,43.92
16-01-2022,21:00:00,3131.33,1399.29,647.68,908.35,98.47,43.05
16-01-2022,22:00:00,2921.88,1292.75,615.24,854.78,93.77,38.71
16-01-2022,23:00:00,2400.35,1038.95,505.79,714.2,85.67,31.27
17-01-2022,00:00:00,1949.83,831.09,406.57,584.07,83.01,26.84
17-01-2022,01:00:00,1682.52,708.8,337.98,516.36,78.56,24.74
17-01-2022,02:00:00,1517.34,639.93,294.99,469.48,74.81,23.75
17-01-2022,03:00:00,1455.62,614.6,275.8,448.56,74.83,23.43
17-01-2022,04:00:00,1469.01,621.58,277.75,457.61,77.08,24.31
17-01-2022,05:00:00,1629.73,698.9,311.39,498.07,78.8,26.83
17-01-2022,06:00:00,2057.66,887.35,415.53,620.68,81.51,33.47
17-01-2022,07:00:00,2902.6,1229.65,617.61,890.07,93.77,43.94
17-01-2022,08:00:00,3911.11,1649.89,861.51,1200.05,110.69,50.96
17-01-2022,09:00:00,4383.96,1864.92,950.86,1331.09,135.66,51.39
17-01-2022,10:00:00,4832.39,1998.87,1017.12,1569.27,150.41,51.21
17-01-2022,11:00:00,4696.3,1940.95,988.06,1506.83,163.21,49.96
17-01-2022,12:00:00,4595.91,1837.64,978.29,1522.25,158.66,40.59
17-01-2022,13:00:00,4267.61,1697.35,923.9,1344.71,218.14,42.55
17-01-2022,14:00:00,4008.02,1572.22,836.72,1308.45,211.97,41.56
17-01-2022,15:00:00,3879.08,1510.73,796.71,1289.12,205.68,37.37
17-01-2022,16:00:00,3711.28,1444.81,770.55,1224.4,198.44,37.35
17-01-2022,17:00:00,3651.07,1436.05,749.79,1199.83,190.52,39.7
17-01-2022,18:00:00,3913.66,1572.93,811.4,1264.23,181.99,43.03
17-01-2022,19:00:00,3938.64,1627.03,813.36,1239.63,175.42,45.43
17-01-2022,20:00:00,3774.83,1591.36,763.88,1172.48,169.48,45.9
17-01-2022,21:00:00,3547.77,1533.34,742.51,1038.76,155.78,44.34
17-01-2022,22:00:00,3251.45,1382.21,678.85,968.29,145.38,38.84
17-01-2022,23:00:00,2727.39,1120.23,577.35,837.34,133.51,31.75
18-01-2022,00:00:00,2198.86,873.99,454.88,698.58,123.76,27.44
18-01-2022,01:00:00,1843.95,727.39,363.6,594.86,115.56,24.94
18-01-2022,02:00:00,1704.44,669.12,325.12,557.07,111.36,24.18
18-01-2022,03:00:00,1619.92,653.22,307.08,540.97,80.73,23.33
18-01-2022,04:00:00,1607.06,651.47,299.18,537.5,78.89,24.78
18-01-2022,05:00:00,1752.12,722.52,326.33,576.73,82.5,27.38
18-01-2022,06:00:00,2168.07,916.59,431.91,689.26,85.64,33.97
18-01-2022,07:00:00,2999.99,1259.07,631.26,946.56,94.89,44.44
18-01-2022,08:00:00,4007.02,1696.48,859.78,1248.44,111.7,52.42
18-01-2022,09:00:00,4441.7,1874.7,949.76,1379.51,136,52.49
18-01-2022,10:00:00,4821.26,1966.07,996.62,1547.67,217.46,51.75
18-01-2022,11:00:00,4900.28,1959.35,1019.52,1592.53,229.8,48.82
18-01-2022,12:00:00,4627.3,1821.01,961.81,1527.41,223.54,46.06
18-01-2022,13:00:00,4246.35,1693.53,893.04,1345.07,227.51,44.37
18-01-2022,14:00:00,3903.03,1535.13,812.5,1266.48,215.51,39.81
18-01-2022,15:00:00,3765.27,1440.87,780.62,1259.17,210.53,38.38
18-01-2022,16:00:00,3599.33,1377.42,740.9,1201.18,206.81,38.97
18-01-2022,17:00:00,3748.64,1460.22,766.27,1255.71,190.22,40.67
18-01-2022,18:00:00,3983.38,1575.56,838.77,1300.83,185.33,44.48
18-01-2022,19:00:00,3989.03,1600.1,838.73,1283.5,181.35,46.37
18-01-2022,20:00:00,3818.88,1579.22,775.67,1207.3,171.51,45.8
18-01-2022,21:00:00,3583.53,1556.88,731.55,1057.9,157.04,44.59
18-01-2022,22:00:00,3304.55,1397.02,707.81,983.55,146.2,38.85
18-01-2022,23:00:00,2747.44,1124.07,579.53,851.62,134.16,31.65
19-01-2022,00:00:00,2218.91,894.48,459.51,696.22,120.84,26.84
19-01-2022,01:00:00,1873.29,750.18,365.57,599.54,114.96,25.25
19-01-2022,02:00:00,1711.69,674.59,318.94,564.9,112.49,24.25
19-01-2022,03:00:00,1618.67,646.29,289.38,534.46,109.65,23.98
19-01-2022,04:00:00,1628.99,656.52,292.57,530.88,108.58,25.09
19-01-2022,05:00:00,1769.62,731.05,320.4,567.21,110.7,27.47
19-01-2022,06:00:00,2200.09,909.48,422.8,692.83,118.85,34.48
19-01-2022,07:00:00,3024.79,1269.68,610.58,931.31,135.68,45.29
19-01-2022,08:00:00,3987.35,1637.26,841.98,1256.33,166.15,51.54
19-01-2022,09:00:00,4498.83,1871.23,938.88,1397.8,197.69,51.99
