"Delivery Date","Time Period","Cleared Buy (MW)","Cleared Sell (MW)","Price (Rs./MWh)"
"01/01/2024","00:00-00:15","542.04","444.41","2850.38"
"01/01/2024","00:15-00:30","551.5","485.4","2733.12"
"01/01/2024","00:30-00:45","543.5","506.4","2840.08"
"01/01/2024","00:45-01:00","537.6","540.4","2830.47"
"01/01/2024","01:00-01:15","592.3","578.4","2489.74"
"01/01/2024","01:15-01:30","590.3","621.4","2489.53"
"01/01/2024","01:30-01:45","591.5","657.4","2489.21"
"01/01/2024","01:45-02:00","588.7","683.4","2489.01"
"01/01/2024","02:00-02:15","591.2","703.4","2380.77"
"01/01/2024","02:15-02:30","590.6","729.4","2339.84"
"01/01/2024","02:30-02:45","598.5","753.4","2339.65"
"01/01/2024","02:45-03:00","592.3","775.4","2339.53"
"01/01/2024","03:00-03:15","611.4","804.4","2350.84"
"01/01/2024","03:15-03:30","603.9","883.2","2449.6"
"01/01/2024","03:30-03:45","606.7","879.8","2449.6"
"01/01/2024","03:45-04:00","603.9","878.2","2449.57"
"01/01/2024","04:00-04:15","603.7","900.4","2449.87"
"01/01/2024","04:15-04:30","615.1","873.6","2449.99"
"01/01/2024","04:30-04:45","618.1","743.4","2440.89"
"01/01/2024","04:45-05:00","618","708.5","2449.18"
"01/01/2024","05:00-05:15","619.3","631.4","2950.17"
"01/01/2024","05:15-05:30","824.2","594.6","3000.4"
"01/01/2024","05:30-05:45","1228.5","1163.1","3087.13"
"01/01/2024","05:45-06:00","1633.2","1298.6","3150.42"
"01/01/2024","06:00-06:15","559.9","1786.6","3541.79"
"01/01/2024","06:15-06:30","561.41","1994.6","3600.16"
"01/01/2024","06:30-06:45","865.3","2199","3609.22"
"01/01/2024","06:45-07:00","1068","2584.58","3750.68"
"01/01/2024","07:00-07:15","550.09","1909.6","4000.65"
"01/01/2024","07:15-07:30","771.67","2798.1","9500.47"
"01/01/2024","07:30-07:45","836.25","2037.4","10000"
"01/01/2024","07:45-08:00","695.04","1212.8","10000"
"01/01/2024","08:00-08:15","474.09","1277.7","10000"
"01/01/2024","08:15-08:30","309.96","806.3","10000"
"01/01/2024","08:30-08:45","196.42","251.5","10000"
"01/01/2024","08:45-09:00","276.38","268.6","10000"
"01/01/2024","09:00-09:15","452.72","253.1","10000"
"01/01/2024","09:15-09:30","613.11","274.1","10000"
"01/01/2024","09:30-09:45","813.96","304","10000"
"01/01/2024","09:45-10:00","881.72","328","10000"
"01/01/2024","10:00-10:15","752.17","404.7","10000"
"01/01/2024","10:15-10:30","802.67","428.9","10000"
"01/01/2024","10:30-10:45","1436.74","452.5","10000"
"01/01/2024","10:45-11:00","1402.5","485.5","9172.8"
"01/01/2024","11:00-11:15","1275.82","465.6","9500.14"
"01/01/2024","11:15-11:30","1169","532.3","6499.68"
"01/01/2024","11:30-11:45","1056.7","503.7","5270.03"
"01/01/2024","11:45-12:00","946.4","483.46","4545.84"
"01/01/2024","12:00-12:15","793.9","337.7","4244.21"
"01/01/2024","12:15-12:30","542","471.19","4498.2"
"01/01/2024","12:30-12:45","450.8","375.1","4010.91"
"01/01/2024","12:45-13:00","524.8","390.9","3690.11"
"01/01/2024","13:00-13:15","643.6","371.8","3273.24"
"01/01/2024","13:15-13:30","630","408.3","3259.33"
"01/01/2024","13:30-13:45","628.2","419.7","3273.06"
"01/01/2024","13:45-14:00","619.46","420.6","3350.02"
"01/01/2024","14:00-14:15","595.3","419.6","3440.35"
"01/01/2024","14:15-14:30","608.08","416.6","3350.16"
"01/01/2024","14:30-14:45","627.3","402.3","3540.98"
"01/01/2024","14:45-15:00","571.3","558.8","3639.37"
"01/01/2024","15:00-15:15","1048.2","1187.4","3797.27"
"01/01/2024","15:15-15:30","1274.7","1633.3","3797.05"
"01/01/2024","15:30-15:45","1454.8","2383.6","3797.03"
"01/01/2024","15:45-16:00","1648.8","2830.7","3719.31"
"01/01/2024","16:00-16:15","1067.9","1903.15","3964.23"
"01/01/2024","16:15-16:30","1297.3","2293.45","4545.95"
"01/01/2024","16:30-16:45","1289.26","2000","10000"
"01/01/2024","16:45-17:00","927.75","1112.59","10000"
"01/01/2024","17:00-17:15","1169.38","436.8","10000"
"01/01/2024","17:15-17:30","1375.72","350.4","10000"
"01/01/2024","17:30-17:45","1854.69","319.3","10000"
"01/01/2024","17:45-18:00","2175.25","401.4","10000"
"01/01/2024","18:00-18:15","3028.88","423.9","10000"
"01/01/2024","18:15-18:30","3363.79","469.7","10000"
"01/01/2024","18:30-18:45","3726.44","486.5","10000"
"01/01/2024","18:45-19:00","3997.6","494.3","10000"
"01/01/2024","19:00-19:15","4645.2","630.3","6336.49"
"01/01/2024","19:15-19:30","5026.8","573.9","9080.59"
"01/01/2024","19:30-19:45","4917.29","513.89","5300.22"
"01/01/2024","19:45-20:00","4519.7","494.9","5149.19"
"01/01/2024","20:00-20:15","3979.4","526.8","4498.88"
"01/01/2024","20:15-20:30","3570.2","385","4498.32"
"01/01/2024","20:30-20:45","2784.4","161.6","4199.27"
"01/01/2024","20:45-21:00","2100.9","169.1","3647.71"
"01/01/2024","21:00-21:15","1827.8","104.6","3080.67"
"01/01/2024","21:15-21:30","1593.1","135.6","3050.94"
"01/01/2024","21:30-21:45","1300.4","165.6","3050.82"
"01/01/2024","21:45-22:00","1014.9","190.6","3050.11"
"01/01/2024","22:00-22:15","1101.2","98.4","2850.47"
"01/01/2024","22:15-22:30","1349.6","197.05","2999.51"
"01/01/2024","22:30-22:45","1207.5","245.25","2999.91"
"01/01/2024","22:45-23:00","951.4","285.6","3000.8"
"01/01/2024","23:00-23:15","535","293.4","2950.91"
"01/01/2024","23:15-23:30","482.6","398.6","3019.6"
"01/01/2024","23:30-23:45","468.8","439.5","3018.98"
"01/01/2024","23:45-24:00","458","486.6","3023.36"
"02/01/2024","00:00-00:15","531.9","868.6","3007.64"
"02/01/2024","00:15-00:30","489.6","647.1","3003.74"
"02/01/2024","00:30-00:45","432.82","582.5","3000.54"
"02/01/2024","00:45-01:00","450","545.3","2940.97"
"02/01/2024","01:00-01:15","462.7","593.3","2850.82"
"02/01/2024","01:15-01:30","464.32","657.28","2850.29"
"02/01/2024","01:30-01:45","467.9","728.3","2580.31"
"02/01/2024","01:45-02:00","522.6","754.3","2512.08"
"02/01/2024","02:00-02:15","551.2","780.3","2500.49"
"02/01/2024","02:15-02:30","547.2","797.3","2489.91"
"02/01/2024","02:30-02:45","544.8","791.3","2489.88"
"02/01/2024","02:45-03:00","554.4","805.3","2489.67"
"02/01/2024","03:00-03:15","483.3","798.3","2540.69"
"02/01/2024","03:15-03:30","496.7","801.3","2540.49"
"02/01/2024","03:30-03:45","495.8","792.3","2733.42"
"02/01/2024","03:45-04:00","502.3","786.3","2733.71"
"02/01/2024","04:00-04:15","493.4","765.3","2830.39"
"02/01/2024","04:15-04:30","497.22","746.28","2850.31"
"02/01/2024","04:30-04:45","492.6","731.3","2733.6"
"02/01/2024","04:45-05:00","555.7","658.3","2450.36"
"02/01/2024","05:00-05:15","578.8","573.3","2899.22"
"02/01/2024","05:15-05:30","1025.9","546.5","3000.87"
"02/01/2024","05:30-05:45","1446.9","1511.5","3142.03"
"02/01/2024","05:45-06:00","1963.1","1360.9","3308.28"
"02/01/2024","06:00-06:15","516.6","2121.5","3631"
"02/01/2024","06:15-06:30","441.6","2292.5","3820.51"
"02/01/2024","06:30-06:45","752.23","2639.5","4000.44"
"02/01/2024","06:45-07:00","775.4","3077.8","4498.61"
"02/01/2024","07:00-07:15","450.8","2463.8","4498.53"
"02/01/2024","07:15-07:30","514.91","2633.9","10000"
"02/01/2024","07:30-07:45","602.49","2031.3","10000"
"02/01/2024","07:45-08:00","602.79","1518.5","10000"
"02/01/2024","08:00-08:15","375.41","1429.8","10000"
"02/01/2024","08:15-08:30","301.98","880.9","10000"
"02/01/2024","08:30-08:45","260.09","166.2","10000"
"02/01/2024","08:45-09:00","276.16","178.6","10000"
"02/01/2024","09:00-09:15","350.48","190","10000"
"02/01/2024","09:15-09:30","443.56","201.8","10000"
"02/01/2024","09:30-09:45","598.94","221.1","10000"
"02/01/2024","09:45-10:00","624.2","232.1","10000"
"02/01/2024","10:00-10:15","665.08","299","10000"
"02/01/2024","10:15-10:30","744.32","317.1","10000"
"02/01/2024","10:30-10:45","1243.52","334.5","10000"
"02/01/2024","10:45-11:00","1185.1","342.1","8273.31"
"02/01/2024","11:00-11:15","1131.6","387.12","8999.37"
"02/01/2024","11:15-11:30","933.4","375.9","7500.01"
"02/01/2024","11:30-11:45","805.7","215.1","6000.16"
"02/01/2024","11:45-12:00","739.4","306.9","5426.07"
"02/01/2024","12:00-12:15","663.5","399.1","4545.74"
"02/01/2024","12:15-12:30","572.8","307.3","4249.46"
"02/01/2024","12:30-12:45","553.2","341","4110.41"
"02/01/2024","12:45-13:00","546.22","365.5","4000.16"
"02/01/2024","13:00-13:15","723.4","269","3490.72"
"02/01/2024","13:15-13:30","697.6","281.2","3259.96"
"02/01/2024","13:30-13:45","674.6","330.1","3560.69"
"02/01/2024","13:45-14:00","688.6","297.9","3630.36"
"02/01/2024","14:00-14:15","666.8","302.9","3630.85"
"02/01/2024","14:15-14:30","677.9","298.1","3630.24"
"02/01/2024","14:30-14:45","717","452.7","3752.46"
"02/01/2024","14:45-15:00","654.5","758.8","3797.46"
"02/01/2024","15:00-15:15","1132.9","1990.4","4106.6"
"02/01/2024","15:15-15:30","1333.3","2397.9","4106.35"
"02/01/2024","15:30-15:45","1500.9","3323.7","4106.92"
"02/01/2024","15:45-16:00","1456.6","3514.9","4199.45"
"02/01/2024","16:00-16:15","896.4","2922.7","5183.98"
"02/01/2024","16:15-16:30","1126.2","2423.5","6499.46"
"02/01/2024","16:30-16:45","931.74","1982","10000"
"02/01/2024","16:45-17:00","705.42","1217.89","10000"
"02/01/2024","17:00-17:15","802.23","251.5","10000"
"02/01/2024","17:15-17:30","813.76","191","10000"
"02/01/2024","17:30-17:45","1051.69","174.7","10000"
"02/01/2024","17:45-18:00","1376.88","167.1","10000"
"02/01/2024","18:00-18:15","1635.68","122.5","10000"
"02/01/2024","18:15-18:30","1832.76","121.4","10000"
"02/01/2024","18:30-18:45","1967.37","121.4","10000"
"02/01/2024","18:45-19:00","2420.25","122.2","10000"
"02/01/2024","19:00-19:15","2928.99","141.5","10000"
"02/01/2024","19:15-19:30","3163.16","120.8","10000"
"02/01/2024","19:30-19:45","3454.61","119.8","10000"
"02/01/2024","19:45-20:00","3607.29","123.5","10000"
"02/01/2024","20:00-20:15","3457.2","219.2","5999.9"
"02/01/2024","20:15-20:30","3355.7","275.2","5367.15"
"02/01/2024","20:30-20:45","2682.4","413.9","4822.4"
"02/01/2024","20:45-21:00","2255","53.5","4209.03"
"02/01/2024","21:00-21:15","2048.9","145.5","3909.35"
"02/01/2024","21:15-21:30","1691.9","115.5","3350.93"
"02/01/2024","21:30-21:45","1416.3","81.5","3142.87"
"02/01/2024","21:45-22:00","1134.4","116.5","3120.17"
"02/01/2024","22:00-22:15","1235.1","4.3","2940.42"
"02/01/2024","22:15-22:30","1476","110.12","2999.88"
"02/01/2024","22:30-22:45","1327.1","149.29","2999.32"
"02/01/2024","22:45-23:00","1085.7","230.5","3000.45"
"02/01/2024","23:00-23:15","584.1","296.5","3110.89"
"02/01/2024","23:15-23:30","560.3","445.5","3130.36"
"02/01/2024","23:30-23:45","572.1","583","3091.44"
"02/01/2024","23:45-24:00","533","676.2","3070.18"
"03/01/2024","00:00-00:15","740.9","478.3","1999.66"
"03/01/2024","00:15-00:30","720.9","531.3","1999.51"
"03/01/2024","00:30-00:45","683.7","546.3","1999.54"
"03/01/2024","00:45-01:00","665","560.3","1999.66"
"03/01/2024","01:00-01:15","623.3","606.3","1999.49"
"03/01/2024","01:15-01:30","567","657.3","1999.4"
"03/01/2024","01:30-01:45","570.4","692.3","1999.34"
"03/01/2024","01:45-02:00","566.6","725.3","1999.28"
"03/01/2024","02:00-02:15","543.1","756.3","1999.2"
"03/01/2024","02:15-02:30","534.7","775.3","1999.13"
"03/01/2024","02:30-02:45","539.7","772.3","1999.13"
"03/01/2024","02:45-03:00","547.5","786.3","1999.12"
"03/01/2024","03:00-03:15","547.1","794.3","1999.04"
"03/01/2024","03:15-03:30","542.3","802.3","1999.02"
"03/01/2024","03:30-03:45","529.8","793.3","1999.01"
"03/01/2024","03:45-04:00","545.4","786.3","1999.01"
"03/01/2024","04:00-04:15","557.4","762.3","1999.05"
"03/01/2024","04:15-04:30","539.1","729.3","1999.09"
"03/01/2024","04:30-04:45","546.6","699.3","1999.01"
"03/01/2024","04:45-05:00","535.5","648.3","1999.02"
"03/01/2024","05:00-05:15","567.6","575.3","1870.16"
"03/01/2024","05:15-05:30","920.7","512.3","1999.42"
"03/01/2024","05:30-05:45","1413.9","471.3","2800.46"
"03/01/2024","05:45-06:00","1898.6","727.15","3088.44"
"03/01/2024","06:00-06:15","540.5","826","3378.63"
"03/01/2024","06:15-06:30","609.4","1617","3600.88"
"03/01/2024","06:30-06:45","739.1","2380.5","3820.42"
"03/01/2024","06:45-07:00","848.7","2846.5","4010.67"
"03/01/2024","07:00-07:15","287.5","2160.1","4498.57"
"03/01/2024","07:15-07:30","322.7","2484.9","5711.7"
"03/01/2024","07:30-07:45","561.61","1767.4","10000"
"03/01/2024","07:45-08:00","365.62","1050.1","10000"
"03/01/2024","08:00-08:15","241.34","804.99","10000"
"03/01/2024","08:15-08:30","145.81","125.7","10000"
"03/01/2024","08:30-08:45","298.46","131.2","10000"
"03/01/2024","08:45-09:00","351.02","143.9","10000"
"03/01/2024","09:00-09:15","381.81","147.9","10000"
"03/01/2024","09:15-09:30","772","163.1","10000"
"03/01/2024","09:30-09:45","804.02","169.3","10000"
"03/01/2024","09:45-10:00","914.18","181.5","10000"
"03/01/2024","10:00-10:15","685.41","257.9","10000"
"03/01/2024","10:15-10:30","723.1","289","10000"
"03/01/2024","10:30-10:45","1454.79","323.6","10000"
"03/01/2024","10:45-11:00","1347.7","329.8","9570"
"03/01/2024","11:00-11:15","1165.1","378.8","5270.12"
"03/01/2024","11:15-11:30","987.5","432.4","5183.5"
"03/01/2024","11:30-11:45","801.45","330.5","5000.79"
"03/01/2024","11:45-12:00","820.5","291","4069.16"
"03/01/2024","12:00-12:15","818.09","301","4000.18"
"03/01/2024","12:15-12:30","898","308.4","3899.45"
"03/01/2024","12:30-12:45","739.65","309.2","4000.05"
"03/01/2024","12:45-13:00","785.44","305.6","3700.26"
"03/01/2024","13:00-13:15","888.7","253","3259.07"
"03/01/2024","13:15-13:30","874.8","272.2","3100.78"
"03/01/2024","13:30-13:45","864.5","276.3","3259.1"
"03/01/2024","13:45-14:00","870.3","269.9","3259.1"
"03/01/2024","14:00-14:15","899.3","217.6","3259.58"
"03/01/2024","14:15-14:30","919.4","218","3259.54"
"03/01/2024","14:30-14:45","936.8","217.5","3260"
"03/01/2024","14:45-15:00","888.3","615","3609.52"
"03/01/2024","15:00-15:15","1453.5","1119.3","3609.3"
"03/01/2024","15:15-15:30","1678.4","1563.6","3541.92"
"03/01/2024","15:30-15:45","1745.2","2243.1","3541.73"
"03/01/2024","15:45-16:00","1742","2796.6","3541.87"
"03/01/2024","16:00-16:15","1036.6","2308.3","3964.76"
"03/01/2024","16:15-16:30","1100","2085.2","4227.44"
"03/01/2024","16:30-16:45","1072.85","1710.49","10000"
"03/01/2024","16:45-17:00","748.05","706.9","10000"
"03/01/2024","17:00-17:15","610.98","253.6","10000"
"03/01/2024","17:15-17:30","716.89","229.4","10000"
"03/01/2024","17:30-17:45","987.84","215.9","10000"
"03/01/2024","17:45-18:00","1129.03","210.7","10000"
"03/01/2024","18:00-18:15","1942.4","104.6","10000"
"03/01/2024","18:15-18:30","2237.22","104.6","10000"
"03/01/2024","18:30-18:45","2677.61","104.6","10000"
"03/01/2024","18:45-19:00","2953.94","104.6","10000"
"03/01/2024","19:00-19:15","3504.99","104.6","10000"
"03/01/2024","19:15-19:30","3795.36","108.6","10000"
"03/01/2024","19:30-19:45","4590.18","104.6","10000"
"03/01/2024","19:45-20:00","4683.2","121.6","7629.64"
"03/01/2024","20:00-20:15","3871.3","159.2","5199.49"
"03/01/2024","20:15-20:30","3477.3","194.2","5150.05"
"03/01/2024","20:30-20:45","2920.1","187.9","4499.61"
"03/01/2024","20:45-21:00","2757.2","60.5","4049.29"
"03/01/2024","21:00-21:15","2102.6","58.5","3350.61"
"03/01/2024","21:15-21:30","1805.5","58.5","3142.34"
"03/01/2024","21:30-21:45","1540.1","58.5","3023.08"
"03/01/2024","21:45-22:00","1158.4","30.18","2999.39"
"03/01/2024","22:00-22:15","1324.5","12.3","2450.88"
"03/01/2024","22:15-22:30","1476.2","12.3","2800.07"
"03/01/2024","22:30-22:45","1353.3","51.3","2750.06"
"03/01/2024","22:45-23:00","1115.7","126.3","2500.53"
"03/01/2024","23:00-23:15","735.9","156.3","2500.5"
"03/01/2024","23:15-23:30","706","186.3","2500.57"
"03/01/2024","23:30-23:45","675","217.3","2499.81"
"03/01/2024","23:45-24:00","670.59","269.3","2120.47"
"04/01/2024","00:00-00:15","649.61","367.3","2900.43"
"04/01/2024","00:15-00:30","628.33","457.3","2900.98"
"04/01/2024","00:30-00:45","682.6","522.3","2830.07"
"04/01/2024","00:45-01:00","659.53","573.3","2800.53"
"04/01/2024","01:00-01:15","705.1","632.3","2500.09"
"04/01/2024","01:15-01:30","709.5","680.3","2499.34"
"04/01/2024","01:30-01:45","710.9","714.3","2483.18"
"04/01/2024","01:45-02:00","666.1","760.3","2360.83"
"04/01/2024","02:00-02:15","639.4","788.3","2340.44"
"04/01/2024","02:15-02:30","661.2","811.3","2340.5"
"04/01/2024","02:30-02:45","675.69","832.3","2100.97"
"04/01/2024","02:45-03:00","687.62","849.3","2012.9"
"04/01/2024","03:00-03:15","706.8","869.3","2000.4"
"04/01/2024","03:15-03:30","680.7","869.3","1999.96"
"04/01/2024","03:30-03:45","698.7","863.3","1999.99"
"04/01/2024","03:45-04:00","681.1","856.3","1999.99"
"04/01/2024","04:00-04:15","586.1","870.3","2280.08"
"04/01/2024","04:15-04:30","583.7","844.3","2280.74"
"04/01/2024","04:30-04:45","559.9","805.3","2310.23"
"04/01/2024","04:45-05:00","558.5","747.3","2360.9"
"04/01/2024","05:00-05:15","684.7","652.3","2850.93"
"04/01/2024","05:15-05:30","917.5","1016.57","2997.72"
"04/01/2024","05:30-05:45","1448.4","1809.18","3091.28"
"04/01/2024","05:45-06:00","1971.5","1976.5","3200.07"
"04/01/2024","06:00-06:15","640.4","2732","3630.83"
"04/01/2024","06:15-06:30","583.5","2886","3820.67"
"04/01/2024","06:30-06:45","629","3416.91","4106.62"
"04/01/2024","06:45-07:00","455.77","3886.9","4500.77"
"04/01/2024","07:00-07:15","263.1","2708.6","5270.36"
"04/01/2024","07:15-07:30","194.32","2449.1","10000"
"04/01/2024","07:30-07:45","340.47","1859.2","10000"
"04/01/2024","07:45-08:00","186.43","1037.1","10000"
"04/01/2024","08:00-08:15","142.63","895","10000"
"04/01/2024","08:15-08:30","11.21","227.5","10000"
"04/01/2024","08:30-08:45","0.43","116","10000"
"04/01/2024","08:45-09:00","245.49","124.5","10000"
"04/01/2024","09:00-09:15","455.54","130.1","10000"
"04/01/2024","09:15-09:30","594.17","139.7","10000"
"04/01/2024","09:30-09:45","538.18","155.7","10000"
"04/01/2024","09:45-10:00","705.07","186.5","10000"
"04/01/2024","10:00-10:15","874.5","256.5","10000"
"04/01/2024","10:15-10:30","880.98","267.4","10000"
"04/01/2024","10:30-10:45","1325.52","271.8","10000"
"04/01/2024","10:45-11:00","1249.93","278.8","10000"
"04/01/2024","11:00-11:15","832.09","483.6","10000"
"04/01/2024","11:15-11:30","915.5","469.4","6500.42"
"04/01/2024","11:30-11:45","793.6","389.1","6500.37"
"04/01/2024","11:45-12:00","807","381.3","5500.21"
"04/01/2024","12:00-12:15","759.52","390.3","5000.55"
"04/01/2024","12:15-12:30","734.65","419.7","5000.23"
"04/01/2024","12:30-12:45","693.5","458","4999.96"
"04/01/2024","12:45-13:00","692.7","497.61","4498.95"
"04/01/2024","13:00-13:15","994.4","317.3","3630.97"
"04/01/2024","13:15-13:30","952.9","385.8","3630.23"
"04/01/2024","13:30-13:45","907.5","418.5","3646.49"
"04/01/2024","13:45-14:00","881.3","396.2","3639.48"
"04/01/2024","14:00-14:15","879","614.4","3639.38"
"04/01/2024","14:15-14:30","890.1","597.8","3630.66"
"04/01/2024","14:30-14:45","896.9","948.2","3639.4"
"04/01/2024","14:45-15:00","750.6","1458.4","3797.91"
"04/01/2024","15:00-15:15","1152.09","2209.8","4000.82"
"04/01/2024","15:15-15:30","1383","2520.9","3828.4"
"04/01/2024","15:30-15:45","1332.5","3512.34","4066.01"
"04/01/2024","15:45-16:00","1335.7","3567","4026.82"
"04/01/2024","16:00-16:15","675.78","2614.7","4500.27"
"04/01/2024","16:15-16:30","821.6","1948.4","5270.83"
"04/01/2024","16:30-16:45","889.29","1409.3","10000"
"04/01/2024","16:45-17:00","543.16","656.7","10000"
"04/01/2024","17:00-17:15","587.41","144.6","10000"
"04/01/2024","17:15-17:30","552.28","123.6","10000"
"04/01/2024","17:30-17:45","682.69","107.7","10000"
"04/01/2024","17:45-18:00","792.41","101.1","10000"
"04/01/2024","18:00-18:15","1620.82","90","10000"
"04/01/2024","18:15-18:30","1696.2","90","10000"
"04/01/2024","18:30-18:45","1981.45","90","10000"
"04/01/2024","18:45-19:00","2354.01","90","10000"
"04/01/2024","19:00-19:15","3266.55","125.5","10000"
"04/01/2024","19:15-19:30","3967.2","125.5","10000"
"04/01/2024","19:30-19:45","4827.8","125.5","10000"
"04/01/2024","19:45-20:00","5043.06","125.5","10000"
"04/01/2024","20:00-20:15","4579.2","99","6361.55"
"04/01/2024","20:15-20:30","4067.7","66.6","5499.42"
"04/01/2024","20:30-20:45","3655","155.2","5009.52"
"04/01/2024","20:45-21:00","3023.3","330.3","4498.98"
"04/01/2024","21:00-21:15","2549.07","120.5","4000.44"
"04/01/2024","21:15-21:30","2331.3","120.5","3909.35"
"04/01/2024","21:30-21:45","2053.4","155.5","3859.81"
"04/01/2024","21:45-22:00","1646.2","110.7","3646.35"
"04/01/2024","22:00-22:15","1430.6","55.96","2999.95"
"04/01/2024","22:15-22:30","1747.4","108.5","3120.55"
"04/01/2024","22:30-22:45","1552","108.5","3130.75"
"04/01/2024","22:45-23:00","1309","148.5","3130.19"
"04/01/2024","23:00-23:15","742.5","208.5","3019.55"
"04/01/2024","23:15-23:30","669.4","265.5","3120.04"
"04/01/2024","23:30-23:45","630.5","398.73","3088.9"
"04/01/2024","23:45-24:00","584.9","438.48","3065.56"
"05/01/2024","00:00-00:15","811.69","459.3","2800.78"
"05/01/2024","00:15-00:30","786.4","535.3","2790.95"
"05/01/2024","00:30-00:45","746.44","595.3","2840.65"
"05/01/2024","00:45-01:00","726.7","668.3","2650.94"
"05/01/2024","01:00-01:15","735.4","747.3","2500.55"
"05/01/2024","01:15-01:30","716","793.3","2499.27"
"05/01/2024","01:30-01:45","715.2","838.3","2420.84"
"05/01/2024","01:45-02:00","751.1","880.3","2070.47"
"05/01/2024","02:00-02:15","790.3","933.3","1999.9"
"05/01/2024","02:15-02:30","790.9","960.3","1999.88"
"05/01/2024","02:30-02:45","785.5","966.3","1999.86"
"05/01/2024","02:45-03:00","781.3","988.3","1999.82"
"05/01/2024","03:00-03:15","802","998.3","1999.7"
"05/01/2024","03:15-03:30","808.7","1000.3","1999.68"
"05/01/2024","03:30-03:45","823.7","994.3","1999.72"
"05/01/2024","03:45-04:00","821.7","988.3","1999.82"
"05/01/2024","04:00-04:15","850.9","957.3","1999.97"
"05/01/2024","04:15-04:30","849","930.3","2000.71"
"05/01/2024","04:30-04:45","712.7","912.3","2499.14"
"05/01/2024","04:45-05:00","731.1","863.3","2500.89"
"05/01/2024","05:00-05:15","858.2","771.3","2850.48"
"05/01/2024","05:15-05:30","1123.6","836.5","3000.93"
"05/01/2024","05:30-05:45","1650.5","1874.5","3160.21"
"05/01/2024","05:45-06:00","2198.7","1795.9","3388.42"
"05/01/2024","06:00-06:15","564.8","2772","3909.19"
"05/01/2024","06:15-06:30","556.3","2950","4200.45"
"05/01/2024","06:30-06:45","782.4","3597.2","4900.31"
"05/01/2024","06:45-07:00","576.86","3314.8","6000.57"
"05/01/2024","07:00-07:15","390","2801","6499.27"
"05/01/2024","07:15-07:30","554.98","2807.1","10000"
"05/01/2024","07:30-07:45","395.93","2009.2","10000"
"05/01/2024","07:45-08:00","224.7","1308.2","10000"
"05/01/2024","08:00-08:15","204.68","1386.3","10000"
"05/01/2024","08:15-08:30","92.01","746.9","10000"
"05/01/2024","08:30-08:45","35","278.4","10000"
"05/01/2024","08:45-09:00","191.26","135.2","10000"
"05/01/2024","09:00-09:15","151.58","145.9","10000"
"05/01/2024","09:15-09:30","464.05","156.7","10000"
"05/01/2024","09:30-09:45","475.34","167.5","10000"
"05/01/2024","09:45-10:00","677.52","181.3","10000"
"05/01/2024","10:00-10:15","722.75","244.3","10000"
"05/01/2024","10:15-10:30","793.78","261.1","10000"
"05/01/2024","10:30-10:45","1823.42","275.9","10000"
"05/01/2024","10:45-11:00","1901.89","282.4","10000"
"05/01/2024","11:00-11:15","1603.03","404.5","10000"
"05/01/2024","11:15-11:30","1688","376.2","7259.01"
"05/01/2024","11:30-11:45","1457.1","349.4","7250.44"
"05/01/2024","11:45-12:00","1373.5","373.3","6500.05"
"05/01/2024","12:00-12:15","1119","437.9","4815.02"
"05/01/2024","12:15-12:30","889.5","478.1","4317.26"
"05/01/2024","12:30-12:45","875.1","421.6","4010.69"
"05/01/2024","12:45-13:00","810.4","421.3","4004.69"
"05/01/2024","13:00-13:15","1072","414.5","3630.85"
"05/01/2024","13:15-13:30","1025.5","408.3","3630.27"
"05/01/2024","13:30-13:45","989.8","397.4","3630.69"
"05/01/2024","13:45-14:00","998.7","381","3630.75"
"05/01/2024","14:00-14:15","1127.2","388.4","3748.09"
"05/01/2024","14:15-14:30","1231.37","370.9","3750.02"
"05/01/2024","14:30-14:45","1299.1","581.1","3899.03"
"05/01/2024","14:45-15:00","1316.21","941.3","4000.76"
"05/01/2024","15:00-15:15","1679.2","2093.39","5000.02"
"05/01/2024","15:15-15:30","1816.6","2313.4","4499.45"
"05/01/2024","15:30-15:45","1862.8","2807.9","5270.35"
"05/01/2024","15:45-16:00","1911.4","3186.8","5270.4"
"05/01/2024","16:00-16:15","1413.1","2085.9","6010.81"
"05/01/2024","16:15-16:30","1142.31","2020.3","8000.38"
"05/01/2024","16:30-16:45","745.32","1475.9","10000"
"05/01/2024","16:45-17:00","516.09","470.9","10000"
"05/01/2024","17:00-17:15","592.8","174.8","10000"
"05/01/2024","17:15-17:30","670.04","152.7","10000"
"05/01/2024","17:30-17:45","864.05","132.2","10000"
"05/01/2024","17:45-18:00","961.8","125.3","10000"
"05/01/2024","18:00-18:15","1270.7","75","10000"
"05/01/2024","18:15-18:30","1459.91","75","10000"
"05/01/2024","18:30-18:45","1689.78","75","10000"
"05/01/2024","18:45-19:00","2105.74","75","10000"
"05/01/2024","19:00-19:15","3105.12","115","10000"
"05/01/2024","19:15-19:30","3865.92","115","10000"
"05/01/2024","19:30-19:45","4966.37","115","10000"
"05/01/2024","19:45-20:00","5332.25","115","10000"
"05/01/2024","20:00-20:15","5185.2","119","6500.22"
"05/01/2024","20:15-20:30","4461.27","66.6","5350.16"
"05/01/2024","20:30-20:45","3898.5","102.2","4999.45"
"05/01/2024","20:45-21:00","3137.8","64.9","4426.8"
"05/01/2024","21:00-21:15","2642.7","60.5","3909.58"
"05/01/2024","21:15-21:30","2061","58.5","3630.91"
"05/01/2024","21:30-21:45","1759","58.5","3700.23"
