"Delivery Date","Time Period","Cleared Buy (MW)","Cleared Sell (MW)","Price (Rs./MWh)"
"30/01/2024","16:15-16:30","1958.7","3691.6","7500.27"
"30/01/2024","16:30-16:45","1576.48","2656.6","10000"
"30/01/2024","16:45-17:00","1250.01","1542.4","10000"
"30/01/2024","17:00-17:15","292.28","292.2","10000"
"30/01/2024","17:15-17:30","301.17","253.6","10000"
"30/01/2024","17:30-17:45","403.71","219.7","10000"
"30/01/2024","17:45-18:00","570.93","192.3","10000"
"30/01/2024","18:00-18:15","1051.18","142.7","10000"
"30/01/2024","18:15-18:30","1152.62","137.3","10000"
"30/01/2024","18:30-18:45","1289.63","134.1","10000"
"30/01/2024","18:45-19:00","1385.27","134.3","10000"
"30/01/2024","19:00-19:15","1538.84","133.8","10000"
"30/01/2024","19:15-19:30","1604.04","133.4","10000"
"30/01/2024","19:30-19:45","1941.84","132.1","10000"
"30/01/2024","19:45-20:00","2052.3","131.1","10000"
"30/01/2024","20:00-20:15","2712.41","167.1","10000"
"30/01/2024","20:15-20:30","2613.54","166.9","10000"
"30/01/2024","20:30-20:45","2460.22","166.8","10000"
"30/01/2024","20:45-21:00","2195.51","166.1","10000"
"30/01/2024","21:00-21:15","3513.4","268.3","6627.68"
"30/01/2024","21:15-21:30","2728.3","212.7","5750.67"
"30/01/2024","21:30-21:45","2347.67","210.9","5000.88"
"30/01/2024","21:45-22:00","1951.57","210.7","5000.07"
"30/01/2024","22:00-22:15","2362.4","504.4","4189.27"
"30/01/2024","22:15-22:30","2632.4","941.6","4189.33"
"30/01/2024","22:30-22:45","2314","846.5","3750.61"
"30/01/2024","22:45-23:00","1973.3","883.5","3580.93"
"30/01/2024","23:00-23:15","1204.1","328.5","3525.81"
"30/01/2024","23:15-23:30","958","649.8","3482.7"
"30/01/2024","23:30-23:45","725.3","969.5","3470.42"
"30/01/2024","23:45-24:00","565.6","1149.8","3427.03"
"31/01/2024","00:00-00:15","574.9","873.8","3414.83"
"31/01/2024","00:15-00:30","566.1","1140.8","3391.89"
"31/01/2024","00:30-00:45","537.4","1357.8","3391.53"
"31/01/2024","00:45-01:00","493.58","1638.79","3300.95"
"31/01/2024","01:00-01:15","464.4","1787.8","3150.73"
"31/01/2024","01:15-01:30","439.7","2034.8","3110.33"
"31/01/2024","01:30-01:45","467.6","1667.9","3021.62"
"31/01/2024","01:45-02:00","457.79","1643.8","3010.91"
"31/01/2024","02:00-02:15","464.07","1830.8","3000.98"
"31/01/2024","02:15-02:30","470.9","1821.3","2967.27"
"31/01/2024","02:30-02:45","482.7","1871.2","2901.95"
"31/01/2024","02:45-03:00","491","1882.7","2901.89"
"31/01/2024","03:00-03:15","456.1","1705.9","2901.58"
"31/01/2024","03:15-03:30","452.6","1701","2901.56"
"31/01/2024","03:30-03:45","451.6","1734.2","2901.68"
"31/01/2024","03:45-04:00","472.2","1792.6","2901.93"
"31/01/2024","04:00-04:15","448","1872.8","3010"
"31/01/2024","04:15-04:30","466","1654.2","3021.08"
"31/01/2024","04:30-04:45","497.6","1429.6","3021.49"
"31/01/2024","04:45-05:00","489.8","1287.7","3021.72"
"31/01/2024","05:00-05:15","1335.8","1618.8","3290.71"
"31/01/2024","05:15-05:30","2171.2","2020.8","3525.5"
"31/01/2024","05:30-05:45","2722.8","2680.6","3647.95"
"31/01/2024","05:45-06:00","3057.9","2922","4012.01"
"31/01/2024","06:00-06:15","1080.3","2663.5","4700.36"
"31/01/2024","06:15-06:30","1726.5","2741.3","8070.17"
"31/01/2024","06:30-06:45","1665.26","2621.6","10000"
"31/01/2024","06:45-07:00","1223.01","2644.6","10000"
"31/01/2024","07:00-07:15","397.88","1844.09","10000"
"31/01/2024","07:15-07:30","435.31","1579.6","10000"
"31/01/2024","07:30-07:45","285","582.6","10000"
"31/01/2024","07:45-08:00","257.69","216.9","10000"
"31/01/2024","08:00-08:15","194.48","249.7","10000"
"31/01/2024","08:15-08:30","134.24","283.6","10000"
"31/01/2024","08:30-08:45","145.42","328.5","10000"
"31/01/2024","08:45-09:00","281.61","362.1","10000"
"31/01/2024","09:00-09:15","337.95","363.9","10000"
"31/01/2024","09:15-09:30","466.46","416.3","10000"
"31/01/2024","09:30-09:45","675.01","452.4","10000"
"31/01/2024","09:45-10:00","706.83","488.8","10000"
"31/01/2024","10:00-10:15","652.51","518.7","10000"
"31/01/2024","10:15-10:30","750.7","554.1","10000"
"31/01/2024","10:30-10:45","790.59","587.5","10000"
"31/01/2024","10:45-11:00","760.99","622.2","10000"
"31/01/2024","11:00-11:15","1871.11","811.2","10000"
"31/01/2024","11:15-11:30","2061.42","832.2","10000"
"31/01/2024","11:30-11:45","2211.4","812.9","8199.68"
"31/01/2024","11:45-12:00","1962.7","809.1","6220.73"
"31/01/2024","12:00-12:15","1574","780.7","5499.37"
"31/01/2024","12:15-12:30","1318.2","520.9","4665.37"
"31/01/2024","12:30-12:45","1044.9","688","4850.69"
"31/01/2024","12:45-13:00","826.2","652.9","4499.97"
"31/01/2024","13:00-13:15","1080.64","632.49","3550.53"
"31/01/2024","13:15-13:30","1040.28","609.5","3500.12"
"31/01/2024","13:30-13:45","1009","585.4","3525.86"
"31/01/2024","13:45-14:00","1002.2","582.7","3525.23"
"31/01/2024","14:00-14:15","989.2","761.7","3527.78"
"31/01/2024","14:15-14:30","981.98","841.49","3550.91"
"31/01/2024","14:30-14:45","920.1","1117.1","3527.26"
"31/01/2024","14:45-15:00","928.9","1302.1","3527.63"
"31/01/2024","15:00-15:15","1432.7","1674.7","3731.49"
"31/01/2024","15:15-15:30","1385.67","1947.3","3800.26"
"31/01/2024","15:30-15:45","1216.56","2135","4100.63"
"31/01/2024","15:45-16:00","1292.7","2108.2","4189.71"
"31/01/2024","16:00-16:15","1282.7","2280.7","5039.87"
"31/01/2024","16:15-16:30","1528.2","3335.2","4999.68"
"31/01/2024","16:30-16:45","1418.73","2488.47","10000"
"31/01/2024","16:45-17:00","1060.1","1429.1","10000"
"31/01/2024","17:00-17:15","124.37","301.9","10000"
"31/01/2024","17:15-17:30","207.99","265.5","10000"
"31/01/2024","17:30-17:45","442.18","224.7","10000"
"31/01/2024","17:45-18:00","699","195.9","10000"
"31/01/2024","18:00-18:15","1096.6","140.4","10000"
"31/01/2024","18:15-18:30","1122.66","134.8","10000"
"31/01/2024","18:30-18:45","1259.58","131.6","10000"
"31/01/2024","18:45-19:00","1372.73","131.8","10000"
"31/01/2024","19:00-19:15","1467.51","125.3","10000"
"31/01/2024","19:15-19:30","1574.14","124.9","10000"
"31/01/2024","19:30-19:45","1970.31","123.6","10000"
"31/01/2024","19:45-20:00","2082.55","122.6","10000"
"31/01/2024","20:00-20:15","3268.72","121.6","10000"
"31/01/2024","20:15-20:30","3341.85","121.4","10000"
"31/01/2024","20:30-20:45","4081.12","140.3","10000"
"31/01/2024","20:45-21:00","3781.85","120.6","10000"
"31/01/2024","21:00-21:15","3768.3","162","7000.31"
"31/01/2024","21:15-21:30","3064.6","129.4","5750.38"
"31/01/2024","21:30-21:45","2709.8","107.6","5000.68"
"31/01/2024","21:45-22:00","1941.88","105.49","4700.54"
"31/01/2024","22:00-22:15","2385.9","107.5","4250.82"
"31/01/2024","22:15-22:30","2643.5","110.5","4411.13"
"31/01/2024","22:30-22:45","2387.4","366.3","4249.58"
"31/01/2024","22:45-23:00","2009","568.8","4012.62"
"31/01/2024","23:00-23:15","1147.3","153.5","3590.18"
"31/01/2024","23:15-23:30","891.7","183.5","3590.36"
"31/01/2024","23:30-23:45","606.9","315.4","3527.64"
"31/01/2024","23:45-24:00","568.6","605.5","3476.98"
"01/02/2024","00:00-00:15","450.7","1268.1","3647.83"
"01/02/2024","00:15-00:30","439.7","1374.9","3647.53"
"01/02/2024","00:30-00:45","408.8","1144","3527.83"
"01/02/2024","00:45-01:00","401.33","1212.5","3500.53"
"01/02/2024","01:00-01:15","424","1056.2","3416.34"
"01/02/2024","01:15-01:30","451","1048.5","3144.77"
"01/02/2024","01:30-01:45","459.9","1223.5","3128.74"
"01/02/2024","01:45-02:00","438.4","1349.5","3119.1"
"01/02/2024","02:00-02:15","445.6","1513.5","3110.46"
"01/02/2024","02:15-02:30","466.4","1410.7","3076.7"
"01/02/2024","02:30-02:45","462.9","1305.1","3076.23"
"01/02/2024","02:45-03:00","467.6","1145.2","3021.63"
"01/02/2024","03:00-03:15","463.1","1053.6","3021.25"
"01/02/2024","03:15-03:30","443.9","1052.4","3021.3"
"01/02/2024","03:30-03:45","446.2","1034.5","3021.37"
"01/02/2024","03:45-04:00","452.3","1090.3","3021.82"
"01/02/2024","04:00-04:15","439.4","727.5","3010.1"
"01/02/2024","04:15-04:30","457","693.5","3010.41"
"01/02/2024","04:30-04:45","475","653.5","3010.1"
"01/02/2024","04:45-05:00","656.3","625.5","3010.55"
"01/02/2024","05:00-05:15","1656.7","581.5","3146.92"
"01/02/2024","05:15-05:30","2403.11","1008.5","3600.04"
"01/02/2024","05:30-05:45","2926.3","1464.4","3694.03"
"01/02/2024","05:45-06:00","3146.16","1631.69","4500.05"
"01/02/2024","06:00-06:15","445.18","633.8","5000.93"
"01/02/2024","06:15-06:30","1534.97","434.2","10000"
"01/02/2024","06:30-06:45","1167.71","320.8","10000"
"01/02/2024","06:45-07:00","605.14","320.8","10000"
"01/02/2024","07:00-07:15","209.8","348.4","10000"
"01/02/2024","07:15-07:30","213.31","333","10000"
"01/02/2024","07:30-07:45","275.02","299.5","10000"
"01/02/2024","07:45-08:00","224.22","318.4","10000"
"01/02/2024","08:00-08:15","536.56","540.6","10000"
"01/02/2024","08:15-08:30","546.6","573.5","10000"
"01/02/2024","08:30-08:45","511.37","602.7","10000"
"01/02/2024","08:45-09:00","468.16","634.1","10000"
"01/02/2024","09:00-09:15","544.76","646.6","10000"
"01/02/2024","09:15-09:30","603.48","682.5","10000"
"01/02/2024","09:30-09:45","634.85","705.1","10000"
"01/02/2024","09:45-10:00","712.64","738.7","10000"
"01/02/2024","10:00-10:15","913.75","736.9","10000"
"01/02/2024","10:15-10:30","1114.07","766.5","10000"
"01/02/2024","10:30-10:45","1225.03","809","10000"
"01/02/2024","10:45-11:00","1153.52","837.2","10000"
"01/02/2024","11:00-11:15","1396.75","869.4","10000"
"01/02/2024","11:15-11:30","1300","861","8002.11"
"01/02/2024","11:30-11:45","1233.6","620.9","6220.41"
"01/02/2024","11:45-12:00","1063.2","627.7","5414.94"
"01/02/2024","12:00-12:15","1279.2","516.3","4749.66"
"01/02/2024","12:15-12:30","1120.9","677.7","4282.06"
"01/02/2024","12:30-12:45","856.41","407","4350.53"
"01/02/2024","12:45-13:00","776.4","396.9","4257.91"
"01/02/2024","13:00-13:15","835.36","384.79","3810.41"
"01/02/2024","13:15-13:30","921.9","384.2","3770.9"
"01/02/2024","13:30-13:45","783.7","383.3","3810.37"
"01/02/2024","13:45-14:00","769.49","379.9","3810.7"
"01/02/2024","14:00-14:15","727.6","376.4","3900.87"
"01/02/2024","14:15-14:30","741.98","367.1","3940.7"
"01/02/2024","14:30-14:45","705.03","356.5","4000.05"
"01/02/2024","14:45-15:00","824.3","347","4279.16"
"01/02/2024","15:00-15:15","1063","324.9","4377.45"
"01/02/2024","15:15-15:30","737.64","476.8","4500.58"
"01/02/2024","15:30-15:45","851.2","476.2","4780.13"
"01/02/2024","15:45-16:00","613.73","478.6","5000.72"
"01/02/2024","16:00-16:15","785.37","409","6000.39"
"01/02/2024","16:15-16:30","534.6","436.9","6010.88"
"01/02/2024","16:30-16:45","953.33","384.4","10000"
"01/02/2024","16:45-17:00","829.25","367.7","10000"
"01/02/2024","17:00-17:15","335.58","451.3","10000"
"01/02/2024","17:15-17:30","469.99","417.5","10000"
"01/02/2024","17:30-17:45","629.55","371.7","10000"
"01/02/2024","17:45-18:00","764.68","344","10000"
"01/02/2024","18:00-18:15","1044.94","237.8","10000"
"01/02/2024","18:15-18:30","1071.44","232.1","10000"
"01/02/2024","18:30-18:45","1202.2","228.9","10000"
"01/02/2024","18:45-19:00","1258.06","228.7","10000"
"01/02/2024","19:00-19:15","1388.59","223.1","10000"
"01/02/2024","19:15-19:30","1598.22","222.7","10000"
"01/02/2024","19:30-19:45","1903.96","222.3","10000"
"01/02/2024","19:45-20:00","2031.3","221.9","10000"
"01/02/2024","20:00-20:15","2315.67","240.5","10000"
"01/02/2024","20:15-20:30","2256.94","240.5","10000"
"01/02/2024","20:30-20:45","2607.38","240.3","10000"
"01/02/2024","20:45-21:00","2303.86","239.6","10000"
"01/02/2024","21:00-21:15","2744.7","244","9156.8"
"01/02/2024","21:15-21:30","1901.1","239.9","6500.74"
"01/02/2024","21:30-21:45","1885.1","207.2","5209.88"
"01/02/2024","21:45-22:00","1193.28","207.1","5000.43"
"01/02/2024","22:00-22:15","1518","295.5","4525.6"
"01/02/2024","22:15-22:30","1683.6","360.52","4708.8"
"01/02/2024","22:30-22:45","1493","409.2","4712.28"
"01/02/2024","22:45-23:00","956.8","308.2","4538.25"
"01/02/2024","23:00-23:15","579.8","818.2","4436.03"
"01/02/2024","23:15-23:30","568.91","1053.5","4000.17"
"01/02/2024","23:30-23:45","528.5","928.66","3694.56"
"01/02/2024","23:45-24:00","482.5","937.63","3647.47"

