datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),total_precipitation (mm of water equivalent)
2022-11-09 12:00:00,"(28.557124, 77.083366)",25.68,0.69,0.14
2022-11-09 13:00:00,"(28.557124, 77.083366)",25.38,0.71,0.02
2022-11-09 14:00:00,"(28.557124, 77.083366)",24.38,0.74,0.18
2022-11-09 15:00:00,"(28.557124, 77.083366)",21.49,0.86,0.50
2022-11-09 16:00:00,"(28.557124, 77.083366)",21.40,0.87,0.20
2022-11-09 17:00:00,"(28.557124, 77.083366)",20.42,0.90,0.92
2022-11-09 18:00:00,"(28.557124, 77.083366)",20.11,0.91,0.44
2022-11-09 19:00:00,"(28.557124, 77.083366)",19.85,0.92,0.00
2022-11-09 20:00:00,"(28.557124, 77.083366)",19.44,0.93,0.00
2022-11-09 21:00:00,"(28.557124, 77.083366)",19.63,0.93,0.00
2022-11-09 22:00:00,"(28.557124, 77.083366)",19.75,0.90,0.00
2022-11-09 23:00:00,"(28.557124, 77.083366)",19.85,0.90,0.00
2022-11-10 00:00:00,"(28.557124, 77.083366)",20.11,0.90,0.00
2022-11-10 01:00:00,"(28.557124, 77.083366)",20.31,0.89,0.00
2022-11-10 02:00:00,"(28.557124, 77.083366)",20.17,0.91,0.00
2022-11-10 03:00:00,"(28.557124, 77.083366)",19.94,0.90,0.00
2022-11-10 04:00:00,"(28.557124, 77.083366)",20.33,0.83,0.00
2022-11-10 05:00:00,"(28.557124, 77.083366)",23.48,0.69,0.00
2022-11-10 06:00:00,"(28.557124, 77.083366)",25.45,0.64,0.00
2022-11-10 07:00:00,"(28.557124, 77.083366)",25.92,0.63,0.04
2022-11-10 08:00:00,"(28.557124, 77.083366)",27.48,0.58,0.04
2022-11-10 09:00:00,"(28.557124, 77.083366)",27.55,0.59,0.14
2022-11-10 10:00:00,"(28.557124, 77.083366)",25.84,0.61,0.22
2022-11-10 11:00:00,"(28.557124, 77.083366)",25.86,0.62,0.00
2022-11-10 12:00:00,"(28.557124, 77.083366)",24.94,0.68,0.00
2022-11-10 13:00:00,"(28.557124, 77.083366)",24.77,0.68,0.00
2022-11-10 14:00:00,"(28.557124, 77.083366)",22.94,0.74,0.00
2022-11-10 15:00:00,"(28.557124, 77.083366)",20.82,0.81,0.00
2022-11-10 16:00:00,"(28.557124, 77.083366)",20.48,0.82,0.00
2022-11-10 17:00:00,"(28.557124, 77.083366)",19.25,0.86,0.00
2022-11-10 18:00:00,"(28.557124, 77.083366)",18.93,0.86,0.00
2022-11-10 19:00:00,"(28.557124, 77.083366)",18.98,0.86,0.00
2022-11-10 20:00:00,"(28.557124, 77.083366)",18.00,0.88,0.00
2022-11-10 21:00:00,"(28.557124, 77.083366)",17.78,0.87,0.00
2022-11-10 22:00:00,"(28.557124, 77.083366)",17.01,0.86,0.00
2022-11-10 23:00:00,"(28.557124, 77.083366)",16.58,0.87,0.00
2022-11-11 00:00:00,"(28.557124, 77.083366)",17.07,0.85,0.00
2022-11-11 01:00:00,"(28.557124, 77.083366)",17.06,0.86,0.00
2022-11-11 02:00:00,"(28.557124, 77.083366)",17.50,0.84,0.00
2022-11-11 03:00:00,"(28.557124, 77.083366)",17.80,0.82,0.00
2022-11-11 04:00:00,"(28.557124, 77.083366)",18.42,0.76,0.00
2022-11-11 05:00:00,"(28.557124, 77.083366)",22.86,0.56,0.00
2022-11-11 06:00:00,"(28.557124, 77.083366)",25.92,0.49,0.00
2022-11-11 07:00:00,"(28.557124, 77.083366)",26.27,0.46,0.00
2022-11-11 08:00:00,"(28.557124, 77.083366)",27.85,0.38,0.00
2022-11-11 09:00:00,"(28.557124, 77.083366)",28.19,0.37,0.00
2022-11-11 10:00:00,"(28.557124, 77.083366)",25.51,0.48,0.00
2022-11-11 11:00:00,"(28.557124, 77.083366)",25.09,0.49,0.00
2022-11-11 12:00:00,"(28.557124, 77.083366)",24.04,0.54,0.00
2022-11-11 13:00:00,"(28.557124, 77.083366)",23.27,0.56,0.00
2022-11-11 14:00:00,"(28.557124, 77.083366)",20.63,0.65,0.00
2022-11-11 15:00:00,"(28.557124, 77.083366)",19.70,0.67,0.00
2022-11-11 16:00:00,"(28.557124, 77.083366)",19.27,0.67,0.00
2022-11-11 17:00:00,"(28.557124, 77.083366)",18.48,0.69,0.00
2022-11-11 18:00:00,"(28.557124, 77.083366)",18.27,0.71,0.00
2022-11-11 19:00:00,"(28.557124, 77.083366)",18.05,0.71,0.00
2022-11-11 20:00:00,"(28.557124, 77.083366)",16.99,0.75,0.00
2022-11-11 21:00:00,"(28.557124, 77.083366)",16.75,0.77,0.00
2022-11-11 22:00:00,"(28.557124, 77.083366)",15.67,0.80,0.00
2022-11-11 23:00:00,"(28.557124, 77.083366)",15.46,0.82,0.00
2022-11-12 00:00:00,"(28.557124, 77.083366)",16.54,0.78,0.00
2022-11-12 01:00:00,"(28.557124, 77.083366)",16.24,0.78,0.00
2022-11-12 02:00:00,"(28.557124, 77.083366)",16.89,0.75,0.00
2022-11-12 03:00:00,"(28.557124, 77.083366)",17.46,0.72,0.00
2022-11-12 04:00:00,"(28.557124, 77.083366)",18.05,0.67,0.00
2022-11-12 05:00:00,"(28.557124, 77.083366)",23.16,0.51,0.00
2022-11-12 06:00:00,"(28.557124, 77.083366)",25.34,0.43,0.00
2022-11-12 07:00:00,"(28.557124, 77.083366)",25.91,0.41,0.00
2022-11-12 08:00:00,"(28.557124, 77.083366)",27.75,0.33,0.00
2022-11-12 09:00:00,"(28.557124, 77.083366)",27.86,0.34,0.00
2022-11-12 10:00:00,"(28.557124, 77.083366)",25.74,0.44,0.00
2022-11-12 11:00:00,"(28.557124, 77.083366)",25.42,0.46,0.00
2022-11-12 12:00:00,"(28.557124, 77.083366)",24.51,0.51,0.00
2022-11-12 13:00:00,"(28.557124, 77.083366)",23.80,0.52,0.00
2022-11-12 14:00:00,"(28.557124, 77.083366)",21.31,0.59,0.00
2022-11-12 15:00:00,"(28.557124, 77.083366)",18.88,0.66,0.00
2022-11-12 16:00:00,"(28.557124, 77.083366)",18.51,0.66,0.00
2022-11-12 17:00:00,"(28.557124, 77.083366)",17.23,0.70,0.00
2022-11-12 18:00:00,"(28.557124, 77.083366)",16.93,0.71,0.00
2022-11-12 19:00:00,"(28.557124, 77.083366)",16.66,0.71,0.00
2022-11-12 20:00:00,"(28.557124, 77.083366)",15.65,0.75,0.00
2022-11-12 21:00:00,"(28.557124, 77.083366)",15.38,0.76,0.00
2022-11-12 22:00:00,"(28.557124, 77.083366)",15.00,0.76,0.00
2022-11-12 23:00:00,"(28.557124, 77.083366)",14.79,0.77,0.00
2022-11-13 00:00:00,"(28.557124, 77.083366)",15.89,0.75,0.00
2022-11-13 01:00:00,"(28.557124, 77.083366)",15.79,0.76,0.00
2022-11-13 02:00:00,"(28.557124, 77.083366)",16.47,0.75,0.00
2022-11-13 03:00:00,"(28.557124, 77.083366)",16.99,0.74,0.00
2022-11-13 04:00:00,"(28.557124, 77.083366)",18.33,0.67,0.00
2022-11-13 05:00:00,"(28.557124, 77.083366)",23.78,0.51,0.00
2022-11-13 06:00:00,"(28.557124, 77.083366)",25.45,0.47,0.00
2022-11-13 07:00:00,"(28.557124, 77.083366)",25.83,0.46,0.00
2022-11-13 08:00:00,"(28.557124, 77.083366)",27.81,0.38,0.00
2022-11-13 09:00:00,"(28.557124, 77.083366)",27.95,0.37,0.00
2022-11-13 10:00:00,"(28.557124, 77.083366)",25.97,0.48,0.00
2022-11-13 11:00:00,"(28.557124, 77.083366)",25.63,0.47,0.00
2022-11-13 12:00:00,"(28.557124, 77.083366)",24.12,0.56,0.00
2022-11-13 13:00:00,"(28.557124, 77.083366)",24.14,0.56,0.00
2022-11-13 14:00:00,"(28.557124, 77.083366)",22.31,0.61,0.00
2022-11-13 15:00:00,"(28.557124, 77.083366)",21.04,0.64,0.00
2022-11-13 16:00:00,"(28.557124, 77.083366)",20.69,0.65,0.00
2022-11-13 17:00:00,"(28.557124, 77.083366)",18.82,0.73,0.00
2022-11-13 18:00:00,"(28.557124, 77.083366)",18.23,0.75,0.00
2022-11-13 19:00:00,"(28.557124, 77.083366)",17.39,0.78,0.00
2022-11-13 20:00:00,"(28.557124, 77.083366)",16.65,0.83,0.00
2022-11-13 21:00:00,"(28.557124, 77.083366)",16.51,0.85,0.00
2022-11-13 22:00:00,"(28.557124, 77.083366)",16.78,0.84,0.00
2022-11-13 23:00:00,"(28.557124, 77.083366)",17.04,0.83,0.00
2022-11-14 00:00:00,"(28.557124, 77.083366)",17.91,0.82,0.00
2022-11-14 01:00:00,"(28.557124, 77.083366)",17.38,0.84,0.00
2022-11-14 02:00:00,"(28.557124, 77.083366)",18.47,0.80,0.00
2022-11-14 03:00:00,"(28.557124, 77.083366)",18.70,0.80,0.00
2022-11-14 04:00:00,"(28.557124, 77.083366)",19.93,0.71,0.00
2022-11-14 05:00:00,"(28.557124, 77.083366)",24.81,0.53,0.00
2022-11-14 06:00:00,"(28.557124, 77.083366)",27.38,0.44,0.00
2022-11-14 07:00:00,"(28.557124, 77.083366)",27.70,0.41,0.00
2022-11-14 08:00:00,"(28.557124, 77.083366)",28.77,0.37,0.00
2022-11-14 09:00:00,"(28.557124, 77.083366)",28.63,0.38,0.00
2022-11-14 10:00:00,"(28.557124, 77.083366)",26.65,0.50,0.00
2022-11-14 11:00:00,"(28.557124, 77.083366)",26.36,0.54,0.00
2022-11-14 12:00:00,"(28.557124, 77.083366)",25.15,0.60,0.00
2022-11-14 13:00:00,"(28.557124, 77.083366)",24.94,0.59,0.00
2022-11-14 14:00:00,"(28.557124, 77.083366)",23.55,0.62,0.00
2022-11-14 15:00:00,"(28.557124, 77.083366)",21.16,0.65,0.00
2022-11-14 16:00:00,"(28.557124, 77.083366)",20.78,0.62,0.00
2022-11-14 17:00:00,"(28.557124, 77.083366)",19.12,0.67,0.00
2022-11-14 18:00:00,"(28.557124, 77.083366)",18.48,0.69,0.00
2022-11-14 19:00:00,"(28.557124, 77.083366)",18.54,0.68,0.00
2022-11-14 20:00:00,"(28.557124, 77.083366)",17.98,0.70,0.00
2022-11-14 21:00:00,"(28.557124, 77.083366)",18.09,0.68,0.00
2022-11-14 22:00:00,"(28.557124, 77.083366)",16.95,0.70,0.00
2022-11-14 23:00:00,"(28.557124, 77.083366)",16.79,0.71,0.00
2022-11-15 00:00:00,"(28.557124, 77.083366)",17.35,0.75,0.00
2022-11-15 01:00:00,"(28.557124, 77.083366)",18.00,0.72,0.00
2022-11-15 02:00:00,"(28.557124, 77.083366)",18.26,0.77,0.00
2022-11-15 03:00:00,"(28.557124, 77.083366)",18.48,0.74,0.00
2022-11-15 04:00:00,"(28.557124, 77.083366)",18.89,0.71,0.00
2022-11-15 05:00:00,"(28.557124, 77.083366)",22.40,0.57,0.00
2022-11-15 06:00:00,"(28.557124, 77.083366)",25.39,0.52,0.00
2022-11-15 07:00:00,"(28.557124, 77.083366)",26.17,0.48,0.00
2022-11-15 08:00:00,"(28.557124, 77.083366)",27.86,0.41,0.00
2022-11-15 09:00:00,"(28.557124, 77.083366)",28.00,0.41,0.00
2022-11-15 10:00:00,"(28.557124, 77.083366)",26.06,0.51,0.00
2022-11-15 11:00:00,"(28.557124, 77.083366)",26.18,0.51,0.00
2022-11-15 12:00:00,"(28.557124, 77.083366)",25.34,0.59,0.00
2022-11-15 13:00:00,"(28.557124, 77.083366)",24.22,0.64,0.00
2022-11-15 14:00:00,"(28.557124, 77.083366)",22.24,0.71,0.00
2022-11-15 15:00:00,"(28.557124, 77.083366)",19.60,0.77,0.00
2022-11-15 16:00:00,"(28.557124, 77.083366)",19.36,0.78,0.00
2022-11-15 17:00:00,"(28.557124, 77.083366)",18.40,0.81,0.00
2022-11-15 18:00:00,"(28.557124, 77.083366)",18.07,0.83,0.00
2022-11-15 19:00:00,"(28.557124, 77.083366)",18.20,0.80,0.00
2022-11-15 20:00:00,"(28.557124, 77.083366)",17.41,0.80,0.00
2022-11-15 21:00:00,"(28.557124, 77.083366)",17.15,0.81,0.00
2022-11-15 22:00:00,"(28.557124, 77.083366)",16.60,0.81,0.00
2022-11-15 23:00:00,"(28.557124, 77.083366)",16.60,0.81,0.00
2022-11-16 00:00:00,"(28.557124, 77.083366)",16.90,0.82,0.00
2022-11-16 01:00:00,"(28.557124, 77.083366)",16.71,0.82,0.00
2022-11-16 02:00:00,"(28.557124, 77.083366)",17.00,0.81,0.00
2022-11-16 03:00:00,"(28.557124, 77.083366)",17.30,0.80,0.00
2022-11-16 04:00:00,"(28.557124, 77.083366)",17.83,0.77,0.00
2022-11-16 05:00:00,"(28.557124, 77.083366)",21.76,0.60,0.00
2022-11-16 06:00:00,"(28.557124, 77.083366)",24.49,0.50,0.00
2022-11-16 07:00:00,"(28.557124, 77.083366)",25.08,0.45,0.00
2022-11-16 08:00:00,"(28.557124, 77.083366)",26.52,0.34,0.00
2022-11-16 09:00:00,"(28.557124, 77.083366)",26.70,0.32,0.00
2022-11-16 10:00:00,"(28.557124, 77.083366)",24.31,0.39,0.00
2022-11-16 11:00:00,"(28.557124, 77.083366)",23.86,0.40,0.00
2022-11-16 12:00:00,"(28.557124, 77.083366)",23.00,0.43,0.00
2022-11-16 13:00:00,"(28.557124, 77.083366)",22.45,0.44,0.00
2022-11-16 14:00:00,"(28.557124, 77.083366)",20.49,0.52,0.00
2022-11-16 15:00:00,"(28.557124, 77.083366)",17.94,0.58,0.00
2022-11-16 16:00:00,"(28.557124, 77.083366)",17.63,0.59,0.00
2022-11-16 17:00:00,"(28.557124, 77.083366)",16.01,0.66,0.00
2022-11-16 18:00:00,"(28.557124, 77.083366)",15.93,0.68,0.00
2022-11-16 19:00:00,"(28.557124, 77.083366)",15.87,0.68,0.00
2022-11-16 20:00:00,"(28.557124, 77.083366)",15.05,0.72,0.00
2022-11-16 21:00:00,"(28.557124, 77.083366)",14.62,0.75,0.00
2022-11-16 22:00:00,"(28.557124, 77.083366)",13.78,0.80,0.00
2022-11-16 23:00:00,"(28.557124, 77.083366)",13.72,0.81,0.00
2022-11-17 00:00:00,"(28.557124, 77.083366)",14.41,0.81,0.00
2022-11-17 01:00:00,"(28.557124, 77.083366)",14.28,0.81,0.00
2022-11-17 02:00:00,"(28.557124, 77.083366)",15.03,0.77,0.00
2022-11-17 03:00:00,"(28.557124, 77.083366)",15.53,0.75,0.00
2022-11-17 04:00:00,"(28.557124, 77.083366)",16.61,0.69,0.00
2022-11-17 05:00:00,"(28.557124, 77.083366)",20.25,0.57,0.00
2022-11-17 06:00:00,"(28.557124, 77.083366)",22.93,0.48,0.00
2022-11-17 07:00:00,"(28.557124, 77.083366)",23.44,0.45,0.00
2022-11-17 08:00:00,"(28.557124, 77.083366)",25.03,0.37,0.00
2022-11-17 09:00:00,"(28.557124, 77.083366)",25.37,0.36,0.00
2022-11-17 10:00:00,"(28.557124, 77.083366)",23.55,0.47,0.00
2022-11-17 11:00:00,"(28.557124, 77.083366)",23.33,0.47,0.00
2022-11-17 12:00:00,"(28.557124, 77.083366)",22.79,0.50,0.00
2022-11-17 13:00:00,"(28.557124, 77.083366)",22.13,0.52,0.00
2022-11-17 14:00:00,"(28.557124, 77.083366)",19.98,0.60,0.00
2022-11-17 15:00:00,"(28.557124, 77.083366)",17.72,0.64,0.00
2022-11-17 16:00:00,"(28.557124, 77.083366)",17.30,0.66,0.00
2022-11-17 17:00:00,"(28.557124, 77.083366)",15.72,0.71,0.00
2022-11-17 18:00:00,"(28.557124, 77.083366)",15.65,0.73,0.00
2022-11-17 19:00:00,"(28.557124, 77.083366)",15.32,0.74,0.00
2022-11-17 20:00:00,"(28.557124, 77.083366)",14.05,0.78,0.00
2022-11-17 21:00:00,"(28.557124, 77.083366)",13.84,0.79,0.00
2022-11-17 22:00:00,"(28.557124, 77.083366)",13.03,0.81,0.00
2022-11-17 23:00:00,"(28.557124, 77.083366)",12.81,0.81,0.00
2022-11-18 00:00:00,"(28.557124, 77.083366)",13.41,0.81,0.00
2022-11-18 01:00:00,"(28.557124, 77.083366)",13.21,0.81,0.00
2022-11-18 02:00:00,"(28.557124, 77.083366)",13.97,0.78,0.00
2022-11-18 03:00:00,"(28.557124, 77.083366)",14.51,0.76,0.00
2022-11-18 04:00:00,"(28.557124, 77.083366)",15.76,0.69,0.00
2022-11-18 05:00:00,"(28.557124, 77.083366)",21.44,0.52,0.00
2022-11-18 06:00:00,"(28.557124, 77.083366)",24.03,0.39,0.00
2022-11-18 07:00:00,"(28.557124, 77.083366)",24.40,0.36,0.00
2022-11-18 08:00:00,"(28.557124, 77.083366)",25.73,0.30,0.00
2022-11-18 09:00:00,"(28.557124, 77.083366)",25.70,0.30,0.00
2022-11-18 10:00:00,"(28.557124, 77.083366)",23.61,0.39,0.00
2022-11-18 11:00:00,"(28.557124, 77.083366)",23.07,0.43,0.00
2022-11-18 12:00:00,"(28.557124, 77.083366)",22.30,0.48,0.00
2022-11-18 13:00:00,"(28.557124, 77.083366)",22.46,0.46,0.00
2022-11-18 14:00:00,"(28.557124, 77.083366)",20.57,0.52,0.00
2022-11-18 15:00:00,"(28.557124, 77.083366)",17.60,0.60,0.00
2022-11-18 16:00:00,"(28.557124, 77.083366)",17.76,0.59,0.00
2022-11-18 17:00:00,"(28.557124, 77.083366)",16.98,0.61,0.00
2022-11-18 18:00:00,"(28.557124, 77.083366)",16.05,0.65,0.00
2022-11-18 19:00:00,"(28.557124, 77.083366)",16.05,0.64,0.00
2022-11-18 20:00:00,"(28.557124, 77.083366)",14.71,0.68,0.00
2022-11-18 21:00:00,"(28.557124, 77.083366)",14.39,0.70,0.00
2022-11-18 22:00:00,"(28.557124, 77.083366)",13.07,0.77,0.00
2022-11-18 23:00:00,"(28.557124, 77.083366)",12.69,0.78,0.00
2022-11-19 00:00:00,"(28.557124, 77.083366)",13.19,0.80,0.00
2022-11-19 01:00:00,"(28.557124, 77.083366)",13.38,0.80,0.00
2022-11-19 02:00:00,"(28.557124, 77.083366)",13.52,0.82,0.00
2022-11-19 03:00:00,"(28.557124, 77.083366)",14.30,0.76,0.00
2022-11-19 04:00:00,"(28.557124, 77.083366)",16.05,0.64,0.00
2022-11-19 05:00:00,"(28.557124, 77.083366)",22.16,0.45,0.00
2022-11-19 06:00:00,"(28.557124, 77.083366)",24.32,0.38,0.00
2022-11-19 07:00:00,"(28.557124, 77.083366)",24.59,0.37,0.00
2022-11-19 08:00:00,"(28.557124, 77.083366)",25.99,0.32,0.00
2022-11-19 09:00:00,"(28.557124, 77.083366)",26.02,0.32,0.00
2022-11-19 10:00:00,"(28.557124, 77.083366)",23.86,0.45,0.00
2022-11-19 11:00:00,"(28.557124, 77.083366)",23.61,0.47,0.00
2022-11-19 12:00:00,"(28.557124, 77.083366)",22.91,0.52,0.00
2022-11-19 13:00:00,"(28.557124, 77.083366)",22.13,0.54,0.00
2022-11-19 14:00:00,"(28.557124, 77.083366)",19.59,0.61,0.00
2022-11-19 15:00:00,"(28.557124, 77.083366)",17.74,0.66,0.00
2022-11-19 16:00:00,"(28.557124, 77.083366)",17.73,0.65,0.00
2022-11-19 17:00:00,"(28.557124, 77.083366)",15.52,0.74,0.00
2022-11-19 18:00:00,"(28.557124, 77.083366)",14.83,0.78,0.00
2022-11-19 19:00:00,"(28.557124, 77.083366)",14.09,0.81,0.00
2022-11-19 20:00:00,"(28.557124, 77.083366)",13.32,0.82,0.00
2022-11-19 21:00:00,"(28.557124, 77.083366)",13.22,0.81,0.00
2022-11-19 22:00:00,"(28.557124, 77.083366)",12.63,0.83,0.00
2022-11-19 23:00:00,"(28.557124, 77.083366)",12.49,0.85,0.00
2022-11-20 00:00:00,"(28.557124, 77.083366)",12.59,0.86,0.00
2022-11-20 01:00:00,"(28.557124, 77.083366)",12.56,0.87,0.00
2022-11-20 02:00:00,"(28.557124, 77.083366)",13.26,0.84,0.00
2022-11-20 03:00:00,"(28.557124, 77.083366)",13.70,0.83,0.00
2022-11-20 04:00:00,"(28.557124, 77.083366)",16.11,0.76,0.00
2022-11-20 05:00:00,"(28.557124, 77.083366)",21.87,0.58,0.00
2022-11-20 06:00:00,"(28.557124, 77.083366)",23.48,0.48,0.00
2022-11-20 07:00:00,"(28.557124, 77.083366)",24.07,0.44,0.00
2022-11-20 08:00:00,"(28.557124, 77.083366)",25.88,0.37,0.00
2022-11-20 09:00:00,"(28.557124, 77.083366)",26.17,0.36,0.00
2022-11-20 10:00:00,"(28.557124, 77.083366)",24.00,0.49,0.00
2022-11-20 11:00:00,"(28.557124, 77.083366)",23.84,0.49,0.00
2022-11-20 12:00:00,"(28.557124, 77.083366)",22.22,0.59,0.00
2022-11-20 13:00:00,"(28.557124, 77.083366)",21.32,0.60,0.00
2022-11-20 14:00:00,"(28.557124, 77.083366)",18.75,0.66,0.00
2022-11-20 15:00:00,"(28.557124, 77.083366)",17.03,0.71,0.00
2022-11-20 16:00:00,"(28.557124, 77.083366)",16.66,0.70,0.00
2022-11-20 17:00:00,"(28.557124, 77.083366)",15.35,0.72,0.00
2022-11-20 18:00:00,"(28.557124, 77.083366)",15.04,0.73,0.00
2022-11-20 19:00:00,"(28.557124, 77.083366)",14.95,0.71,0.00
2022-11-20 20:00:00,"(28.557124, 77.083366)",13.80,0.76,0.00
2022-11-20 21:00:00,"(28.557124, 77.083366)",13.57,0.77,0.00
2022-11-20 22:00:00,"(28.557124, 77.083366)",12.71,0.78,0.00
2022-11-20 23:00:00,"(28.557124, 77.083366)",12.68,0.78,0.00
2022-11-21 00:00:00,"(28.557124, 77.083366)",13.23,0.79,0.00
2022-11-21 01:00:00,"(28.557124, 77.083366)",13.18,0.79,0.00
2022-11-21 02:00:00,"(28.557124, 77.083366)",13.70,0.78,0.00
2022-11-21 03:00:00,"(28.557124, 77.083366)",14.03,0.77,0.00
2022-11-21 04:00:00,"(28.557124, 77.083366)",15.56,0.71,0.00
2022-11-21 05:00:00,"(28.557124, 77.083366)",21.85,0.53,0.00
2022-11-21 06:00:00,"(28.557124, 77.083366)",23.62,0.42,0.00
2022-11-21 07:00:00,"(28.557124, 77.083366)",24.27,0.38,0.00
2022-11-21 08:00:00,"(28.557124, 77.083366)",26.51,0.32,0.00
2022-11-21 09:00:00,"(28.557124, 77.083366)",26.81,0.31,0.00
2022-11-21 10:00:00,"(28.557124, 77.083366)",24.33,0.43,0.00
2022-11-21 11:00:00,"(28.557124, 77.083366)",23.96,0.44,0.00
2022-11-21 12:00:00,"(28.557124, 77.083366)",22.53,0.54,0.00
2022-11-21 13:00:00,"(28.557124, 77.083366)",21.93,0.56,0.00
2022-11-21 14:00:00,"(28.557124, 77.083366)",19.62,0.61,0.00
2022-11-21 15:00:00,"(28.557124, 77.083366)",17.23,0.65,0.00
2022-11-21 16:00:00,"(28.557124, 77.083366)",16.80,0.65,0.00
2022-11-21 17:00:00,"(28.557124, 77.083366)",15.36,0.68,0.00
2022-11-21 18:00:00,"(28.557124, 77.083366)",15.14,0.69,0.00
2022-11-21 19:00:00,"(28.557124, 77.083366)",14.95,0.68,0.00
2022-11-21 20:00:00,"(28.557124, 77.083366)",13.64,0.71,0.00
2022-11-21 21:00:00,"(28.557124, 77.083366)",13.27,0.73,0.00
2022-11-21 22:00:00,"(28.557124, 77.083366)",12.37,0.77,0.00
2022-11-21 23:00:00,"(28.557124, 77.083366)",12.22,0.78,0.00
2022-11-22 00:00:00,"(28.557124, 77.083366)",13.15,0.75,0.00
2022-11-22 01:00:00,"(28.557124, 77.083366)",13.05,0.76,0.00
2022-11-22 02:00:00,"(28.557124, 77.083366)",13.70,0.73,0.00
2022-11-22 03:00:00,"(28.557124, 77.083366)",14.24,0.71,0.00
2022-11-22 04:00:00,"(28.557124, 77.083366)",15.73,0.65,0.00
2022-11-22 05:00:00,"(28.557124, 77.083366)",20.82,0.55,0.00
2022-11-22 06:00:00,"(28.557124, 77.083366)",23.20,0.44,0.00
2022-11-22 07:00:00,"(28.557124, 77.083366)",23.89,0.40,0.00
2022-11-22 08:00:00,"(28.557124, 77.083366)",25.74,0.32,0.00
2022-11-22 09:00:00,"(28.557124, 77.083366)",26.06,0.30,0.00
2022-11-22 10:00:00,"(28.557124, 77.083366)",23.73,0.41,0.00
2022-11-22 11:00:00,"(28.557124, 77.083366)",23.45,0.41,0.00
2022-11-22 12:00:00,"(28.557124, 77.083366)",22.07,0.50,0.00
2022-11-22 13:00:00,"(28.557124, 77.083366)",21.34,0.52,0.00
2022-11-22 14:00:00,"(28.557124, 77.083366)",18.63,0.58,0.00
2022-11-22 15:00:00,"(28.557124, 77.083366)",16.96,0.62,0.00
2022-11-22 16:00:00,"(28.557124, 77.083366)",16.62,0.62,0.00
2022-11-22 17:00:00,"(28.557124, 77.083366)",15.10,0.64,0.00
2022-11-22 18:00:00,"(28.557124, 77.083366)",14.82,0.66,0.00
2022-11-22 19:00:00,"(28.557124, 77.083366)",14.40,0.68,0.00
2022-11-22 20:00:00,"(28.557124, 77.083366)",13.17,0.73,0.00
2022-11-22 21:00:00,"(28.557124, 77.083366)",12.76,0.74,0.00
2022-11-22 22:00:00,"(28.557124, 77.083366)",11.99,0.76,0.00
2022-11-22 23:00:00,"(28.557124, 77.083366)",11.67,0.77,0.00
2022-11-23 00:00:00,"(28.557124, 77.083366)",11.98,0.78,0.00
2022-11-23 01:00:00,"(28.557124, 77.083366)",11.83,0.78,0.00
2022-11-23 02:00:00,"(28.557124, 77.083366)",12.74,0.74,0.00
2022-11-23 03:00:00,"(28.557124, 77.083366)",13.45,0.72,0.00
2022-11-23 04:00:00,"(28.557124, 77.083366)",14.83,0.64,0.00
2022-11-23 05:00:00,"(28.557124, 77.083366)",22.05,0.47,0.00
2022-11-23 06:00:00,"(28.557124, 77.083366)",23.27,0.38,0.00
2022-11-23 07:00:00,"(28.557124, 77.083366)",23.99,0.34,0.00
2022-11-23 08:00:00,"(28.557124, 77.083366)",25.66,0.26,0.00
2022-11-23 09:00:00,"(28.557124, 77.083366)",26.00,0.25,0.00
2022-11-23 10:00:00,"(28.557124, 77.083366)",24.04,0.34,0.00
2022-11-23 11:00:00,"(28.557124, 77.083366)",23.62,0.35,0.00
2022-11-23 12:00:00,"(28.557124, 77.083366)",21.73,0.44,0.00
2022-11-23 13:00:00,"(28.557124, 77.083366)",20.98,0.46,0.00
2022-11-23 14:00:00,"(28.557124, 77.083366)",18.27,0.51,0.00
2022-11-23 15:00:00,"(28.557124, 77.083366)",16.47,0.54,0.00
2022-11-23 16:00:00,"(28.557124, 77.083366)",15.89,0.55,0.00
2022-11-23 17:00:00,"(28.557124, 77.083366)",14.55,0.59,0.00
2022-11-23 18:00:00,"(28.557124, 77.083366)",14.11,0.60,0.00
2022-11-23 19:00:00,"(28.557124, 77.083366)",14.23,0.59,0.00
2022-11-23 20:00:00,"(28.557124, 77.083366)",13.07,0.65,0.00
2022-11-23 21:00:00,"(28.557124, 77.083366)",12.88,0.67,0.00
2022-11-23 22:00:00,"(28.557124, 77.083366)",11.91,0.70,0.00
2022-11-23 23:00:00,"(28.557124, 77.083366)",11.74,0.71,0.00
2022-11-24 00:00:00,"(28.557124, 77.083366)",12.25,0.70,0.00
2022-11-24 01:00:00,"(28.557124, 77.083366)",12.21,0.71,0.00
2022-11-24 02:00:00,"(28.557124, 77.083366)",12.60,0.69,0.00
2022-11-24 03:00:00,"(28.557124, 77.083366)",13.18,0.68,0.00
2022-11-24 04:00:00,"(28.557124, 77.083366)",15.81,0.62,0.00
2022-11-24 05:00:00,"(28.557124, 77.083366)",21.48,0.50,0.00
2022-11-24 06:00:00,"(28.557124, 77.083366)",23.54,0.40,0.00
2022-11-24 07:00:00,"(28.557124, 77.083366)",24.35,0.36,0.00
2022-11-24 08:00:00,"(28.557124, 77.083366)",26.17,0.30,0.00
