datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),total_precipitation (mm of water equivalent)
2022-01-01 00:00:00,"(28.557124, 77.083366)",6.51,0.90,0.00
2022-01-01 01:00:00,"(28.557124, 77.083366)",6.40,0.91,0.00
2022-01-01 02:00:00,"(28.557124, 77.083366)",6.64,0.90,0.00
2022-01-01 03:00:00,"(28.557124, 77.083366)",7.03,0.87,0.00
2022-01-01 04:00:00,"(28.557124, 77.083366)",8.47,0.84,0.00
2022-01-01 05:00:00,"(28.557124, 77.083366)",14.25,0.70,0.00
2022-01-01 06:00:00,"(28.557124, 77.083366)",16.11,0.63,0.00
2022-01-01 07:00:00,"(28.557124, 77.083366)",16.69,0.61,0.00
2022-01-01 08:00:00,"(28.557124, 77.083366)",19.21,0.52,0.00
2022-01-01 09:00:00,"(28.557124, 77.083366)",19.80,0.49,0.00
2022-01-01 10:00:00,"(28.557124, 77.083366)",17.65,0.59,0.00
2022-01-01 11:00:00,"(28.557124, 77.083366)",17.53,0.59,0.00
2022-01-01 12:00:00,"(28.557124, 77.083366)",17.97,0.59,0.00
2022-01-01 13:00:00,"(28.557124, 77.083366)",17.47,0.62,0.00
2022-01-01 14:00:00,"(28.557124, 77.083366)",14.78,0.73,0.00
2022-01-01 15:00:00,"(28.557124, 77.083366)",12.02,0.81,0.00
2022-01-01 16:00:00,"(28.557124, 77.083366)",11.73,0.83,0.00
2022-01-01 17:00:00,"(28.557124, 77.083366)",10.30,0.88,0.00
2022-01-01 18:00:00,"(28.557124, 77.083366)",10.01,0.88,0.00
2022-01-01 19:00:00,"(28.557124, 77.083366)",9.61,0.90,0.00
2022-01-01 20:00:00,"(28.557124, 77.083366)",8.82,0.93,0.00
2022-01-01 21:00:00,"(28.557124, 77.083366)",8.50,0.93,0.00
2022-01-01 22:00:00,"(28.557124, 77.083366)",8.08,0.94,0.00
2022-01-01 23:00:00,"(28.557124, 77.083366)",7.61,0.95,0.00
2022-01-02 00:00:00,"(28.557124, 77.083366)",7.46,0.95,0.00
2022-01-02 01:00:00,"(28.557124, 77.083366)",7.48,0.95,0.00
2022-01-02 02:00:00,"(28.557124, 77.083366)",7.56,0.94,0.00
2022-01-02 03:00:00,"(28.557124, 77.083366)",7.92,0.93,0.00
2022-01-02 04:00:00,"(28.557124, 77.083366)",9.09,0.93,0.00
2022-01-02 05:00:00,"(28.557124, 77.083366)",14.37,0.72,0.00
2022-01-02 06:00:00,"(28.557124, 77.083366)",16.79,0.62,0.00
2022-01-02 07:00:00,"(28.557124, 77.083366)",17.45,0.59,0.00
2022-01-02 08:00:00,"(28.557124, 77.083366)",20.07,0.48,0.00
2022-01-02 09:00:00,"(28.557124, 77.083366)",20.49,0.46,0.00
2022-01-02 10:00:00,"(28.557124, 77.083366)",18.20,0.56,0.00
2022-01-02 11:00:00,"(28.557124, 77.083366)",18.11,0.56,0.00
2022-01-02 12:00:00,"(28.557124, 77.083366)",16.99,0.64,0.00
2022-01-02 13:00:00,"(28.557124, 77.083366)",16.43,0.67,0.00
2022-01-02 14:00:00,"(28.557124, 77.083366)",14.21,0.77,0.00
2022-01-02 15:00:00,"(28.557124, 77.083366)",12.15,0.81,0.00
2022-01-02 16:00:00,"(28.557124, 77.083366)",11.85,0.82,0.00
2022-01-02 17:00:00,"(28.557124, 77.083366)",10.34,0.87,0.00
2022-01-02 18:00:00,"(28.557124, 77.083366)",9.73,0.89,0.00
2022-01-02 19:00:00,"(28.557124, 77.083366)",9.29,0.91,0.00
2022-01-02 20:00:00,"(28.557124, 77.083366)",8.34,0.93,0.00
2022-01-02 21:00:00,"(28.557124, 77.083366)",7.96,0.94,0.00
2022-01-02 22:00:00,"(28.557124, 77.083366)",7.61,0.96,0.00
2022-01-02 23:00:00,"(28.557124, 77.083366)",7.26,0.97,0.00
2022-01-03 00:00:00,"(28.557124, 77.083366)",6.91,0.96,0.00
2022-01-03 01:00:00,"(28.557124, 77.083366)",7.17,0.95,0.00
2022-01-03 02:00:00,"(28.557124, 77.083366)",7.32,0.94,0.00
2022-01-03 03:00:00,"(28.557124, 77.083366)",7.55,0.94,0.00
2022-01-03 04:00:00,"(28.557124, 77.083366)",9.22,0.89,0.00
2022-01-03 05:00:00,"(28.557124, 77.083366)",16.08,0.69,0.00
2022-01-03 06:00:00,"(28.557124, 77.083366)",17.98,0.56,0.00
2022-01-03 07:00:00,"(28.557124, 77.083366)",18.53,0.53,0.00
2022-01-03 08:00:00,"(28.557124, 77.083366)",21.06,0.45,0.00
2022-01-03 09:00:00,"(28.557124, 77.083366)",21.44,0.44,0.00
2022-01-03 10:00:00,"(28.557124, 77.083366)",19.42,0.56,0.00
2022-01-03 11:00:00,"(28.557124, 77.083366)",19.25,0.57,0.00
2022-01-03 12:00:00,"(28.557124, 77.083366)",18.00,0.66,0.00
2022-01-03 13:00:00,"(28.557124, 77.083366)",17.50,0.69,0.00
2022-01-03 14:00:00,"(28.557124, 77.083366)",15.89,0.74,0.00
2022-01-03 15:00:00,"(28.557124, 77.083366)",14.01,0.79,0.00
2022-01-03 16:00:00,"(28.557124, 77.083366)",13.89,0.80,0.00
2022-01-03 17:00:00,"(28.557124, 77.083366)",13.17,0.83,0.00
2022-01-03 18:00:00,"(28.557124, 77.083366)",12.66,0.84,0.00
2022-01-03 19:00:00,"(28.557124, 77.083366)",12.40,0.85,0.00
2022-01-03 20:00:00,"(28.557124, 77.083366)",11.72,0.88,0.00
2022-01-03 21:00:00,"(28.557124, 77.083366)",11.55,0.88,0.00
2022-01-03 22:00:00,"(28.557124, 77.083366)",10.57,0.90,0.00
2022-01-03 23:00:00,"(28.557124, 77.083366)",10.15,0.91,0.00
2022-01-04 00:00:00,"(28.557124, 77.083366)",10.53,0.89,0.00
2022-01-04 01:00:00,"(28.557124, 77.083366)",10.66,0.90,0.00
2022-01-04 02:00:00,"(28.557124, 77.083366)",10.79,0.90,0.00
2022-01-04 03:00:00,"(28.557124, 77.083366)",11.04,0.90,0.00
2022-01-04 04:00:00,"(28.557124, 77.083366)",12.29,0.85,0.00
2022-01-04 05:00:00,"(28.557124, 77.083366)",16.48,0.69,0.00
2022-01-04 06:00:00,"(28.557124, 77.083366)",19.37,0.57,0.00
2022-01-04 07:00:00,"(28.557124, 77.083366)",20.11,0.52,0.00
2022-01-04 08:00:00,"(28.557124, 77.083366)",22.14,0.44,0.00
2022-01-04 09:00:00,"(28.557124, 77.083366)",22.56,0.43,0.00
2022-01-04 10:00:00,"(28.557124, 77.083366)",20.61,0.53,0.00
2022-01-04 11:00:00,"(28.557124, 77.083366)",20.16,0.56,0.00
2022-01-04 12:00:00,"(28.557124, 77.083366)",18.61,0.67,0.00
2022-01-04 13:00:00,"(28.557124, 77.083366)",18.23,0.69,0.00
2022-01-04 14:00:00,"(28.557124, 77.083366)",16.88,0.76,0.00
2022-01-04 15:00:00,"(28.557124, 77.083366)",14.81,0.85,0.00
2022-01-04 16:00:00,"(28.557124, 77.083366)",15.02,0.84,0.00
2022-01-04 17:00:00,"(28.557124, 77.083366)",14.87,0.83,0.00
2022-01-04 18:00:00,"(28.557124, 77.083366)",14.64,0.84,0.00
2022-01-04 19:00:00,"(28.557124, 77.083366)",14.96,0.84,0.00
2022-01-04 20:00:00,"(28.557124, 77.083366)",14.10,0.85,0.00
2022-01-04 21:00:00,"(28.557124, 77.083366)",13.72,0.85,0.00
2022-01-04 22:00:00,"(28.557124, 77.083366)",12.46,0.91,0.00
2022-01-04 23:00:00,"(28.557124, 77.083366)",12.64,0.90,0.00
2022-01-05 00:00:00,"(28.557124, 77.083366)",13.17,0.91,0.00
2022-01-05 01:00:00,"(28.557124, 77.083366)",13.56,0.87,0.01
2022-01-05 02:00:00,"(28.557124, 77.083366)",13.87,0.88,0.39
2022-01-05 03:00:00,"(28.557124, 77.083366)",13.77,0.90,0.19
2022-01-05 04:00:00,"(28.557124, 77.083366)",13.49,0.93,0.27
2022-01-05 05:00:00,"(28.557124, 77.083366)",14.14,0.94,0.43
2022-01-05 06:00:00,"(28.557124, 77.083366)",14.58,0.94,0.55
2022-01-05 07:00:00,"(28.557124, 77.083366)",14.97,0.91,0.88
2022-01-05 08:00:00,"(28.557124, 77.083366)",14.57,0.94,0.43
2022-01-05 09:00:00,"(28.557124, 77.083366)",14.52,0.94,0.49
2022-01-05 10:00:00,"(28.557124, 77.083366)",13.44,0.94,0.79
2022-01-05 11:00:00,"(28.557124, 77.083366)",13.52,0.93,1.09
2022-01-05 12:00:00,"(28.557124, 77.083366)",13.72,0.92,1.64
2022-01-05 13:00:00,"(28.557124, 77.083366)",13.67,0.93,1.24
2022-01-05 14:00:00,"(28.557124, 77.083366)",13.74,0.93,1.44
2022-01-05 15:00:00,"(28.557124, 77.083366)",13.56,0.94,2.13
2022-01-05 16:00:00,"(28.557124, 77.083366)",13.70,0.93,2.76
2022-01-05 17:00:00,"(28.557124, 77.083366)",13.49,0.95,2.83
2022-01-05 18:00:00,"(28.557124, 77.083366)",13.49,0.95,1.85
2022-01-05 19:00:00,"(28.557124, 77.083366)",13.35,0.95,0.32
2022-01-05 20:00:00,"(28.557124, 77.083366)",13.13,0.95,0.56
2022-01-05 21:00:00,"(28.557124, 77.083366)",13.06,0.94,0.47
2022-01-05 22:00:00,"(28.557124, 77.083366)",12.85,0.96,0.29
2022-01-05 23:00:00,"(28.557124, 77.083366)",12.95,0.97,0.19
2022-01-06 00:00:00,"(28.557124, 77.083366)",13.42,0.96,0.03
2022-01-06 01:00:00,"(28.557124, 77.083366)",13.64,0.96,0.08
2022-01-06 02:00:00,"(28.557124, 77.083366)",13.95,0.96,0.09
2022-01-06 03:00:00,"(28.557124, 77.083366)",13.83,0.96,0.04
2022-01-06 04:00:00,"(28.557124, 77.083366)",13.82,0.97,0.04
2022-01-06 05:00:00,"(28.557124, 77.083366)",14.96,0.92,0.02
2022-01-06 06:00:00,"(28.557124, 77.083366)",15.91,0.88,0.00
2022-01-06 07:00:00,"(28.557124, 77.083366)",16.23,0.85,0.01
2022-01-06 08:00:00,"(28.557124, 77.083366)",17.59,0.76,0.00
2022-01-06 09:00:00,"(28.557124, 77.083366)",17.94,0.74,0.01
2022-01-06 10:00:00,"(28.557124, 77.083366)",17.77,0.79,0.03
2022-01-06 11:00:00,"(28.557124, 77.083366)",17.78,0.79,0.01
2022-01-06 12:00:00,"(28.557124, 77.083366)",17.98,0.78,0.00
2022-01-06 13:00:00,"(28.557124, 77.083366)",17.81,0.79,0.04
2022-01-06 14:00:00,"(28.557124, 77.083366)",17.30,0.82,0.00
2022-01-06 15:00:00,"(28.557124, 77.083366)",16.20,0.87,0.03
2022-01-06 16:00:00,"(28.557124, 77.083366)",15.99,0.87,0.05
2022-01-06 17:00:00,"(28.557124, 77.083366)",15.19,0.91,0.33
2022-01-06 18:00:00,"(28.557124, 77.083366)",14.97,0.94,0.39
2022-01-06 19:00:00,"(28.557124, 77.083366)",14.70,0.95,0.20
2022-01-06 20:00:00,"(28.557124, 77.083366)",14.06,0.96,0.31
2022-01-06 21:00:00,"(28.557124, 77.083366)",13.96,0.97,0.05
2022-01-06 22:00:00,"(28.557124, 77.083366)",13.61,0.97,0.02
2022-01-06 23:00:00,"(28.557124, 77.083366)",13.81,0.97,0.01
2022-01-07 00:00:00,"(28.557124, 77.083366)",14.47,0.97,0.00
2022-01-07 01:00:00,"(28.557124, 77.083366)",14.78,0.96,0.00
2022-01-07 02:00:00,"(28.557124, 77.083366)",15.07,0.97,0.00
2022-01-07 03:00:00,"(28.557124, 77.083366)",15.01,0.96,0.00
2022-01-07 04:00:00,"(28.557124, 77.083366)",14.89,0.96,0.00
2022-01-07 05:00:00,"(28.557124, 77.083366)",15.95,0.92,0.00
2022-01-07 06:00:00,"(28.557124, 77.083366)",17.69,0.85,0.06
2022-01-07 07:00:00,"(28.557124, 77.083366)",17.80,0.84,0.06
2022-01-07 08:00:00,"(28.557124, 77.083366)",18.97,0.80,0.04
2022-01-07 09:00:00,"(28.557124, 77.083366)",19.21,0.81,0.03
2022-01-07 10:00:00,"(28.557124, 77.083366)",18.07,0.83,0.03
2022-01-07 11:00:00,"(28.557124, 77.083366)",17.81,0.86,0.00
2022-01-07 12:00:00,"(28.557124, 77.083366)",18.12,0.84,0.03
2022-01-07 13:00:00,"(28.557124, 77.083366)",18.04,0.85,0.01
2022-01-07 14:00:00,"(28.557124, 77.083366)",17.59,0.86,0.01
2022-01-07 15:00:00,"(28.557124, 77.083366)",17.10,0.87,0.02
2022-01-07 16:00:00,"(28.557124, 77.083366)",17.42,0.85,0.02
2022-01-07 17:00:00,"(28.557124, 77.083366)",17.19,0.87,0.17
2022-01-07 18:00:00,"(28.557124, 77.083366)",17.05,0.89,0.27
2022-01-07 19:00:00,"(28.557124, 77.083366)",16.74,0.91,0.30
2022-01-07 20:00:00,"(28.557124, 77.083366)",16.47,0.94,0.26
2022-01-07 21:00:00,"(28.557124, 77.083366)",16.44,0.95,0.07
2022-01-07 22:00:00,"(28.557124, 77.083366)",16.14,0.96,0.00
2022-01-07 23:00:00,"(28.557124, 77.083366)",16.00,0.97,0.03
2022-01-08 00:00:00,"(28.557124, 77.083366)",15.53,0.98,0.34
2022-01-08 01:00:00,"(28.557124, 77.083366)",15.67,0.98,0.71
2022-01-08 02:00:00,"(28.557124, 77.083366)",15.72,0.98,0.73
2022-01-08 03:00:00,"(28.557124, 77.083366)",15.54,0.98,0.41
2022-01-08 04:00:00,"(28.557124, 77.083366)",15.32,0.97,0.23
2022-01-08 05:00:00,"(28.557124, 77.083366)",16.09,0.93,0.49
2022-01-08 06:00:00,"(28.557124, 77.083366)",16.35,0.94,2.24
2022-01-08 07:00:00,"(28.557124, 77.083366)",15.97,0.97,1.03
2022-01-08 08:00:00,"(28.557124, 77.083366)",16.38,0.98,1.01
2022-01-08 09:00:00,"(28.557124, 77.083366)",16.92,0.95,1.09
2022-01-08 10:00:00,"(28.557124, 77.083366)",16.62,0.95,0.53
2022-01-08 11:00:00,"(28.557124, 77.083366)",16.74,0.95,0.55
2022-01-08 12:00:00,"(28.557124, 77.083366)",16.93,0.94,0.88
2022-01-08 13:00:00,"(28.557124, 77.083366)",16.97,0.94,0.65
2022-01-08 14:00:00,"(28.557124, 77.083366)",16.56,0.96,0.63
2022-01-08 15:00:00,"(28.557124, 77.083366)",15.90,0.98,0.79
2022-01-08 16:00:00,"(28.557124, 77.083366)",15.68,0.98,0.80
2022-01-08 17:00:00,"(28.557124, 77.083366)",15.33,0.99,1.21
2022-01-08 18:00:00,"(28.557124, 77.083366)",15.13,1.00,1.73
2022-01-08 19:00:00,"(28.557124, 77.083366)",15.42,1.00,4.61
2022-01-08 20:00:00,"(28.557124, 77.083366)",15.40,0.99,6.12
2022-01-08 21:00:00,"(28.557124, 77.083366)",15.20,0.99,5.98
2022-01-08 22:00:00,"(28.557124, 77.083366)",14.71,1.00,3.98
2022-01-08 23:00:00,"(28.557124, 77.083366)",14.81,1.00,1.98
2022-01-09 00:00:00,"(28.557124, 77.083366)",14.78,1.00,0.83
2022-01-09 01:00:00,"(28.557124, 77.083366)",14.58,1.00,0.35
2022-01-09 02:00:00,"(28.557124, 77.083366)",14.56,1.00,0.11
2022-01-09 03:00:00,"(28.557124, 77.083366)",14.29,1.00,0.03
2022-01-09 04:00:00,"(28.557124, 77.083366)",13.75,1.00,0.00
2022-01-09 05:00:00,"(28.557124, 77.083366)",14.17,0.98,0.01
2022-01-09 06:00:00,"(28.557124, 77.083366)",14.65,0.93,0.04
2022-01-09 07:00:00,"(28.557124, 77.083366)",14.77,0.91,0.05
2022-01-09 08:00:00,"(28.557124, 77.083366)",15.71,0.84,0.08
2022-01-09 09:00:00,"(28.557124, 77.083366)",16.25,0.80,0.13
2022-01-09 10:00:00,"(28.557124, 77.083366)",13.98,0.94,0.04
2022-01-09 11:00:00,"(28.557124, 77.083366)",14.15,0.91,0.02
2022-01-09 12:00:00,"(28.557124, 77.083366)",14.56,0.86,0.00
2022-01-09 13:00:00,"(28.557124, 77.083366)",14.32,0.87,0.00
2022-01-09 14:00:00,"(28.557124, 77.083366)",13.72,0.88,0.00
2022-01-09 15:00:00,"(28.557124, 77.083366)",12.31,0.93,0.00
2022-01-09 16:00:00,"(28.557124, 77.083366)",12.35,0.92,0.00
2022-01-09 17:00:00,"(28.557124, 77.083366)",11.79,0.93,0.00
2022-01-09 18:00:00,"(28.557124, 77.083366)",11.55,0.92,0.00
2022-01-09 19:00:00,"(28.557124, 77.083366)",11.53,0.91,0.00
2022-01-09 20:00:00,"(28.557124, 77.083366)",10.61,0.92,0.00
2022-01-09 21:00:00,"(28.557124, 77.083366)",10.28,0.92,0.00
2022-01-09 22:00:00,"(28.557124, 77.083366)",9.73,0.92,0.00
2022-01-09 23:00:00,"(28.557124, 77.083366)",9.50,0.93,0.00
2022-01-10 00:00:00,"(28.557124, 77.083366)",10.09,0.92,0.00
2022-01-10 01:00:00,"(28.557124, 77.083366)",10.14,0.92,0.00
2022-01-10 02:00:00,"(28.557124, 77.083366)",9.98,0.94,0.00
2022-01-10 03:00:00,"(28.557124, 77.083366)",10.48,0.92,0.00
2022-01-10 04:00:00,"(28.557124, 77.083366)",10.97,0.92,0.00
2022-01-10 05:00:00,"(28.557124, 77.083366)",12.92,0.87,0.00
2022-01-10 06:00:00,"(28.557124, 77.083366)",14.84,0.80,0.00
2022-01-10 07:00:00,"(28.557124, 77.083366)",15.37,0.77,0.00
2022-01-10 08:00:00,"(28.557124, 77.083366)",17.17,0.68,0.00
2022-01-10 09:00:00,"(28.557124, 77.083366)",17.66,0.64,0.00
2022-01-10 10:00:00,"(28.557124, 77.083366)",15.88,0.71,0.00
2022-01-10 11:00:00,"(28.557124, 77.083366)",15.88,0.70,0.00
2022-01-10 12:00:00,"(28.557124, 77.083366)",15.20,0.73,0.00
2022-01-10 13:00:00,"(28.557124, 77.083366)",14.59,0.77,0.00
2022-01-10 14:00:00,"(28.557124, 77.083366)",13.08,0.84,0.00
2022-01-10 15:00:00,"(28.557124, 77.083366)",11.31,0.91,0.00
2022-01-10 16:00:00,"(28.557124, 77.083366)",10.96,0.93,0.00
2022-01-10 17:00:00,"(28.557124, 77.083366)",10.09,0.95,0.00
2022-01-10 18:00:00,"(28.557124, 77.083366)",9.72,0.95,0.00
2022-01-10 19:00:00,"(28.557124, 77.083366)",9.32,0.96,0.00
2022-01-10 20:00:00,"(28.557124, 77.083366)",8.71,0.97,0.00
2022-01-10 21:00:00,"(28.557124, 77.083366)",8.72,0.96,0.00
2022-01-10 22:00:00,"(28.557124, 77.083366)",8.53,0.96,0.00
2022-01-10 23:00:00,"(28.557124, 77.083366)",8.54,0.97,0.00
2022-01-11 00:00:00,"(28.557124, 77.083366)",8.30,0.97,0.00
2022-01-11 01:00:00,"(28.557124, 77.083366)",8.22,0.98,0.00
2022-01-11 02:00:00,"(28.557124, 77.083366)",8.10,0.98,0.00
2022-01-11 03:00:00,"(28.557124, 77.083366)",8.50,0.97,0.00
2022-01-11 04:00:00,"(28.557124, 77.083366)",9.04,0.97,0.00
2022-01-11 05:00:00,"(28.557124, 77.083366)",11.68,0.88,0.00
2022-01-11 06:00:00,"(28.557124, 77.083366)",13.72,0.79,0.00
2022-01-11 07:00:00,"(28.557124, 77.083366)",14.29,0.75,0.00
2022-01-11 08:00:00,"(28.557124, 77.083366)",16.24,0.68,0.00
2022-01-11 09:00:00,"(28.557124, 77.083366)",16.43,0.64,0.00
2022-01-11 10:00:00,"(28.557124, 77.083366)",15.23,0.72,0.00
2022-01-11 11:00:00,"(28.557124, 77.083366)",14.94,0.75,0.00
2022-01-11 12:00:00,"(28.557124, 77.083366)",14.34,0.78,0.00
2022-01-11 13:00:00,"(28.557124, 77.083366)",13.71,0.82,0.00
2022-01-11 14:00:00,"(28.557124, 77.083366)",12.88,0.83,0.00
2022-01-11 15:00:00,"(28.557124, 77.083366)",12.74,0.80,0.00
2022-01-11 16:00:00,"(28.557124, 77.083366)",12.03,0.80,0.00
2022-01-11 17:00:00,"(28.557124, 77.083366)",11.20,0.83,0.00
2022-01-11 18:00:00,"(28.557124, 77.083366)",11.16,0.81,0.00
2022-01-11 19:00:00,"(28.557124, 77.083366)",10.58,0.84,0.00
2022-01-11 20:00:00,"(28.557124, 77.083366)",10.06,0.86,0.00
2022-01-11 21:00:00,"(28.557124, 77.083366)",10.13,0.87,0.00
2022-01-11 22:00:00,"(28.557124, 77.083366)",9.49,0.90,0.00
2022-01-11 23:00:00,"(28.557124, 77.083366)",9.70,0.90,0.00
2022-01-12 00:00:00,"(28.557124, 77.083366)",10.62,0.88,0.00
2022-01-12 01:00:00,"(28.557124, 77.083366)",10.40,0.90,0.00
2022-01-12 02:00:00,"(28.557124, 77.083366)",10.47,0.90,0.00
2022-01-12 03:00:00,"(28.557124, 77.083366)",10.27,0.91,0.00
2022-01-12 04:00:00,"(28.557124, 77.083366)",10.33,0.92,0.00
2022-01-12 05:00:00,"(28.557124, 77.083366)",12.15,0.90,0.00
2022-01-12 06:00:00,"(28.557124, 77.083366)",13.87,0.83,0.00
2022-01-12 07:00:00,"(28.557124, 77.083366)",14.07,0.80,0.02
2022-01-12 08:00:00,"(28.557124, 77.083366)",16.37,0.71,0.01
2022-01-12 09:00:00,"(28.557124, 77.083366)",16.60,0.69,0.01
2022-01-12 10:00:00,"(28.557124, 77.083366)",15.65,0.76,0.00
2022-01-12 11:00:00,"(28.557124, 77.083366)",15.53,0.77,0.01
2022-01-12 12:00:00,"(28.557124, 77.083366)",15.85,0.77,0.00
2022-01-12 13:00:00,"(28.557124, 77.083366)",16.01,0.78,0.00
2022-01-12 14:00:00,"(28.557124, 77.083366)",14.67,0.85,0.00
2022-01-12 15:00:00,"(28.557124, 77.083366)",13.37,0.89,0.00
2022-01-12 16:00:00,"(28.557124, 77.083366)",12.53,0.93,0.00
2022-01-12 17:00:00,"(28.557124, 77.083366)",11.47,0.96,0.00
2022-01-12 18:00:00,"(28.557124, 77.083366)",11.55,0.97,0.00
2022-01-12 19:00:00,"(28.557124, 77.083366)",11.46,0.97,0.00
2022-01-12 20:00:00,"(28.557124, 77.083366)",10.84,0.99,0.00
2022-01-12 21:00:00,"(28.557124, 77.083366)",11.27,0.98,0.00
2022-01-12 22:00:00,"(28.557124, 77.083366)",9.81,0.97,0.00
2022-01-12 23:00:00,"(28.557124, 77.083366)",9.98,0.97,0.00
2022-01-13 00:00:00,"(28.557124, 77.083366)",9.23,0.99,0.00
2022-01-13 01:00:00,"(28.557124, 77.083366)",9.02,0.99,0.00
2022-01-13 02:00:00,"(28.557124, 77.083366)",9.08,0.99,0.00
2022-01-13 03:00:00,"(28.557124, 77.083366)",9.28,1.00,0.00
2022-01-13 04:00:00,"(28.557124, 77.083366)",9.81,0.99,0.00
2022-01-13 05:00:00,"(28.557124, 77.083366)",12.17,0.92,0.00
2022-01-13 06:00:00,"(28.557124, 77.083366)",13.82,0.83,0.08
2022-01-13 07:00:00,"(28.557124, 77.083366)",14.02,0.80,0.04
2022-01-13 08:00:00,"(28.557124, 77.083366)",15.85,0.70,0.02
2022-01-13 09:00:00,"(28.557124, 77.083366)",15.88,0.70,0.01
2022-01-13 10:00:00,"(28.557124, 77.083366)",15.37,0.73,0.00
2022-01-13 11:00:00,"(28.557124, 77.083366)",15.28,0.72,0.00
2022-01-13 12:00:00,"(28.557124, 77.083366)",15.35,0.71,0.00
2022-01-13 13:00:00,"(28.557124, 77.083366)",15.90,0.71,0.00
2022-01-13 14:00:00,"(28.557124, 77.083366)",15.08,0.74,0.00
2022-01-13 15:00:00,"(28.557124, 77.083366)",13.98,0.77,0.00
2022-01-13 16:00:00,"(28.557124, 77.083366)",13.23,0.81,0.00
2022-01-13 17:00:00,"(28.557124, 77.083366)",12.09,0.84,0.00
2022-01-13 18:00:00,"(28.557124, 77.083366)",11.81,0.85,0.00
2022-01-13 19:00:00,"(28.557124, 77.083366)",10.91,0.89,0.00
2022-01-13 20:00:00,"(28.557124, 77.083366)",10.43,0.92,0.00
2022-01-13 21:00:00,"(28.557124, 77.083366)",10.19,0.93,0.00
2022-01-13 22:00:00,"(28.557124, 77.083366)",9.12,0.98,0.00
2022-01-13 23:00:00,"(28.557124, 77.083366)",8.87,0.98,0.00
2022-01-14 00:00:00,"(28.557124, 77.083366)",8.94,0.98,0.00
2022-01-14 01:00:00,"(28.557124, 77.083366)",8.80,0.98,0.00
2022-01-14 02:00:00,"(28.557124, 77.083366)",8.94,0.98,0.00
2022-01-14 03:00:00,"(28.557124, 77.083366)",9.96,0.97,0.00
2022-01-14 04:00:00,"(28.557124, 77.083366)",9.98,0.98,0.00
2022-01-14 05:00:00,"(28.557124, 77.083366)",11.66,0.92,0.00
2022-01-14 06:00:00,"(28.557124, 77.083366)",13.25,0.81,0.04
2022-01-14 07:00:00,"(28.557124, 77.083366)",13.90,0.79,0.03
2022-01-14 08:00:00,"(28.557124, 77.083366)",14.99,0.72,0.04
2022-01-14 09:00:00,"(28.557124, 77.083366)",15.14,0.71,0.03
2022-01-14 10:00:00,"(28.557124, 77.083366)",13.86,0.79,0.01
2022-01-14 11:00:00,"(28.557124, 77.083366)",13.89,0.80,0.00
2022-01-14 12:00:00,"(28.557124, 77.083366)",14.03,0.82,0.00
2022-01-14 13:00:00,"(28.557124, 77.083366)",13.85,0.84,0.00
2022-01-14 14:00:00,"(28.557124, 77.083366)",13.32,0.86,0.00
2022-01-14 15:00:00,"(28.557124, 77.083366)",12.29,0.90,0.00
2022-01-14 16:00:00,"(28.557124, 77.083366)",12.01,0.91,0.00
2022-01-14 17:00:00,"(28.557124, 77.083366)",11.51,0.92,0.00
2022-01-14 18:00:00,"(28.557124, 77.083366)",11.38,0.94,0.00
2022-01-14 19:00:00,"(28.557124, 77.083366)",11.19,0.94,0.00
2022-01-14 20:00:00,"(28.557124, 77.083366)",10.73,0.95,0.01
2022-01-14 21:00:00,"(28.557124, 77.083366)",10.81,0.96,0.00
2022-01-14 22:00:00,"(28.557124, 77.083366)",10.43,0.98,0.00
2022-01-14 23:00:00,"(28.557124, 77.083366)",10.17,0.99,0.00
2022-01-15 00:00:00,"(28.557124, 77.083366)",9.69,0.98,0.00
2022-01-15 01:00:00,"(28.557124, 77.083366)",9.42,0.98,0.00
2022-01-15 02:00:00,"(28.557124, 77.083366)",9.38,0.98,0.00
2022-01-15 03:00:00,"(28.557124, 77.083366)",9.47,0.97,0.00
2022-01-15 04:00:00,"(28.557124, 77.083366)",9.21,0.96,0.00
2022-01-15 05:00:00,"(28.557124, 77.083366)",10.18,0.90,0.00
2022-01-15 06:00:00,"(28.557124, 77.083366)",11.13,0.77,0.00
2022-01-15 07:00:00,"(28.557124, 77.083366)",11.21,0.75,0.00
2022-01-15 08:00:00,"(28.557124, 77.083366)",12.96,0.71,0.00
2022-01-15 09:00:00,"(28.557124, 77.083366)",13.76,0.70,0.00
2022-01-15 10:00:00,"(28.557124, 77.083366)",12.94,0.79,0.00
2022-01-15 11:00:00,"(28.557124, 77.083366)",12.67,0.80,0.00
2022-01-15 12:00:00,"(28.557124, 77.083366)",12.10,0.87,0.00
2022-01-15 13:00:00,"(28.557124, 77.083366)",11.77,0.88,0.00
2022-01-15 14:00:00,"(28.557124, 77.083366)",10.70,0.91,0.00
2022-01-15 15:00:00,"(28.557124, 77.083366)",10.48,0.91,0.00
2022-01-15 16:00:00,"(28.557124, 77.083366)",10.34,0.92,0.00
2022-01-15 17:00:00,"(28.557124, 77.083366)",9.67,0.94,0.00
2022-01-15 18:00:00,"(28.557124, 77.083366)",9.60,0.95,0.00
2022-01-15 19:00:00,"(28.557124, 77.083366)",9.30,0.96,0.00
2022-01-15 20:00:00,"(28.557124, 77.083366)",8.94,0.96,0.00
